,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid
355,081-0004-0331-00,1222 4 REPUBLIC ST,1083,550,1930,08-24-2009,"$142,200",3,1,1,1,334765,WD - Warranty Deed (Conv),1,0.000,"$5,261.84",69.301606,CINCINNATI CSD,01829 - MOTTAINAI LOFTS CONDO,No,No,No,Yes,No,Yes,45000,0,190000,235000,217160,0,0,"$5,261.84"
356,081-0004-0332-00,1222 5 REPUBLIC ST,1150,550,1930,06-30-2009,"$169,000",5,1,1,1,50210,WD - Warranty Deed (Conv),1,0.000,"$6,596.36",69.301606,CINCINNATI CSD,01829 - MOTTAINAI LOFTS CONDO,No,No,No,Yes,No,Yes,45000,0,251900,296900,278390,0,0,"$6,596.36"
357,083-0001-0363-00,15 404 W FOURTH ST,1285,550,1875,06-26-2009,"$230,500",5,2,1,1,228638,WD - Warranty Deed (Conv),1,0.000,"$6,885.56",69.301606,CINCINNATI CSD,01719 - THE MCALPIN CONDO,No,No,No,Yes,No,Yes,45000,0,264910,309910,260910,0,0,"$6,885.56"
365,083-0001-0367-00,15 408 W FOURTH ST,1226,550,1875,06-05-2009,"$290,000",4,1,1,1,23063,WD - Warranty Deed (Conv),1,0.000,"$6,639.80",69.301606,CINCINNATI CSD,01719 - THE MCALPIN CONDO,No,No,No,Yes,No,Yes,45000,0,254740,299740,250740,0,0,"$6,639.80"
366,084-0006-0061-00,400 502 PIKE ST,984,550,1905,03-12-2009,"$185,000",6,2,1,0,184674,QE - Quit Claim Deed (EX),1,0.000,"$5,541.92",69.301606,CINCINNATI CSD,01717 - PARK PLACE AT LYTLE CONDO,No,No,No,Yes,No,Yes,40000,0,208910,248910,0,0,0,"$5,541.92"
370,084-0006-0061-00,400 502 PIKE ST,984,550,1905,03-12-2009,"$180,000",6,2,1,0,184674,QE - Quit Claim Deed (EX),1,0.000,"$5,541.92",69.301606,CINCINNATI CSD,01717 - PARK PLACE AT LYTLE CONDO,No,No,No,Yes,No,Yes,40000,0,208910,248910,0,0,0,"$5,541.92"
374,084-0006-0062-00,400 503 PIKE ST,1008,550,1905,03-12-2009,"$178,000",5,1,1,0,19620,WD - Warranty Deed (Conv),1,0.000,"$6,297.15",69.301606,CINCINNATI CSD,01717 - PARK PLACE AT LYTLE CONDO,No,No,No,Yes,No,Yes,40000,0,244420,284420,0,0,0,"$6,297.15"
375,092-0003-0304-00,207 7A E UNIVERSITY AVE,905,550,2003,06-25-2009,"$145,900",5,2,1,0,74056,WD - Warranty Deed (Conv),1,0.000,"$4,086.81",69.301606,CINCINNATI CSD,02108 - COURTYARD @ E UNIVERSITY,No,No,No,Yes,No,Yes,25000,0,166280,191280,0,0,0,"$4,086.81"
398,092-0003-0306-00,207 9A E UNIVERSITY AVE,905,550,2003,06-12-2009,"$150,000",5,2,1,0,23462,WD - Warranty Deed (Conv),1,0.000,"$4,245.77",69.301606,CINCINNATI CSD,02108 - COURTYARD @ E UNIVERSITY,No,No,No,No,No,Yes,25000,0,166280,191280,0,0,0,"$4,245.77"
399,092-0003-0307-00,207 10A E UNIVERSITY AVE,905,550,2003,06-25-2009,"$140,000",5,2,1,0,76083,WD - Warranty Deed (Conv),1,0.000,"$4,235.65",69.301606,CINCINNATI CSD,02108 - COURTYARD @ E UNIVERSITY,No,Yes,No,No,No,Yes,25000,0,165830,190830,0,0,0,"$4,235.65"
400,094-0006-0069-00,207 DORSEY ST,1204,510,1890,07-29-2009,"$120,000",4,2,1,1,,QE - Quit Claim Deed (EX),1,0.036,"$3,374.66",69.301606,CINCINNATI CSD,02003 - MT AUBURN 03,YES(11),No,No,Yes,No,Yes,57900,0,99970,157870,91420,0,0,"$3,374.66"
401,098-0006-0211-00,2527 RAVINE ST,1148,550,2002,07-31-2009,"$172,000",5,2,2,1,271332,QE - Quit Claim Deed (EX),1,0.000,"$4,353.67",69.301606,CINCINNATI CSD,02207 - WOODSIDE PLACE CONDO,No,No,No,No,No,Yes,33000,0,163210,196210,0,0,0,"$4,353.67"
402,098-0006-0217-00,615 STRAIGHT ST,1148,550,2003,05-29-2009,"$165,000",5,2,2,1,299481,WD - Warranty Deed (Conv),1,0.000,"$5,336.08",69.301606,CINCINNATI CSD,02207 - WOODSIDE PLACE CONDO,YES(11),No,No,Yes,No,Yes,33000,0,216900,249900,0,0,0,"$5,336.08"
403,117-0003-0315-00,1868 SUNWALK DR,1274,550,2008,03-30-2009,"$165,000",6,3,2,0,20260,WD - Warranty Deed (Conv),1,0.000,"$3,010.33",69.301606,CINCINNATI CSD,02603 - VILLAGES OF DAYBREAK CONDO,No,No,No,Yes,No,Yes,22000,0,117790,139790,0,0,0,"$3,010.33"
404,121-0001-0228-00,5763 MARMION LN,1031,510,1928,07-10-2009,"$131,000",5,2,1,0,88040,WD - Warranty Deed (Conv),1,0.131,"$3,832.64",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,56350,0,122640,178990,0,0,0,"$3,832.64"
405,121-0001-0359-00,5706 GLENGATE LN,1174,510,1941,04-13-2009,"$125,700",6,2,1,0,74712,WD - Warranty Deed (Conv),1,0.110,"$3,738.63",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,51840,0,122630,174470,0,0,0,"$3,738.63"
406,121-0001-0445-00,6155 FAIRWAY DR,1286,510,1950,03-11-2009,"$129,900",6,3,1,0,185335,SV - Survivorship Deed (Conv),1,0.326,"$5,008.30",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,YES(10),No,No,Yes,No,Yes,100990,0,132660,233650,0,0,0,"$5,008.30"
407,121-0005-0021-00,2918 LAWNDALE AVE,1099,510,1949,05-13-2009,"$121,650",5,2,1,1,357142,WD - Warranty Deed (Conv),1,0.107,"$3,719.36",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,51240,0,122500,173740,0,0,0,"$3,719.36"
418,121-0005-0039-00,5695 MARMION LN,912,510,1948,07-31-2009,"$112,500",6,3,1,1,139224,WD - Warranty Deed (Conv),1,0.140,"$3,033.22",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,59100,0,82760,141860,0,0,0,"$3,033.22"
419,122-0001-0091-00,6228 BONA VISTA PL,836,510,1921,06-05-2009,"$118,000",4,2,1,0,113033,WD - Warranty Deed (Conv),1,0.220,"$3,571.63",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,YES(01),No,No,Yes,No,Yes,60110,0,106110,166220,51220,0,0,"$3,571.63"
420,122-0001-0127-00,6414 FAIRHURST AVE,998,510,1939,06-05-2009,"$125,000",5,2,1,0,66686,WD - Warranty Deed (Conv),1,0.140,"$3,505.41",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,49760,0,113730,163490,0,0,0,"$3,505.41"
421,122-0001-0417-00,6208 GIRARD AVE,1012,510,1948,04-09-2009,"$110,000",5,2,1,0,225310,QE - Quit Claim Deed (EX),1,0.125,"$3,886.53",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,Yes,No,No,No,Yes,62000,0,112730,174730,48020,0,0,"$3,886.53"
422,123-0002-0105-00,3114 AUTEN AVE,1034,510,1925,08-19-2009,"$134,000",6,2,1,0,260487,WE - Warranty Deed (EX),1,0.159,"$3,680.66",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,63090,0,108660,171750,0,0,0,"$3,680.66"
423,123-0003-0122-00,5446 LESTER RD,1044,510,1921,06-25-2009,"$115,000",4,2,1,0,300122,WD - Warranty Deed (Conv),1,0.229,"$5,328.57",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,62000,0,187000,249000,0,0,0,"$5,328.57"
424,124-0004-0051-00,6244 KINCAID RD,1245,510,1924,07-29-2009,"$129,200",6,2,1,0,25812,WD - Warranty Deed (Conv),1,0.188,"$4,178.44",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,66760,0,128240,195000,63460,0,0,"$4,178.44"
425,126-0001-0043-00,5919 PANDORA AVE,1228,510,1935,04-02-2009,"$159,000",5,2,1,1,148192,WD - Warranty Deed (Conv),1,0.206,"$4,462.61",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,68600,0,139810,208410,0,0,0,"$4,462.61"
426,126-0002-0052-00,5816 WOODMONT AVE,1166,510,1923,07-06-2009,"$164,900",5,3,2,0,332903,WD - Warranty Deed (Conv),2,0.170,"$5,580.14",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,YES(16),No,No,Yes,No,Yes,64930,0,195830,260760,0,0,0,"$5,580.14"
427,126-0002-0133-00,5899 E WOODMONT AVE,1024,510,1926,04-02-2009,"$122,000",5,2,1,1,244586,WD - Warranty Deed (Conv),1,0.209,"$4,807.59",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,45570,0,179430,225000,0,0,0,"$4,807.59"
438,127-0006-0019-00,5918 KIMBERLY AVE,1056,510,1940,05-26-2009,"$134,000",5,2,1,0,270378,SE - Survivorship Deed (EX),1,0.116,"$3,646.33",69.301606,CINCINNATI CSD,02700 - PLEASANT RIDGE,No,No,No,Yes,No,Yes,47040,0,123370,170410,0,0,0,"$3,646.33"
439,134-0005-0440-00,1011 JOHN ST,1144,555,1991,06-16-2009,"$152,000",5,2,1,1,41220,WE - Warranty Deed (EX),1,0.025,"$5,640.20",69.301606,CINCINNATI CSD,02306 - LONGWORTH SQUARE LANDO,YES(09),No,No,Yes,No,Yes,35300,0,228880,264180,130170,0,0,"$5,640.20"
440,134-0005-0514-00,419 ELIZABETH ST,1144,555,1993,07-09-2009,"$146,500",6,3,2,1,320506,WD - Warranty Deed (Conv),1,0.030,"$7,269.85",69.301606,CINCINNATI CSD,02306 - LONGWORTH SQUARE LANDO,No,No,No,Yes,No,Yes,35300,0,303700,339000,209710,0,0,"$7,269.85"
441,145-0001-0364-00,353 206 W FOURTH ST,1164,550,2007,04-10-2009,"$219,900",5,2,2,0,281615,WD - Warranty Deed (Conv),1,0.000,"$5,827.64",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,No,No,No,Yes,No,Yes,36000,0,224000,260000,250320,0,0,"$5,827.64"
442,145-0001-0371-00,353 302 W FOURTH ST,1230,550,2007,02-06-2009,"$265,000",5,2,2,0,258200,WD - Warranty Deed (Conv),1,0.000,"$6,312.52",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,No,No,No,Yes,No,Yes,36000,0,249000,285000,274640,0,0,"$6,312.52"
443,145-0001-0389-00,353 409 W FOURTH ST,1066,550,2007,08-20-2009,"$215,000",5,2,2,0,308692,EE - Executors Deed (EX),1,0.000,"$6,555.24",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,No,No,No,No,No,Yes,36000,0,249000,285000,275930,0,0,"$6,555.24"
444,145-0001-0390-00,353 410 W FOURTH ST,1122,550,2007,04-15-2009,"$266,654",5,2,2,0,92054,WD - Warranty Deed (Conv),1,0.000,"$5,463.88",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,YES(21),No,No,Yes,No,Yes,36000,0,208400,244400,234820,0,0,"$5,463.88"
445,145-0001-0396-00,353 W FOURTH ST,1022,550,2007,05-08-2009,"$228,743",5,2,2,0,89946,WD - Warranty Deed (Conv),1,0.000,"$5,953.92",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,No,No,No,Yes,No,Yes,36000,0,232240,268240,259530,0,0,"$5,953.92"
446,145-0001-0397-00,353 506 W FOURTH ST,1140,550,2007,04-21-2009,"$235,919",5,2,2,0,272924,WD - Warranty Deed (Conv),1,0.000,"$7,199.86",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,No,No,No,Yes,No,Yes,48000,0,277000,325000,315300,0,0,"$7,199.86"
447,145-0001-0404-00,353 602 W FOURTH ST,1230,550,2007,04-24-2009,"$303,397",5,2,2,0,298189,WD - Warranty Deed (Conv),1,0.000,"$7,052.49",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,No,No,No,Yes,No,Yes,48000,0,269500,317500,306950,0,0,"$7,052.49"
458,145-0001-0410-00,353 608 W FOURTH ST,1077,550,2007,06-05-2009,"$225,100",5,2,2,0,149099,WD - Warranty Deed (Conv),1,0.000,"$6,526.58",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,YES(23),No,No,Yes,No,Yes,48000,0,244230,292230,283030,0,0,"$6,526.58"
462,145-0001-0410-00,353 608 W FOURTH ST,1077,550,2007,06-05-2009,"$285,000",5,2,2,0,149099,WD - Warranty Deed (Conv),1,0.000,"$6,526.58",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,YES(23),No,No,Yes,No,Yes,48000,0,244230,292230,283030,0,0,"$6,526.58"
466,145-0001-0411-00,353 609 W FOURTH ST,1066,550,2007,05-07-2009,"$263,776",5,2,2,0,144639,SV - Survivorship Deed (Conv),1,0.000,"$6,396.74",69.301606,CINCINNATI CSD,01721 - PARKER FLATS CONDO,No,No,No,No,No,Yes,36000,0,240330,276330,267400,0,0,"$6,396.74"
467,166-0004-0024-00,6815 SAYLER AVE,1104,510,1957,08-13-2009,"$111,000",4,2,1,0,26543,WD - Warranty Deed (Conv),1,0.165,"$2,559.81",69.301606,CINCINNATI CSD,03500 - SAYLER PARK,No,No,No,Yes,No,Yes,22540,0,96500,119040,0,0,0,"$2,559.81"
468,180-0084-0050-00,977 SEIBEL LN,1224,510,1949,08-21-2009,"$110,800",7,4,1,0,26991,WD - Warranty Deed (Conv),1,0.144,"$2,452.07",69.301606,CINCINNATI CSD,03700 - WEST PRICE HILL,No,No,No,Yes,No,Yes,15190,0,99050,114240,0,0,0,"$2,452.07"
469,180-0084-0136-00,949 EDGETREE LN,1295,510,1950,03-26-2009,"$115,900",8,4,2,0,186657,WD - Warranty Deed (Conv),1,0.165,"$2,795.65",69.301606,CINCINNATI CSD,03700 - WEST PRICE HILL,No,No,No,Yes,No,Yes,16120,0,114270,130390,0,0,0,"$2,795.65"
470,180-0A80-0322-00,1137 NANCY LEE LN,1172,510,1950,05-27-2009,"$100,000",5,2,1,0,80139,WD - Warranty Deed (Conv),1,0.309,"$2,417.47",69.301606,CINCINNATI CSD,03700 - WEST PRICE HILL,No,No,No,Yes,No,Yes,15400,0,97210,112610,0,0,0,"$2,417.47"
471,197-0036-0005-00,1614 N ARGYLE PL,1231,510,1924,06-10-2009,"$127,000",6,2,1,0,358836,WE - Warranty Deed (EX),1,0.123,"$4,113.13",69.301606,CINCINNATI CSD,03901 - NORTHSIDE 01,YES(17),No,No,Yes,No,Yes,48140,0,144160,192300,0,0,0,"$4,113.13"
472,200-0047-0114-00,1561 SPRINGLAWN AVE,966,510,1925,03-11-2009,"$116,500",5,2,1,0,41809,WD - Warranty Deed (Conv),1,0.105,"$2,299.29",69.301606,CINCINNATI CSD,03902 - NORTHSIDE 02,No,No,No,Yes,No,Yes,20790,0,86110,106900,0,0,0,"$2,299.29"
473,208-0057-0066-00,3116 EPWORTH AVE,1294,510,1960,08-14-2009,"$153,900",6,3,2,0,261981,WD - Warranty Deed (Conv),1,0.172,"$4,919.87",69.301606,CINCINNATI CSD,04401 - WESTWOOD 01,No,No,No,Yes,No,Yes,17000,0,213000,230000,0,0,0,"$4,919.87"
490,208-0059-0190-00,3020 WESTBROOK DR,1232,510,1951,04-01-2009,"$100,500",5,2,1,0,136625,SV - Survivorship Deed (Conv),1,0.298,"$2,729.91",69.301606,CINCINNATI CSD,04401 - WESTWOOD 01,No,No,No,Yes,No,Yes,22950,0,103990,126940,0,0,0,"$2,729.91"
491,208-0059-0210-00,3026 SANDRA PL,800,510,1952,05-14-2009,"$121,000",4,2,2,0,22128,WD - Warranty Deed (Conv),1,0.157,"$2,389.85",69.301606,CINCINNATI CSD,04401 - WESTWOOD 01,YES(13),No,No,Yes,No,Yes,16420,0,94830,111250,46590,0,0,"$2,389.85"
492,208-0060-0332-00,5779 TIMRICK CT,1108,510,1955,05-04-2009,"$105,000",5,2,1,1,21671,WD - Warranty Deed (Conv),1,0.197,"$3,047.83",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,20790,0,121400,142190,73360,0,0,"$3,047.83"
493,209-0002-0055-00,3517 MCFARLAN RD,1224,520,1936,08-14-2009,"$105,000",9,3,2,0,226801,WD - Warranty Deed (Conv),1,0.455,"$3,091.04",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,No,33400,0,109250,142650,0,0,0,"$3,091.04"
494,211-0068-0122-00,3138 PERSHING CT,1296,510,1941,07-09-2009,"$118,000",6,3,1,1,222641,WD - Warranty Deed (Conv),2,0.207,"$3,776.81",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,25360,0,151390,176750,0,0,0,"$3,776.81"
495,211-0072-0099-00,3515 CRAIG CT,1132,510,1947,06-19-2009,"$100,000",6,3,2,0,23761,WD - Warranty Deed (Conv),1,0.118,"$3,128.34",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,17430,0,128530,145960,0,0,0,"$3,128.34"
496,212-0062-0168-00,3204 BUELL ST,1215,510,1948,08-04-2009,"$111,000",7,3,2,0,316830,WD - Warranty Deed (Conv),1,0.182,"$4,350.21",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,23790,0,179210,203000,0,0,0,"$4,350.21"
497,212-0066-0116-00,3280 DAYTONA AVE,1101,510,1924,05-04-2009,"$102,000",5,2,1,0,265553,WD - Warranty Deed (Conv),1,0.155,"$3,305.29",69.301606,CINCINNATI CSD,04400 - WESTWOOD,No,No,No,Yes,No,Yes,20160,0,133840,154000,0,0,0,"$3,305.29"
498,212-0066-0168-00,3317 MCLELLAND AVE,1279,510,1937,07-14-2009,"$100,000",5,2,1,0,191219,WD - Warranty Deed (Conv),1,0.146,"$3,121.43",69.301606,CINCINNATI CSD,04400 - WESTWOOD,YES(10),No,No,Yes,No,Yes,18060,0,127510,145570,0,0,0,"$3,121.43"
499,214-0003-0143-00,521 3 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,2,0,41402,WD - Warranty Deed (Conv),1,0.000,"$2,087.23",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),Yes,No,No,No,Yes,15200,0,79010,94210,0,0,0,"$2,087.23"
510,214-0003-0144-00,521 4 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,2,0,91038,WD - Warranty Deed (Conv),3,0.000,"$2,087.23",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79010,94210,0,0,0,"$2,087.23"
511,214-0003-0150-00,521 10 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,2,0,265439,WD - Warranty Deed (Conv),1,0.000,"$1,949.87",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),Yes,No,No,No,Yes,15200,0,72800,88000,0,0,0,"$1,949.87"
512,214-0003-0151-00,521 11 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,2,0,23758,WD - Warranty Deed (Conv),1,0.000,"$2,088.49",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79070,94270,0,0,0,"$2,088.49"
513,214-0003-0170-00,521 30 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,2,0,91038,WD - Warranty Deed (Conv),3,0.000,"$2,088.49",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79070,94270,0,0,0,"$2,088.49"
514,214-0003-0172-00,521 32 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,1,1,91038,WD - Warranty Deed (Conv),3,0.000,"$2,123.29",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,80640,95840,0,0,0,"$2,123.29"
515,214-0003-0174-00,521 34 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,2,0,70950,WD - Warranty Deed (Conv),1,0.000,"$2,088.49",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79070,94270,0,0,0,"$2,088.49"
516,214-0003-0176-00,521 36 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,2,0,318000,WD - Warranty Deed (Conv),1,0.000,"$2,452.41",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),Yes,No,Yes,No,Yes,15200,0,99800,115000,0,0,0,"$2,452.41"
517,214-0003-0180-00,521 40 W MARTIN LUTHER KING DR,925,550,1986,04-13-2009,"$288,000",5,2,2,0,157524,WE - Warranty Deed (EX),1,0.000,"$2,088.49",69.301606,CINCINNATI CSD,02404 - QUEEN CITY CONDO,YES(01),No,No,No,No,Yes,15200,0,79070,94270,0,0,0,"$2,088.49"
518,221-0021-0048-00,4344 DANE AVE,1243,510,1929,05-14-2009,"$112,000",7,2,2,0,22131,WD - Warranty Deed (Conv),1,0.128,"$5,389.26",69.301606,CINCINNATI CSD,03900 - NORTHSIDE,No,No,No,Yes,No,Yes,102460,0,149040,251500,0,0,0,"$5,389.26"
519,228-0004-0195-00,2455 ALDERMONT CT,1070,550,2003,03-31-2009,"$108,000",6,2,2,1,29481,WD - Warranty Deed (Conv),1,0.000,"$3,719.56",69.301606,CINCINNATI CSD,04208 - MT AIRY OAKS CONDO,No,No,No,Yes,No,Yes,28000,0,145940,173940,0,0,0,"$3,719.56"
536,228-0004-0195-00,2455 ALDERMONT CT,1070,550,2003,06-23-2009,"$106,000",6,2,2,1,29481,WD - Warranty Deed (Conv),1,0.000,"$3,719.56",69.301606,CINCINNATI CSD,04208 - MT AIRY OAKS CONDO,No,No,No,Yes,No,Yes,28000,0,145940,173940,0,0,0,"$3,719.56"
540,228-0004-0215-00,2473 ALDERMONT CT,1070,550,2004,03-24-2009,"$110,000",6,2,2,1,62679,WD - Warranty Deed (Conv),1,0.000,"$3,682.86",69.301606,CINCINNATI CSD,04208 - MT AIRY OAKS CONDO,No,No,No,Yes,No,Yes,28000,0,144180,172180,0,0,0,"$3,682.86"
541,231-0003-0137-00,2653 GRACEWOOD AVE,1110,510,1951,06-29-2009,"$125,600",7,3,2,0,79667,WD - Warranty Deed (Conv),1,0.204,"$5,657.34",69.301606,CINCINNATI CSD,04200 - MT AIRY,No,No,No,Yes,No,Yes,29100,0,104830,133930,49030,0,0,"$2,874.80"
542,231-0003-0168-00,5447 CINDY LN,1190,510,1959,08-31-2009,"$121,000",6,3,1,1,285886,SE - Survivorship Deed (EX),1,0.905,"$3,494.53",69.301606,CINCINNATI CSD,04200 - MT AIRY,No,No,No,Yes,No,Yes,28400,0,134840,163240,74240,0,0,"$3,494.53"
543,231-0003-0266-00,5425 RUDDY CT,1232,510,1960,04-20-2009,"$122,000",5,3,1,1,26076,WD - Warranty Deed (Conv),1,0.197,"$3,150.57",69.301606,CINCINNATI CSD,04200 - MT AIRY,No,No,No,Yes,No,Yes,28930,0,117890,146820,66890,0,0,"$3,150.57"
547,231-0003-0266-00,5425 RUDDY CT,1232,510,1960,08-04-2009,"$105,500",5,3,1,1,26076,WD - Warranty Deed (Conv),1,0.197,"$3,150.57",69.301606,CINCINNATI CSD,04200 - MT AIRY,No,No,No,Yes,No,Yes,28930,0,117890,146820,66890,0,0,"$3,150.57"
551,232-0003-0010-00,6344 ASPEN WY,1133,510,1941,07-28-2009,"$105,000",5,2,1,0,25677,WD - Warranty Deed (Conv),1,0.130,"$2,976.38",69.301606,CINCINNATI CSD,05100 - COLLEGE HILL,No,No,No,Yes,No,Yes,26320,0,112540,138860,0,0,0,"$2,976.38"
552,500-0030-0036-00,854 NORDYKE RD,1195,510,1956,05-27-2009,"$158,880",5,2,2,0,290882,FD - Fiduciary Deed (Conv),2,0.387,"$5,370.51",63.814706,FOREST HILLS LSD,50044 - ANDERSON 44,No,No,No,Yes,No,Yes,59460,0,205690,265150,0,0,0,"$5,370.51"
553,500-0040-0079-00,1040 NORDYKE RD,1260,510,1953,08-11-2009,"$119,400",6,3,1,1,26445,WD - Warranty Deed (Conv),1,0.450,"$4,025.08",63.814706,FOREST HILLS LSD,50024 - ANDERSON 24,No,Yes,No,No,No,Yes,40280,0,152900,193180,0,0,0,"$4,025.08"
554,500-0041-0248-00,1262 EIGHT MILE RD,960,510,1931,06-15-2009,"$127,900",5,2,1,1,23496,WD - Warranty Deed (Conv),1,0.278,"$3,338.08",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,No,Yes,Yes,No,Yes,47320,0,143780,191100,0,0,0,"$3,338.08"
574,500-0042-0137-00,1617 YELLOWGLEN DR,1278,510,1966,06-18-2009,"$136,000",6,3,1,1,,WE - Warranty Deed (EX),1,0.220,"$4,794.48",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,No,No,Yes,No,Yes,45240,0,191920,237160,0,0,0,"$4,794.48"
575,500-0044-0087-00,1690 PINEBLUFF LN,1280,510,1968,04-06-2009,"$145,000",6,3,2,0,,SE - Survivorship Deed (EX),1,0.185,"$4,405.83",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,YES(12),No,No,Yes,No,Yes,40870,0,176670,217540,0,0,0,"$4,405.83"
576,500-0044-0231-00,8533 LINDERWOOD LN,1080,510,1963,03-03-2009,"$106,230",5,3,1,1,267480,SE - Survivorship Deed (EX),1,0.173,"$4,426.10",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,Yes,No,No,No,Yes,40140,0,172350,212490,0,0,0,"$4,426.10"
577,500-0045-0111-00,8337 NORTHPORT DR,1080,510,1963,07-28-2009,"$138,000",5,3,1,1,55281,SV - Survivorship Deed (Conv),1,0.173,"$4,599.61",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,No,No,Yes,No,Yes,40200,0,186920,227120,0,0,0,"$4,599.61"
578,500-0045-0271-00,1588 YELLOWGLEN DR,1248,510,1965,03-24-2009,"$156,000",6,3,1,1,20058,WD - Warranty Deed (Conv),1,0.216,"$4,697.07",63.814706,FOREST HILLS LSD,50001 - ANDERSON 01,No,No,No,Yes,No,Yes,43430,0,188500,231930,0,0,0,"$4,697.07"
579,500-0072-0089-00,8657 SUSANVIEW LN,1297,510,1957,05-04-2009,"$165,000",4,2,2,0,21650,WD - Warranty Deed (Conv),1,0.463,"$4,413.39",63.814706,FOREST HILLS LSD,500102 - ANDERSON 102,No,No,No,Yes,No,Yes,41900,0,175880,217780,0,0,0,"$4,413.39"
580,500-0122-0186-00,8125 41 WITTS MEADOW LN,872,550,1995,03-27-2009,"$165,000",4,1,2,1,20251,WD - Warranty Deed (Conv),1,0.000,"$4,330.44",63.814706,FOREST HILLS LSD,50042 - WITTSHIRE GLEN CONDO,No,No,No,Yes,No,Yes,28600,0,185640,214240,0,0,0,"$4,330.44"
