,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,num_amount,year,month
226,540-0042-0311-00,322 Halidonhill Ln,1107,510,1958,02-24-2011,"$115,000",7,3,2,0,203281.0,WD - Warranty Deed (Conv),1,0.173,"$4,431.10",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,28480,0,189550,218030,0,0,0,"$4,431.10",322,,Halidonhill Ln,Cincinnati,OH,"322 Halidonhill Ln Cincinnati, OH","322 Halidonhill Ln, Cincinnati, OH 45238, USA",-84.61152030000001,39.0901568,115000,2011,2
227,540-0043-0098-00,538 Covedale Ave,1080,510,1961,03-31-2011,"$103,250",6,3,1,0,259032.0,WE - Warranty Deed (EX),1,0.158,"$3,065.99",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,27220,0,123140,150360,0,0,0,"$3,065.99",538,,Covedale Ave,Cincinnati,OH,"538 Covedale Ave Cincinnati, OH","538 Covedale Ave, Cincinnati, OH 45238, USA",-84.6095824,39.1010467,103250,2011,3
228,540-0051-0412-00,5221 Cleves Warsaw Pk,1229,510,1948,03-29-2011,"$110,500",5,2,2,0,77921.0,WD - Warranty Deed (Conv),1,0.244,"$3,667.69",65.017597,OAK HILLS LSD,54011 - DELHI 11,No,No,No,Yes,No,Yes,34450,0,145570,180020,0,0,0,"$3,667.69",5221,,Cleves Warsaw Pk,Cincinnati,OH,"5221 Cleves Warsaw Pk Cincinnati, OH","5221 Cleves Warsaw Pike, Cincinnati, OH 45238, USA",-84.6129772,39.1184819,110500,2011,3
229,540-0060-0180-00,927 Fashion Ave,1247,510,1961,03-30-2011,"$132,900",6,3,1,2,327898.0,EXD - Executors Deed (Conv),1,0.165,"$3,851.06",65.017597,OAK HILLS LSD,54003 - DELHI 03,No,No,Yes,Yes,No,Yes,27070,0,188920,215990,0,0,0,"$3,851.06",927,,Fashion Ave,Cincinnati,OH,"927 Fashion Ave Cincinnati, OH","927 Fashion Ave, Cincinnati, OH 45238, USA",-84.61974870000002,39.1122349,132900,2011,3
230,540-0063-0227-00,640 Woodyhill Dr,1159,510,1959,08-04-2011,"$103,000",4,2,1,0,183964.0,WD - Warranty Deed (Conv),1,0.227,"$3,254.35",65.017597,OAK HILLS LSD,54055 - DELHI 55,No,No,No,Yes,No,Yes,27800,0,131860,159660,0,0,0,"$3,254.35",640,,Woodyhill Dr,Cincinnati,OH,"640 Woodyhill Dr Cincinnati, OH","640 Woodyhill Dr, Cincinnati, OH 45238, USA",-84.6192679,39.10528559999999,103000,2011,8
231,540-0070-0013-00,5611 Victory Dr,1139,510,1948,06-16-2011,"$126,000",5,3,1,0,22239.0,WD - Warranty Deed (Conv),1,0.377,"$3,050.78",65.017597,OAK HILLS LSD,54033 - DELHI 33,No,No,No,Yes,No,Yes,32910,0,116180,149090,0,0,0,"$3,050.78",5611,,Victory Dr,Cincinnati,OH,"5611 Victory Dr Cincinnati, OH","5611 Victory Dr, Cincinnati, OH 45233, USA",-84.63266510000001,39.1055218,126000,2011,6
232,540-0070-0015-00,5619 Victory Dr,1152,510,1954,03-29-2011,"$120,000",6,3,2,1,87663.0,WD - Warranty Deed (Conv),1,0.479,"$3,230.05",65.017597,OAK HILLS LSD,54033 - DELHI 33,No,No,No,Yes,No,Yes,37640,0,120820,158460,0,0,0,"$3,230.05",5619,,Victory Dr,Cincinnati,OH,"5619 Victory Dr Cincinnati, OH","5619 Victory Dr, Cincinnati, OH 45233, USA",-84.6326532,39.1051739,120000,2011,3
233,540-0071-0181-00,5411 Bonita Dr,1189,510,1957,06-08-2011,"$121,000",6,3,1,1,227877.0,WD - Warranty Deed (Conv),1,0.188,"$3,483.02",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,27110,0,143520,170630,0,0,0,"$3,483.02",5411,,Bonita Dr,Cincinnati,OH,"5411 Bonita Dr Cincinnati, OH","5411 Bonita Dr, Cincinnati, OH 45238, USA",-84.62327049999999,39.093254,121000,2011,6
234,540-0072-0170-00,5389 Romance Ln,1102,510,1959,08-12-2011,"$102,000",6,3,1,1,127132.0,SV - Survivorship Deed (Conv),1,0.143,"$3,357.57",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,134750,164750,0,0,0,"$3,357.57",5389,,Romance Ln,Cincinnati,OH,"5389 Romance Ln Cincinnati, OH","5389 Romance Ln, Cincinnati, OH 45238, USA",-84.6220238,39.1003942,102000,2011,8
235,540-0073-0117-00,488 Sunland Dr,1221,510,1958,04-26-2011,"$131,000",5,3,1,1,20742.0,LW - Limited Warrant Deed (Conv),1,0.215,"$3,688.22",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,150730,180730,0,0,0,"$3,688.22",488,,Sunland Dr,Cincinnati,OH,"488 Sunland Dr Cincinnati, OH","488 Sunland Dr, Cincinnati, OH 45238, USA",-84.62705369999999,39.0976101,131000,2011,4
236,540-0073-0117-00,488 Sunland Dr,1221,510,1958,05-17-2011,"$131,000",5,3,1,1,20742.0,LW - Limited Warrant Deed (Conv),1,0.215,"$3,688.22",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,150730,180730,0,0,0,"$3,688.22",488,,Sunland Dr,Cincinnati,OH,"488 Sunland Dr Cincinnati, OH","488 Sunland Dr, Cincinnati, OH 45238, USA",-84.62705369999999,39.0976101,131000,2011,5
237,540-0100-0260-00,610 Libbejo Dr,1160,510,1961,04-29-2011,"$112,500",5,3,1,1,20012.0,WD - Warranty Deed (Conv),1,0.18,"$3,258.45",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29680,0,130160,159840,0,0,0,"$3,258.45",610,,Libbejo Dr,Cincinnati,OH,"610 Libbejo Dr Cincinnati, OH","610 Libbejo Dr, Cincinnati, OH 45233, USA",-84.6406781,39.1039936,112500,2011,4
238,540-0111-0117-00,5798 Fourson Dr,1053,510,1960,02-03-2011,"$108,500",6,3,1,0,175272.0,WD - Warranty Deed (Conv),1,0.158,"$3,031.74",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,28570,0,120490,149060,0,0,0,"$3,031.74",5798,,Fourson Dr,Cincinnati,OH,"5798 Fourson Dr Cincinnati, OH","5798 Fourson Dr, Cincinnati, OH 45233, USA",-84.64037599999999,39.1071484,108500,2011,2
239,540-0111-0129-00,5768 Juvene Wy,1210,510,1960,08-12-2011,"$119,000",6,3,1,2,303999.0,WD - Warranty Deed (Conv),1,0.171,"$4,377.21",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29440,0,185560,215000,0,0,0,"$4,377.21",5768,,Juvene Wy,Cincinnati,OH,"5768 Juvene Wy Cincinnati, OH","5768 Juvene Way, Cincinnati, OH 45233, USA",-84.63916569999999,39.1079002,119000,2011,8
240,540-0111-0177-00,5838 Juvene Wy,1134,510,1962,04-05-2011,"$125,000",6,3,1,1,198728.0,WD - Warranty Deed (Conv),1,0.153,"$3,360.45",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29100,0,135770,164870,0,0,0,"$3,360.45",5838,,Juvene Wy,Cincinnati,OH,"5838 Juvene Wy Cincinnati, OH","5838 Juvene Way, Cincinnati, OH 45233, USA",-84.6424984,39.1084292,125000,2011,4
241,540-0150-0158-00,884 Martini Rd,1248,510,1978,04-19-2011,"$126,000",5,3,1,1,79849.0,SV - Survivorship Deed (Conv),1,0.477,"$3,658.97",65.017597,OAK HILLS LSD,54029 - DELHI 29,No,No,No,Yes,No,Yes,31700,0,147510,179210,0,0,0,"$3,658.97",884,,Martini Rd,Cincinnati,OH,"884 Martini Rd Cincinnati, OH","884 Martini Rd, Cincinnati, OH 45233, USA",-84.675529,39.1135789,126000,2011,4
242,550-0010-0476-00,5612 Hickory Ridge Ln,1288,510,1957,08-09-2011,"$130,000",6,3,2,0,209901.0,WD - Warranty Deed (Conv),1,0.193,"$3,914.16",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,34630,0,174400,209030,0,0,0,"$3,914.16",5612,,Hickory Ridge Ln,Cincinnati,OH,"5612 Hickory Ridge Ln Cincinnati, OH","5612 Hickory Ridge Ln, Cincinnati, OH 45239, USA",-84.5863212,39.1927363,130000,2011,8
243,550-0031-0116-00,2946 Kleeman Rd,1180,510,1979,02-09-2011,"$117,500",5,3,2,0,292463.0,WD - Warranty Deed (Conv),1,0.466,"$4,280.64",59.031069,NORTHWEST LSD (HAMILTON CO.),55007 - GREEN 07,YES(11),No,No,Yes,No,Yes,41260,0,183740,225000,0,0,0,"$4,280.64",2946,,Kleeman Rd,Cincinnati,OH,"2946 Kleeman Rd Cincinnati, OH","2946 Kleeman Rd, Cincinnati, OH 45211, USA",-84.5865691,39.1725267,117500,2011,2
244,550-0062-0137-00,3643 Reemelin Rd,1176,510,1958,06-24-2011,"$118,000",6,3,1,1,22547.0,WD - Warranty Deed (Conv),1,0.471,"$3,046.73",59.031069,NORTHWEST LSD (HAMILTON CO.),55007 - GREEN 07,No,No,Yes,Yes,No,Yes,43070,0,146490,189560,0,0,0,"$3,046.73",3643,,Reemelin Rd,Cincinnati,OH,"3643 Reemelin Rd Cincinnati, OH","3643 Reemelin Rd, Cincinnati, OH 45211, USA",-84.60712400000001,39.1724187,118000,2011,6
245,550-0063-0410-00,3358 Emerald Ridge,1285,550,2006,02-01-2011,"$238,000",7,3,2,0,305584.0,AF - Affidavit (EX),1,0.0,"$4,600.76",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,Yes,Yes,No,Yes,52200,0,193850,246050,244830,0,0,"$4,600.76",3358,,Emerald Ridge,Cincinnati,OH,"3358 Emerald Ridge Cincinnati, OH","3358 Emerald Ridge, Cincinnati, OH 45211, USA",-84.6000441,39.172466,238000,2011,2
246,550-0063-0410-00,3358 Emerald Ridge,1285,550,2006,04-06-2011,"$137,000",7,3,2,0,305584.0,AF - Affidavit (EX),1,0.0,"$4,600.76",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,Yes,Yes,No,Yes,52200,0,193850,246050,244830,0,0,"$4,600.76",3358,,Emerald Ridge,Cincinnati,OH,"3358 Emerald Ridge Cincinnati, OH","3358 Emerald Ridge, Cincinnati, OH 45211, USA",-84.6000441,39.172466,137000,2011,4
247,550-0063-0411-00,3360 Emerald Ridge,1285,550,2006,02-01-2011,"$238,000",7,2,2,0,58383.0,WD - Warranty Deed (Conv),1,0.0,"$5,155.94",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,No,Yes,No,Yes,52200,0,193850,246050,244830,0,0,"$5,155.94",3360,,Emerald Ridge,Cincinnati,OH,"3360 Emerald Ridge Cincinnati, OH","3360 Emerald Ridge, Cincinnati, OH 45211, USA",-84.6001431,39.1724697,238000,2011,2
248,550-0063-0411-00,3360 Emerald Ridge,1285,550,2006,04-06-2011,"$137,000",7,2,2,0,58383.0,WD - Warranty Deed (Conv),1,0.0,"$5,155.94",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,No,Yes,No,Yes,52200,0,193850,246050,244830,0,0,"$5,155.94",3360,,Emerald Ridge,Cincinnati,OH,"3360 Emerald Ridge Cincinnati, OH","3360 Emerald Ridge, Cincinnati, OH 45211, USA",-84.6001431,39.1724697,137000,2011,4
249,550-0063-0412-00,3362 Emerald Ridge,1285,550,2006,02-01-2011,"$238,000",7,3,2,0,298705.0,WE - Warranty Deed (EX),1,0.0,"$4,924.60",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,No,Yes,No,Yes,52200,0,182800,235000,233780,0,0,"$4,924.60",3362,,Emerald Ridge,Cincinnati,OH,"3362 Emerald Ridge Cincinnati, OH","3362 Emerald Ridge, Cincinnati, OH 45211, USA",-84.60025,39.172476,238000,2011,2
250,550-0063-0412-00,3362 Emerald Ridge,1285,550,2006,04-06-2011,"$137,000",7,3,2,0,298705.0,WE - Warranty Deed (EX),1,0.0,"$4,924.60",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,No,Yes,No,Yes,52200,0,182800,235000,233780,0,0,"$4,924.60",3362,,Emerald Ridge,Cincinnati,OH,"3362 Emerald Ridge Cincinnati, OH","3362 Emerald Ridge, Cincinnati, OH 45211, USA",-84.60025,39.172476,137000,2011,4
251,550-0070-0522-00,5295 North Bend Crossing,1252,550,2001,07-29-2011,"$110,000",5,2,2,0,24034.0,FD - Fiduciary Deed (Conv),1,0.0,"$3,160.12",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,No,Yes,No,Yes,29500,0,140110,169610,0,0,0,"$3,160.12",5295,,North Bend Crossing,Cincinnati,OH,"5295 North Bend Crossing Cincinnati, OH","5295 N Bend Crossing, Cincinnati, OH 45247, USA",-84.6081839,39.1875533,110000,2011,7
252,550-0070-0539-00,5247 North Bend Crossing,1260,550,2001,04-26-2011,"$105,000",5,2,2,0,228632.0,WD - Warranty Deed (Conv),1,0.0,"$2,648.94",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,Yes,Yes,No,Yes,29500,0,139120,168620,0,0,0,"$2,648.94",5247,,North Bend Crossing,Cincinnati,OH,"5247 North Bend Crossing Cincinnati, OH","5247 N Bend Crossing, Cincinnati, OH 45247, USA",-84.60887939999999,39.1873632,105000,2011,4
253,550-0070-0542-00,5211 North Bend Crossing,1252,550,2001,06-01-2011,"$117,300",5,2,2,0,,WE - Warranty Deed (EX),1,0.0,"$2,667.52",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,Yes,Yes,No,Yes,29500,0,140110,169610,0,0,0,"$2,667.52",5211,,North Bend Crossing,Cincinnati,OH,"5211 North Bend Crossing Cincinnati, OH","5211 N Bend Crossing, Cincinnati, OH 45247, USA",-84.60891079999999,39.1872353,117300,2011,6
254,550-0080-0053-00,5712 Lauderdale Dr,1050,510,1954,05-31-2011,"$126,000",5,3,2,1,21428.0,WD - Warranty Deed (Conv),1,0.17,"$3,885.75",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,31420,0,176830,208250,0,0,0,"$3,885.75",5712,,Lauderdale Dr,Cincinnati,OH,"5712 Lauderdale Dr Cincinnati, OH","5712 Lauderdale Dr, Cincinnati, OH 45239, USA",-84.59435739999999,39.1939244,126000,2011,5
255,550-0080-0251-00,3383 Greenvalley Te,1023,510,1959,06-09-2011,"$116,500",5,2,1,1,311675.0,WD - Warranty Deed (Conv),1,0.149,"$3,919.57",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,28460,0,181540,210000,0,0,0,"$3,919.57",3383,,Greenvalley Te,Cincinnati,OH,"3383 Greenvalley Te Cincinnati, OH","3383 Greenvalley Terrace, Cincinnati, OH 45239, USA",-84.5950472,39.1962186,116500,2011,6
256,550-0080-0263-00,3362 Greenvalley Te,981,645,1959,03-08-2011,"$122,100",5,2,2,0,,WE - Warranty Deed (EX),1,0.155,$16.53,0.0,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,No,No,Yes,28560,0,159170,187730,0,0,187730,$16.53,3362,,Greenvalley Te,Cincinnati,OH,"3362 Greenvalley Te Cincinnati, OH","3362 Greenvalley Terrace, Cincinnati, OH 45239, USA",-84.5944748,39.1965771,122100,2011,3
257,550-0080-0287-00,3422 Greenvalley Te,836,510,1958,07-13-2011,"$100,000",5,3,1,0,23364.0,WD - Warranty Deed (Conv),1,0.164,"$2,889.37",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,32130,0,122440,154570,0,0,0,"$2,889.37",3422,,Greenvalley Te,Cincinnati,OH,"3422 Greenvalley Te Cincinnati, OH","3422 Greenvalley Terrace, Cincinnati, OH 45239, USA",-84.5962313,39.1966872,100000,2011,7
258,550-0082-0194-00,3324 Sumac Te,1152,510,1956,02-07-2011,"$113,520",6,3,1,1,108659.0,WD - Warranty Deed (Conv),1,0.189,"$3,342.87",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,32730,0,146240,178970,0,0,0,"$3,342.87",3324,,Sumac Te,Cincinnati,OH,"3324 Sumac Te Cincinnati, OH","3324 Sumac Terrace, Cincinnati, OH 45239, USA",-84.5928524,39.200735,113520,2011,2
259,550-0082-0217-00,5934 Cottontail Ct,1189,510,1962,05-18-2011,"$129,900",5,3,1,1,38193.0,WD - Warranty Deed (Conv),1,0.193,"$3,951.82",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,34630,0,176300,210930,0,0,0,"$3,951.82",5934,,Cottontail Ct,Cincinnati,OH,"5934 Cottontail Ct Cincinnati, OH","5934 Cottontail Ct, Cincinnati, OH 45239, USA",-84.5974762,39.2009815,129900,2011,5
260,550-0082-0333-00,6069 Seiler Dr,1218,510,1966,07-22-2011,"$104,300",6,3,1,1,119864.0,WD - Warranty Deed (Conv),1,0.188,"$3,302.75",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,30840,0,145930,176770,0,0,0,"$3,302.75",6069,,Seiler Dr,Cincinnati,OH,"6069 Seiler Dr Cincinnati, OH","6069 Seiler Dr, Cincinnati, OH 45239, USA",-84.5959831,39.2031478,104300,2011,7
261,550-0082-0355-00,3237 Crimson Ln,1189,510,1966,03-25-2011,"$108,500",6,3,1,1,307861.0,SV - Survivorship Deed (Conv),1,0.147,"$4,004.92",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,YES(11),No,No,Yes,No,Yes,29510,0,185490,215000,0,0,0,"$4,004.92",3237,,Crimson Ln,Cincinnati,OH,"3237 Crimson Ln Cincinnati, OH","3237 Crimson Ln, Cincinnati, OH 45239, USA",-84.5895498,39.2039972,108500,2011,3
262,550-0083-0266-00,3642 Shortridge Cr,1096,510,1956,05-18-2011,"$104,000",6,3,2,0,281460.0,QE - Quit Claim Deed (EX),1,0.183,"$3,070.85",59.031069,NORTHWEST LSD (HAMILTON CO.),55009 - GREEN 09,No,No,No,Yes,No,Yes,26490,0,137580,164070,0,0,0,"$3,070.85",3642,,Shortridge Cr,Cincinnati,OH,"3642 Shortridge Cr Cincinnati, OH","3642 Shortridge Cir, Cincinnati, OH 45247, USA",-84.60235209999999,39.2001944,104000,2011,5
263,550-0102-0322-00,4262 West Fork Rd,1127,550,2001,02-22-2011,"$170,000",6,2,2,1,17155.0,SV - Survivorship Deed (Conv),1,0.0,"$3,552.58",59.031069,NORTHWEST LSD (HAMILTON CO.),55089 - COTTAGE POINTE CONDO,YES(11),No,No,Yes,No,Yes,34000,0,156740,190740,190740,0,0,"$3,552.58",4262,,West Fork Rd,Cincinnati,OH,"4262 West Fork Rd Cincinnati, OH","4262 W Fork Rd, Cincinnati, OH 45247, USA",-84.6134545,39.1918383,170000,2011,2
264,550-0102-0340-00,4272 West Fork Rd,1127,550,2005,08-12-2011,"$227,000",6,2,2,1,24656.0,WD - Warranty Deed (Conv),1,0.0,"$3,904.08",59.031069,NORTHWEST LSD (HAMILTON CO.),55089 - COTTAGE POINTE CONDO,No,No,No,Yes,No,Yes,34000,0,175670,209670,209670,0,0,"$3,904.08",4272,,West Fork Rd,Cincinnati,OH,"4272 West Fork Rd Cincinnati, OH","4272 W Fork Rd, Cincinnati, OH 45247, USA",-84.61402,39.1916612,227000,2011,8
265,550-0110-0042-00,4645 School Section Rd,988,510,1961,04-15-2011,"$114,000",6,3,1,0,19394.0,WD - Warranty Deed (Conv),1,0.561,"$2,717.07",56.861067,OAK HILLS LSD,55006 - GREEN 06,No,No,No,Yes,No,Yes,47190,0,105110,152300,0,0,0,"$2,717.07",4645,,School Section Rd,Cincinnati,OH,"4645 School Section Rd Cincinnati, OH","4645 School Section Rd, Cincinnati, OH 45211, USA",-84.62020199999999,39.17291,114000,2011,4
266,550-0132-0175-00,5464 Hyacinth Te,1131,510,1958,07-18-2011,"$115,000",6,3,1,0,190971.0,WD - Warranty Deed (Conv),1,0.153,"$2,888.41",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,No,No,Yes,31500,0,124760,156260,0,0,0,"$2,888.41",5464,,Hyacinth Te,Cincinnati,OH,"5464 Hyacinth Terrace, Cincinnati, OH 45248",,-84.63183266237333,39.145206693026005,115000,2011,7
267,550-0140-0523-00,5465 Bellfield Ln,1189,510,1963,08-01-2011,"$110,000",6,3,1,1,24060.0,WD - Warranty Deed (Conv),1,0.173,"$3,613.07",67.101077,CINCINNATI CSD,55002 - GREEN 02,No,No,Yes,Yes,No,Yes,37920,0,160570,198490,0,0,0,"$3,613.07",5465,,Bellfield Ln,Cincinnati,OH,"5465 Bellfield Ln Cincinnati, OH","5465 Bellfield Ln, Cincinnati, OH 45238, USA",-84.6235059,39.1299593,110000,2011,8
268,550-0140-0608-00,2310 10 Sylved Ln,1208,550,1999,02-16-2011,"$102,500",4,2,2,0,361867.0,AF - Affidavit (EX),2,0.0,"$1,627.56",67.101077,CINCINNATI CSD,55091 - CROSS CREEK CONDO,No,No,Yes,Yes,No,Yes,17500,0,86500,104000,47500,0,0,"$1,627.56",2310,10,Sylved Ln,Cincinnati,OH,"2310 Sylved Ln 10 Cincinnati, OH","2310 Sylved Ln APT 10, Cincinnati, OH 45238, USA",-84.6211165,39.1331002,102500,2011,2
269,550-0142-0178-00,1818 Churchwood Dr,1164,510,1954,02-08-2011,"$112,000",5,2,1,0,16739.0,FD - Fiduciary Deed (Conv),1,0.245,"$4,188.49",67.101077,CINCINNATI CSD,55002 - GREEN 02,No,No,No,Yes,No,Yes,43730,0,154870,198600,0,0,0,"$4,188.49",1818,,Churchwood Dr,Cincinnati,OH,"1818 Churchwood Dr Cincinnati, OH","1818 Churchwood Dr, Cincinnati, OH 45238, USA",-84.6230377,39.1253324,112000,2011,2
270,550-0142-0198-00,5356 Maylee Pl,1078,510,1954,07-11-2011,"$114,500",5,2,1,0,90758.0,WD - Warranty Deed (Conv),1,0.291,"$3,789.92",67.101077,CINCINNATI CSD,55002 - GREEN 02,No,No,No,Yes,No,Yes,40500,0,138240,178740,0,0,0,"$3,789.92",5356,,Maylee Pl,Cincinnati,OH,"5356 Maylee Pl Cincinnati, OH","5356 Maylee Pl, Cincinnati, OH 45238, USA",-84.61936329999999,39.1247921,114500,2011,7
271,550-0162-0087-00,3301 Bellehaven Ct,1204,510,1956,04-01-2011,"$135,000",6,3,1,1,136281.0,TE - Trustees Deed (EX),1,0.29,"$3,107.05",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,No,No,Yes,41640,0,126910,168550,0,0,0,"$3,107.05",3301,,Bellehaven Ct,Cincinnati,OH,"3301 Bellehaven Ct Cincinnati, OH","3301 Bellehaven Ct, Cincinnati, OH 45248, USA",-84.6330747,39.1466055,135000,2011,4
272,550-0170-0006-00,3833 Biehl Ave,1208,510,1938,07-19-2011,"$118,500",8,3,1,1,323185.0,WD - Warranty Deed (Conv),1,0.172,"$3,936.39",56.861067,OAK HILLS LSD,550142 - GREEN 142,No,No,No,Yes,No,Yes,26000,0,195000,221000,0,0,0,"$3,936.39",3833,,Biehl Ave,Cincinnati,OH,"3833 Biehl Ave Cincinnati, OH","3833 Biehl Ave, Cincinnati, OH 45248, USA",-84.6395989,39.1610662,118500,2011,7
273,550-0170-0075-00,5552 Raceview Ave,1290,510,1940,02-09-2011,"$104,000",6,3,1,0,120268.0,WD - Warranty Deed (Conv),1,0.15,"$3,043.22",56.861067,OAK HILLS LSD,550141 - GREEN 141,No,No,No,No,No,Yes,25970,0,139440,165410,0,0,0,"$3,043.22",5552,,Raceview Ave,Cincinnati,OH,"5552 Raceview Ave Cincinnati, OH","5552 Raceview Ave, Cincinnati, OH 45248, USA",-84.6318459,39.1629922,104000,2011,2
274,550-0170-0355-00,3738 Starlite Ct,1200,510,1953,05-31-2011,"$100,500",5,2,1,0,220530.0,WD - Warranty Deed (Conv),1,0.172,"$3,041.73",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,33250,0,137350,170600,0,0,0,"$3,041.73",3738,,Starlite Ct,Cincinnati,OH,"3738 Starlite Ct Cincinnati, OH","3738 Starlite Ct, Cincinnati, OH 45248, USA",-84.6359339,39.1574234,100500,2011,5
275,550-0171-0034-00,5660 Surrey Ave,850,510,1940,02-16-2011,"$105,000",4,2,2,0,349601.0,QE - Quit Claim Deed (EX),1,0.188,"$2,586.41",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,No,No,Yes,33130,0,106930,140060,0,0,0,"$2,586.41",5660,,Surrey Ave,Cincinnati,OH,"5660 Surrey Ave Cincinnati, OH","5660 Surrey Ave, Cincinnati, OH 45248, USA",-84.6352936,39.1567835,105000,2011,2
276,550-0172-0145-00,3649 Eyrich Rd,1184,510,1946,04-05-2011,"$120,500",6,3,2,0,280777.0,QE - Quit Claim Deed (EX),1,0.138,"$2,853.33",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,29930,0,130060,159990,0,0,0,"$2,853.33",3649,,Eyrich Rd,Cincinnati,OH,"3649 Eyrich Rd Cincinnati, OH","3649 Eyrich Rd, Cincinnati, OH 45248, USA",-84.64305689999999,39.1565497,120500,2011,4
277,550-0172-0503-00,5948 Childs Ave,1161,510,1958,06-14-2011,"$116,000",5,3,1,0,339789.0,QE - Quit Claim Deed (EX),1,0.164,"$2,731.25",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,32370,0,120730,153100,0,0,0,"$2,731.25",5948,,Childs Ave,Cincinnati,OH,"5948 Childs Ave Cincinnati, OH","5948 Childs Ave, Cincinnati, OH 45248, USA",-84.6445779,39.1523977,116000,2011,6
278,550-0172-0525-00,5972 Childs Ave,1106,510,1958,03-07-2011,"$113,500",6,3,2,1,275424.0,WD - Warranty Deed (Conv),1,0.145,"$3,652.05",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,30700,0,174300,205000,0,0,0,"$3,652.05",5972,,Childs Ave,Cincinnati,OH,"5972 Childs Ave Cincinnati, OH","5972 Childs Ave, Cincinnati, OH 45248, USA",-84.6456189,39.1524849,113500,2011,3
279,550-0172-0729-00,3431 Glastonbury Ct,1080,510,1966,07-14-2011,"$133,000",5,3,2,1,190457.0,WD - Warranty Deed (Conv),1,0.138,"$2,884.21",56.861067,OAK HILLS LSD,55001 - GREEN 01,No,No,No,Yes,No,Yes,30010,0,131730,161740,0,0,0,"$2,884.21",3431,,Glastonbury Ct,Cincinnati,OH,"3431 Glastonbury Ct Cincinnati, OH","3431 Glastonbury Ct, Cincinnati, OH 45248, USA",-84.6471917,39.1515092,133000,2011,7
