,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,city,state,new_address,formatted_address,longitude,latitude,year,month,num_amount
336,523-0006-0103-00,3714 Lonsdale St,1144,510,1955,06-11-2009,"$148,500",5,3,1,0,365679.0,WD - Warranty Deed (Conv),1,0.156,"$5,370.65",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,68310,0,156890,225200,0,0,0,"$5,370.65",3714,,Lonsdale St,Mariemont,OH,"3714 Lonsdale St Mariemont, OH","3714 Lonsdale St, Cincinnati, OH 45227, USA",-84.39014039999999,39.1434079,2009,6,148500
337,523-0006-0208-00,3904 Watterson Rd,1137,510,1930,08-07-2009,"$105,000",7,3,1,0,287446.0,WD - Warranty Deed (Conv),1,0.114,"$3,577.37",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,92470,150000,0,0,0,"$3,577.37",3904,,Watterson Rd,Mariemont,OH,"3904 Watterson Rd Mariemont, OH","3904 Watterson Rd, Cincinnati, OH 45227, USA",-84.3912392,39.14619950000001,2009,8,105000
338,523-0006-0280-00,3824 Simpson Ave,1092,510,1928,08-25-2009,"$140,000",6,3,2,0,302400.0,WD - Warranty Deed (Conv),1,0.114,"$8,330.81",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,292470,350000,0,0,0,"$8,330.81",3824,,Simpson Ave,Mariemont,OH,"3824 Simpson Ave Mariemont, OH","3824 Simpson Ave, Cincinnati, OH 45227, USA",-84.3898298,39.1459347,2009,8,140000
339,523-0006-0304-00,3811 Carlton Ave,1064,510,1918,05-05-2009,"$105,000",5,3,1,0,314752.0,WD - Warranty Deed (Conv),1,0.113,"$3,870.63",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,104970,162500,0,0,0,"$3,870.63",3811,,Carlton Ave,Mariemont,OH,"3811 Carlton Ave Mariemont, OH","3811 Carlton Ave, Cincinnati, OH 45227, USA",-84.38879250000001,39.1455443,2009,5,105000
340,523-0006-0371-00,3803 Camden Ave,1243,510,1952,06-10-2009,"$116,500",5,3,2,0,174111.0,WD - Warranty Deed (Conv),1,0.113,"$5,058.57",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,57530,0,154740,212270,0,0,0,"$5,058.57",3803,,Camden Ave,Mariemont,OH,"3803 Camden Ave Mariemont, OH","3803 Camden Ave, Cincinnati, OH 45227, USA",-84.387571,39.1454987,2009,6,116500
341,523-0006-0575-00,3991 Watterson Rd,1280,510,1920,06-18-2009,"$110,000",6,3,1,0,23650.0,WD - Warranty Deed (Conv),1,0.134,"$4,392.33",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,YES(05),No,No,Yes,No,Yes,61040,0,123190,184230,0,0,0,"$4,392.33",3991,,Watterson Rd,Mariemont,OH,"3991 Watterson Rd Mariemont, OH","3991 Watterson Rd, Cincinnati, OH 45227, USA",-84.3930311,39.1483719,2009,6,110000
342,523-0007-0189-00,3763 Chickadee Ct,1040,510,1964,08-20-2009,"$117,500",6,3,1,0,152670.0,QE - Quit Claim Deed (EX),1,0.166,"$4,532.04",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,63510,0,126990,190500,0,0,0,"$4,532.04",3763,,Chickadee Ct,Mariemont,OH,"3763 Chickadee Ct Mariemont, OH","3763 Chickadee Ct, Cincinnati, OH 45227, USA",-84.3976479,39.1420162,2009,8,117500
343,523-0007-0207-00,5755 Nightingale Ct,1040,510,1961,03-24-2009,"$140,000",6,3,1,0,20054.0,WD - Warranty Deed (Conv),1,0.164,"$4,556.46",76.13317,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,Yes,No,Yes,68840,0,122710,191550,0,0,0,"$4,556.46",5755,,Nightingale Ct,Mariemont,OH,"5755 Nightingale Ct Mariemont, OH","5755 Nightingale Ct, Cincinnati, OH 45227, USA",-84.39733030000001,39.14271859999999,2009,3,140000
344,525-0001-0099-00,7328 Juler Ave,1190,510,1938,05-14-2009,"$166,000",5,3,2,1,239753.0,WD - Warranty Deed (Conv),1,0.224,"$5,885.28",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,127600,0,161900,289500,0,0,0,"$5,885.28",7328,,Juler Ave,Madeira,OH,"7328 Juler Ave Madeira, OH","7328 Juler Ave, Cincinnati, OH 45243, USA",-84.3608386,39.1947386,2009,5,166000
345,525-0001-0148-00,7225 Rita Ln,1284,510,1949,04-07-2009,"$167,500",6,3,2,0,20649.0,TR - Trustees Deed (Conv),1,0.186,"$5,353.58",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(24),No,Yes,Yes,No,Yes,118670,0,171330,290000,0,0,0,"$5,353.58",7225,,Rita Ln,Madeira,OH,"7225 Rita Ln Madeira, OH","7225 Rita Ln, Madeira, OH 45243, USA",-84.3567106,39.1924536,2009,4,167500
346,525-0001-0278-00,7107 Thomas Dr,1239,510,1952,04-13-2009,"$110,000",6,3,2,0,6415.0,WD - Warranty Deed (Conv),1,0.212,"$7,200.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,130150,0,224330,354480,0,0,0,"$7,200.94",7107,,Thomas Dr,Madeira,OH,"7107 Thomas Dr Madeira, OH","7107 Thomas Dr, Cincinnati, OH 45243, USA",-84.3574939,39.1918087,2009,4,110000
347,525-0002-0207-00,7842 Camargo Rd,1116,471,1915,03-19-2009,"$147,000",6,0,1,0,342160.0,LE - Limited Warranty Deed (EX),1,0.364,"$4,316.34",91.257108,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,53750,0,80930,134680,0,0,0,"$4,316.34",7842,,Camargo Rd,Madeira,OH,"7842 Camargo Rd Madeira, OH","7842 Camargo Rd, Cincinnati, OH 45243, USA",-84.3601735,39.1882842,2009,3,147000
348,525-0003-0045-00,7126 Maple Ave,1229,510,1950,07-31-2009,"$192,000",5,2,2,0,71394.0,WD - Warranty Deed (Conv),1,0.369,"$7,071.53",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,119480,0,228480,347960,0,0,0,"$7,071.53",7126,,Maple Ave,Madeira,OH,"7126 Maple Ave Madeira, OH","7126 Maple Ave, Cincinnati, OH 45243, USA",-84.36418599999999,39.1900616,2009,7,192000
349,525-0003-0072-00,7101 Maple Ave,936,510,1924,04-03-2009,"$150,000",4,2,1,0,64327.0,WD - Warranty Deed (Conv),1,0.161,"$4,779.62",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,Yes,Yes,No,Yes,112520,0,149020,261540,0,0,0,"$4,779.62",7101,,Maple Ave,Madeira,OH,"7101 Maple Ave Madeira, OH","7101 Maple Ave, Cincinnati, OH 45243, USA",-84.36479179999999,39.1891957,2009,4,150000
350,525-0003-0370-00,7418 Dawson Rd,1075,510,1930,08-28-2009,"$114,900",5,3,1,0,27292.0,WD - Warranty Deed (Conv),1,0.347,"$5,485.80",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,121800,0,148160,269960,0,0,0,"$5,485.80",7418,,Dawson Rd,Madeira,OH,"7418 Dawson Rd Madeira, OH","7418 Dawson Rd, Cincinnati, OH 45243, USA",-84.3691954,39.1869063,2009,8,114900
351,525-0003-0379-00,7421 Euclid Ave,1159,510,1940,06-12-2009,"$195,000",5,2,2,0,23446.0,WD - Warranty Deed (Conv),1,0.159,"$6,454.12",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113120,0,204730,317850,0,0,0,"$6,454.12",7421,,Euclid Ave,Madeira,OH,"7421 Euclid Ave Madeira, OH","7421 Euclid Ave, Cincinnati, OH 45243, USA",-84.3656768,39.1910591,2009,6,195000
352,525-0007-0026-00,8165 Camargo Rd,1160,471,1930,03-17-2009,"$280,000",7,3,1,0,297815.0,WD - Warranty Deed (Conv),1,0.333,"$9,312.62",91.257108,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,74850,0,216150,291000,0,0,0,"$9,312.62",8165,,Camargo Rd,Madeira,OH,"8165 Camargo Rd Madeira, OH","8165 Camargo Rd, Cincinnati, OH 45243, USA",-84.3507214,39.19251430000001,2009,3,280000
353,525-0007-0045-00,7228 Osceola Dr,1258,510,1952,05-08-2009,"$124,500",5,2,1,0,21874.0,WD - Warranty Deed (Conv),1,0.154,"$5,610.11",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,No,Yes,113680,0,152780,266460,0,0,0,"$5,610.11",7228,,Osceola Dr,Madeira,OH,"7228 Osceola Dr Madeira, OH","7228 Osceola Dr, Cincinnati, OH 45243, USA",-84.3537762,39.192603,2009,5,124500
354,525-0007-0061-00,7300 Osceola Dr,1232,510,1946,05-13-2009,"$135,000",8,5,1,1,97974.0,QE - Quit Claim Deed (EX),1,0.167,"$5,169.09",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,140530,254210,0,0,0,"$5,169.09",7300,,Osceola Dr,Madeira,OH,"7300 Osceola Dr Madeira, OH","7300 Osceola Dr, Cincinnati, OH 45243, USA",-84.3535437,39.1947806,2009,5,135000
355,525-0007-0295-00,7245 Longfield Dr,1299,510,1958,04-14-2009,"$200,000",6,3,2,1,301955.0,WD - Warranty Deed (Conv),1,0.221,"$6,240.05",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,131430,0,175570,307000,0,0,0,"$6,240.05",7245,,Longfield Dr,Madeira,OH,"7245 Longfield Dr Madeira, OH","7245 Longfield Dr, Cincinnati, OH 45243, USA",-84.3528108,39.1954313,2009,4,200000
356,525-0009-0124-00,7341 N Mingo Ln,1155,510,1955,04-07-2009,"$175,000",6,3,1,1,20647.0,WD - Warranty Deed (Conv),1,0.258,"$5,947.94",65.284164,MADEIRA CSD,52502 - MADEIRA 02,No,No,No,Yes,No,Yes,146250,0,146490,292740,0,0,0,"$5,947.94",7341,,N Mingo Ln,Madeira,OH,"7341 N Mingo Ln Madeira, OH","7341 N Mingo Ln, Cincinnati, OH 45243, USA",-84.3666221,39.1996137,2009,4,175000
357,525-0010-0030-00,7808 Tances Dr,1066,510,1952,04-27-2009,"$172,000",5,3,1,1,241549.0,TR - Trustees Deed (Conv),1,0.252,"$5,553.06",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,128460,0,144820,273280,0,0,0,"$5,553.06",7808,,Tances Dr,Madeira,OH,"7808 Tances Dr Madeira, OH","7808 Tances Dr, Cincinnati, OH 45243, USA",-84.35984770000002,39.2007679,2009,4,172000
358,525-0012-0073-00,7812 Greenbriar Ln,1149,510,1954,07-22-2009,"$205,000",5,3,1,1,270946.0,WD - Warranty Deed (Conv),1,0.138,"$6,627.58",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,No,Yes,104400,0,210600,315000,0,0,0,"$6,627.58",7812,,Greenbriar Ln,Madeira,OH,"7812 Greenbriar Ln Madeira, OH","7812 Greenbriar Ln, Cincinnati, OH 45243, USA",-84.3591466,39.2023762,2009,7,205000
359,525-0012-0081-00,7902 Greenbriar Ln,1258,510,1954,05-14-2009,"$164,500",6,3,1,0,336756.0,WE - Warranty Deed (EX),1,0.138,"$5,499.14",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,166390,270790,0,0,0,"$5,499.14",7902,,Greenbriar Ln,Madeira,OH,"7902 Greenbriar Ln Madeira, OH","7902 Greenbriar Ln, Cincinnati, OH 45243, USA",-84.3577351,39.2022626,2009,5,164500
360,525-0012-0091-00,7819 Greenbriar Ln,1258,510,1954,06-16-2009,"$171,500",6,3,1,0,23543.0,WD - Warranty Deed (Conv),1,0.137,"$5,366.92",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(24),No,No,Yes,No,Yes,104400,0,159710,264110,0,0,0,"$5,366.92",7819,,Greenbriar Ln,Madeira,OH,"7819 Greenbriar Ln Madeira, OH","7819 Greenbriar Ln, Cincinnati, OH 45243, USA",-84.3586627,39.2019229,2009,6,171500
361,525-0012-0170-00,7939 Miami Ave,1188,510,1964,07-14-2009,"$186,000",5,2,1,1,255055.0,WD - Warranty Deed (Conv),1,0.276,"$6,213.48",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,152560,0,153440,306000,0,0,0,"$6,213.48",7939,,Miami Ave,Madeira,OH,"7939 Miami Ave Madeira, OH","7939 Miami Ave, Cincinnati, OH 45243, USA",-84.3622351,39.2027823,2009,7,186000
362,525-0024-0031-00,5709 Kenwood Rd,1152,510,1911,06-29-2009,"$123,000",5,2,1,1,257405.0,WD - Warranty Deed (Conv),1,0.607,"$5,195.61",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,174970,0,80030,255000,0,0,0,"$5,195.61",5709,,Kenwood Rd,Madeira,OH,"5709 Kenwood Rd Madeira, OH","5709 Kenwood Rd, Cincinnati, OH 45243, USA",-84.3865448,39.1707885,2009,6,123000
363,525-0024-0068-00,6271 Lakota Dr,988,510,1968,04-01-2009,"$141,000",5,2,2,0,362337.0,WD - Warranty Deed (Conv),1,0.348,"$6,093.46",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,110480,0,189420,299900,0,0,0,"$6,093.46",6271,,Lakota Dr,Madeira,OH,"6271 Lakota Dr Madeira, OH","6271 Lakota Dr, Cincinnati, OH 45243, USA",-84.3852648,39.1742704,2009,4,141000
364,526-0090-0023-00,8072 Sagamore Dr,1256,510,1949,05-13-2009,"$150,000",5,2,1,0,131983.0,WD - Warranty Deed (Conv),1,0.419,"$4,520.04",68.017158,CINCINNATI CSD,52602 - AMBERLEY 02,No,No,No,Yes,No,No,57110,0,158790,215900,0,0,0,"$4,520.04",8072,,Sagamore Dr,Cincinnati,OH,"8072 Sagamore Dr Cincinnati, OH","8072 Sagamore Dr, Cincinnati, OH 45236, USA",-84.41038379999999,39.2079507,2009,5,150000
365,527-0030-0076-00,4202 Grove Ave,1119,510,1940,05-28-2009,"$110,000",6,3,2,1,329068.0,WD - Warranty Deed (Conv),1,0.108,"$5,158.36",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,YES(10),Yes,No,Yes,No,Yes,106390,0,125610,232000,0,0,0,"$5,158.36",4202,,Grove Ave,Mariemont,OH,"4202 Grove Ave Mariemont, OH","4202 Grove Ave, Cincinnati, OH 45227, USA",-84.37299349999999,39.1496257,2009,5,110000
366,527-0030-0110-00,4306 Grove Ave,1235,510,1942,08-11-2009,"$166,900",6,3,1,0,297629.0,QE - Quit Claim Deed (EX),1,0.112,"$5,916.57",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,115320,0,150340,265660,0,0,0,"$5,916.57",4306,,Grove Ave,Mariemont,OH,"4306 Grove Ave Mariemont, OH","4306 Grove Ave, Cincinnati, OH 45227, USA",-84.3729183,39.1505367,2009,8,166900
367,527-0030-0143-00,4108 Grove Ave,1235,510,1946,08-05-2009,"$165,500",6,3,2,0,314989.0,QE - Quit Claim Deed (EX),1,0.105,"$6,144.90",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,106390,0,170130,276520,0,0,0,"$6,144.90",4108,,Grove Ave,Mariemont,OH,"4108 Grove Ave Mariemont, OH","4108 Grove Ave, Cincinnati, OH 45227, USA",-84.3730771,39.149113,2009,8,165500
368,527-0040-0096-00,3828 Settle Rd,1236,510,1937,07-31-2009,"$206,500",6,3,2,1,183339.0,WD - Warranty Deed (Conv),1,0.105,"$8,852.99",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,No,Yes,123770,0,274530,398300,0,0,0,"$8,852.99",3828,,Settle Rd,Mariemont,OH,"3828 Settle Rd Mariemont, OH","3828 Settle Rd, Cincinnati, OH 45227, USA",-84.3859477,39.1467448,2009,7,206500
369,527-0040-0111-00,3720 Settle Rd,948,510,1938,06-18-2009,"$163,000",5,2,1,0,325229.0,TR - Trustees Deed (Conv),1,0.134,"$6,132.84",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,Yes,No,Yes,No,Yes,148330,0,127670,276000,0,0,0,"$6,132.84",3720,,Settle Rd,Mariemont,OH,"3720 Settle Rd Mariemont, OH","3720 Settle Rd, Cincinnati, OH 45227, USA",-84.3860632,39.1451651,2009,6,163000
370,527-0040-0156-00,3840 Belmont St,1275,510,1938,06-25-2009,"$162,500",7,3,2,0,335435.0,WD - Warranty Deed (Conv),1,0.093,"$5,640.17",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,No,Yes,116120,0,137520,253640,0,0,0,"$5,640.17",3840,,Belmont St,Mariemont,OH,"3840 Belmont St Mariemont, OH","3840 Belmont St, Cincinnati, OH 45227, USA",-84.3867354,39.1473453,2009,6,162500
371,530-0160-0093-00,8626 New Haven Rd,984,111,1955,05-08-2009,"$180,000",4,2,1,0,76078.0,WD - Warranty Deed (Conv),1,9.984,"$2,802.94",47.682988,SOUTHWEST LSD (HAMILTON CO.),53001 - CROSBY 01,No,No,No,No,No,Yes,126250,82200,100030,182230,0,0,0,"$2,802.94",8626,,New Haven Rd,Harrison,OH,"8626 New Haven Rd Harrison, OH","8626 New Haven Rd, Harrison, OH 45030, USA",-84.72456,39.277481,2009,5,180000
372,540-0012-0280-00,4477 Glenhaven Rd,1162,510,1965,04-24-2009,"$126,000",5,2,2,1,334857.0,WD - Warranty Deed (Conv),1,0.412,"$3,822.45",65.017597,OAK HILLS LSD,54001 - DELHI 01,No,No,No,Yes,No,Yes,24400,0,163270,187670,0,0,0,"$3,822.45",4477,,Glenhaven Rd,Cincinnati,OH,"4477 Glenhaven Rd Cincinnati, OH","4477 Glenhaven Rd, Cincinnati, OH 45238, USA",-84.6000935,39.0895355,2009,4,126000
373,540-0031-0403-00,5051 Francisvalley Ct,1246,510,1977,07-06-2009,"$148,000",6,3,2,0,287638.0,WD - Warranty Deed (Conv),1,0.177,"$4,529.07",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,30290,0,192210,222500,0,0,0,"$4,529.07",5051,,Francisvalley Ct,Cincinnati,OH,"5051 Francisvalley Ct Cincinnati, OH","5051 Francisvalley Ct, Cincinnati, OH 45238, USA",-84.6108896,39.0870608,2009,7,148000
374,540-0032-0249-00,272 Jupiter Dr,1147,510,1960,06-23-2009,"$132,000",6,3,2,0,,QE - Quit Claim Deed (EX),1,0.117,"$3,569.73",65.017597,OAK HILLS LSD,54001 - DELHI 01,No,No,No,Yes,No,Yes,17020,0,158160,175180,0,0,0,"$3,569.73",272,,Jupiter Dr,Cincinnati,OH,"272 Jupiter Dr Cincinnati, OH","272 Jupiter Dr, Cincinnati, OH 45238, USA",-84.6049841,39.0885252,2009,6,132000
375,540-0041-0244-00,4564 Mt Alverno Rd,1240,510,1963,05-29-2009,"$112,000",6,3,2,0,129349.0,WE - Warranty Deed (EX),1,0.218,"$3,268.81",65.017597,OAK HILLS LSD,54021 - DELHI 21,No,Yes,No,No,No,Yes,22220,0,132790,155010,0,0,0,"$3,268.81",4564,,Mt Alverno Rd,Cincinnati,OH,"4564 Mt Alverno Rd Cincinnati, OH","4564 Mt Alverno Rd, Cincinnati, OH 45238, USA",-84.6014659,39.0903088,2009,5,112000
376,540-0042-0092-00,5087 Mt Alverno Rd,1194,510,1950,04-06-2009,"$145,000",6,3,2,1,20599.0,WD - Warranty Deed (Conv),2,0.235,"$4,284.94",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,29170,0,180620,209790,0,0,0,"$4,284.94",5087,,Mt Alverno Rd,Cincinnati,OH,"5087 Mt Alverno Rd Cincinnati, OH","5087 Mt Alverno Rd, Cincinnati, OH 45238, USA",-84.6125799,39.0925909,2009,4,145000
377,540-0042-0111-00,5291 Briarhill Dr,1064,510,1955,07-30-2009,"$109,900",5,3,1,0,315016.0,AF - Affidavit (EX),1,0.202,"$2,317.51",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,Yes,Yes,No,Yes,33850,0,132590,166440,0,0,0,"$2,317.51",5291,,Briarhill Dr,Cincinnati,OH,"5291 Briarhill Dr Cincinnati, OH","5291 Briarhill Dr, Cincinnati, OH 45238, USA",-84.6182192,39.0904623,2009,7,109900
378,540-0042-0162-00,313 Glen Oaks Dr,1185,510,1955,08-24-2009,"$115,000",8,3,2,1,272959.0,WD - Warranty Deed (Conv),1,0.2,"$4,214.91",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,32200,0,174800,207000,0,0,0,"$4,214.91",313,,Glen Oaks Dr,Cincinnati,OH,"313 Glen Oaks Dr Cincinnati, OH","313 Glen Oaks Dr, Cincinnati, OH 45238, USA",-84.61750789999999,39.0902445,2009,8,115000
379,540-0043-0144-00,568 Palmerston Dr,1224,510,1963,06-22-2009,"$131,000",5,2,1,1,23835.0,WD - Warranty Deed (Conv),1,0.28,"$3,785.35",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,32200,0,153620,185820,0,0,0,"$3,785.35",568,,Palmerston Dr,Cincinnati,OH,"568 Palmerston Dr Cincinnati, OH","568 Palmerston Dr, Cincinnati, OH 45238, USA",-84.6139312,39.102867,2009,6,131000
380,540-0043-0233-00,497 Welland Dr,1241,510,1965,07-06-2009,"$143,500",7,3,1,1,324823.0,WD - Warranty Deed (Conv),1,0.222,"$4,072.87",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,34580,0,165420,200000,0,0,0,"$4,072.87",497,,Welland Dr,Cincinnati,OH,"497 Welland Dr Cincinnati, OH","497 Welland Dr, Cincinnati, OH 45238, USA",-84.6145291,39.0986207,2009,7,143500
381,540-0051-0407-00,5151 Cleves Warsaw Pk,1280,520,1940,05-06-2009,"$108,000",8,2,2,0,282175.0,LW - Limited Warrant Deed (Conv),1,0.18,"$3,401.30",65.017597,OAK HILLS LSD,54011 - DELHI 11,No,Yes,No,No,No,Yes,26760,0,134720,161480,0,0,0,"$3,401.30",5151,,Cleves Warsaw Pk,Cincinnati,OH,"5151 Cleves Warsaw Pk Cincinnati, OH","5151 Cleves Warsaw Pike, Cincinnati, OH 45238, USA",-84.60960759999999,39.1184599,2009,5,108000
382,540-0060-0278-00,5442 Lariat Dr,1026,510,1961,06-19-2009,"$150,000",9,3,1,1,23765.0,WD - Warranty Deed (Conv),1,0.179,"$3,552.35",65.017597,OAK HILLS LSD,54003 - DELHI 03,No,No,No,Yes,No,Yes,27920,0,146430,174350,0,0,0,"$3,552.35",5442,,Lariat Dr,Cincinnati,OH,"5442 Lariat Dr Cincinnati, OH","5442 Lariat Dr, Cincinnati, OH 45238, USA",-84.62296219999999,39.1175308,2009,6,150000
383,540-0062-0164-00,5614 Victoryview Ln,1188,510,1967,03-20-2009,"$132,000",6,4,2,0,255146.0,QE - Quit Claim Deed (EX),1,0.227,"$3,520.45",65.017597,OAK HILLS LSD,54032 - DELHI 32,No,No,No,Yes,No,Yes,32160,0,140590,172750,0,0,0,"$3,520.45",5614,,Victoryview Ln,Cincinnati,OH,"5614 Victoryview Ln Cincinnati, OH","5614 Victoryview Ln, Cincinnati, OH 45233, USA",-84.6316313,39.1094798,2009,3,132000
384,540-0071-0207-00,5332 Briarhill Dr,1134,510,1957,08-07-2009,"$102,000",6,3,1,0,26322.0,WD - Warranty Deed (Conv),1,0.181,"$3,257.85",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,26320,0,133510,159830,0,0,0,"$3,257.85",5332,,Briarhill Dr,Cincinnati,OH,"5332 Briarhill Dr Cincinnati, OH","5332 Briarhill Dr, Cincinnati, OH 45238, USA",-84.6209514,39.0900117,2009,8,102000
385,540-0071-0339-00,411 Viscount Dr,1189,510,1970,06-11-2009,"$114,000",5,3,1,1,43862.0,WD - Warranty Deed (Conv),1,0.141,"$3,897.81",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,24560,0,166800,191360,0,0,0,"$3,897.81",411,,Viscount Dr,Cincinnati,OH,"411 Viscount Dr Cincinnati, OH","411 Viscount Dr, Cincinnati, OH 45238, USA",-84.6257603,39.09497959999999,2009,6,114000
386,540-0071-0432-00,5321 Cannas Dr,1026,510,1966,06-15-2009,"$149,000",5,2,2,0,352226.0,QU - Quit Claim Deed (Conv),1,0.202,"$3,162.99",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,Yes,Yes,No,Yes,29780,0,151920,181700,0,0,0,"$3,162.99",5321,,Cannas Dr,Cincinnati,OH,"5321 Cannas Dr Cincinnati, OH","5321 Cannas Dr, Cincinnati, OH 45238, USA",-84.61888739999999,39.0964882,2009,6,149000
387,540-0072-0064-00,5380 Plover Ln,1068,510,1961,07-09-2009,"$107,500",5,3,1,1,320827.0,WD - Warranty Deed (Conv),1,0.16,"$3,464.23",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,25330,0,144670,170000,0,0,0,"$3,464.23",5380,,Plover Ln,Cincinnati,OH,"5380 Plover Ln Cincinnati, OH","5380 Plover Ln, Cincinnati, OH 45238, USA",-84.6215771,39.1024684,2009,7,107500
388,540-0072-0116-00,5380 Pembina Dr,1102,510,1959,06-29-2009,"$117,000",6,3,1,0,24180.0,WD - Warranty Deed (Conv),1,0.161,"$3,503.65",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,25330,0,146590,171920,0,0,0,"$3,503.65",5380,,Pembina Dr,Cincinnati,OH,"5380 Pembina Dr Cincinnati, OH","5380 Pembina Dr, Cincinnati, OH 45238, USA",-84.62119419999999,39.1016074,2009,6,117000
389,540-0072-0172-00,5383 Romance Ln,975,510,1959,07-02-2009,"$101,000",5,3,1,0,122668.0,WD - Warranty Deed (Conv),1,0.143,"$2,901.93",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,23030,0,119270,142300,0,0,0,"$2,901.93",5383,,Romance Ln,Cincinnati,OH,"5383 Romance Ln Cincinnati, OH","5383 Romance Ln, Cincinnati, OH 45238, USA",-84.6216548,39.10040559999999,2009,7,101000
390,540-0072-0238-00,474 Morrvue Dr,1258,510,1957,08-04-2009,"$122,000",6,4,2,0,328408.0,WD - Warranty Deed (Conv),2,0.158,"$4,236.95",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,24660,0,183420,208080,0,0,0,"$4,236.95",474,,Morrvue Dr,Cincinnati,OH,"474 Morrvue Dr Cincinnati, OH","474 Morrvue Dr, Cincinnati, OH 45238, USA",-84.62298799999999,39.0981885,2009,8,122000
