,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid
404,500-0271-0206-00,957 N WOODLYN DR,1254,550,1980,04-05-2011,"$116,500",5,2,2,1,256179,WD - Warranty Deed (Conv),1,0.000,"$3,177.38",63.814706,FOREST HILLS LSD,50060 - WOODLYN VIEW CONDO,No,No,No,Yes,No,Yes,22500,0,134500,157000,0,0,0,"$3,177.38"
405,500-0272-0228-00,1181 ROSETREE LN,1155,510,1954,05-16-2011,"$116,400",5,3,1,1,20610,WD - Warranty Deed (Conv),1,0.337,"$4,167.63",63.814706,FOREST HILLS LSD,50023 - ANDERSON 23,No,No,No,Yes,No,Yes,45090,0,160620,205710,0,0,0,"$4,167.63"
406,500-0272-0376-00,1277 TALLBERRY DR,972,510,1976,03-08-2011,"$116,000",6,3,1,1,291721,WD - Warranty Deed (Conv),1,0.138,"$3,439.16",63.814706,FOREST HILLS LSD,50055 - ANDERSON 55,No,Yes,No,Yes,No,Yes,34750,0,135250,170000,0,0,0,"$3,439.16"
407,500-0341-0113-00,6453 SALEM RD,1124,510,1930,02-09-2011,"$108,000",6,3,2,0,16793,WD - Warranty Deed (Conv),1,0.235,"$3,116.92",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,No,No,No,Yes,No,Yes,35050,0,118980,154030,0,0,0,"$3,116.92"
408,500-0341-0177-00,6574 WINDYHILLS RD,1145,510,1959,06-30-2011,"$125,000",5,3,2,0,71121,WD - Warranty Deed (Conv),1,0.156,"$3,647.36",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,YES(11),No,No,Yes,No,Yes,32320,0,148010,180330,0,0,0,"$3,647.36"
409,500-0342-0123-00,1228 SCHIRMER AVE,1036,510,2006,04-12-2011,"$133,500",4,2,1,1,19250,WD - Warranty Deed (Conv),1,0.186,"$4,532.73",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,No,No,No,Yes,No,Yes,35440,0,187940,223380,0,0,0,"$4,532.73"
410,500-0342-0211-00,1256 COOLIDGE AVE,1184,510,1948,02-09-2011,"$123,000",5,3,1,0,282292,WE - Warranty Deed (EX),1,0.157,"$3,613.94",63.814706,FOREST HILLS LSD,50026 - ANDERSON 26,No,Yes,No,No,No,Yes,32400,0,141020,173420,0,0,0,"$3,613.94"
411,500-0411-0173-00,6051 SALEM RD,1154,510,1929,07-08-2011,"$110,000",5,2,2,0,233933,WD - Warranty Deed (Conv),1,0.633,"$3,793.59",63.814706,FOREST HILLS LSD,500110 - ANDERSON 110,No,No,No,Yes,No,Yes,55810,0,131220,187030,0,0,0,"$3,793.59"
422,501-0009-0169-00,7100 OLENTANGY LN,1224,510,1964,05-31-2011,"$105,000",5,3,1,0,219398,WD - Warranty Deed (Conv),1,0.273,"$3,735.55",61.465126,FOREST HILLS LSD,50104 - NEWTOWN 04,No,No,No,Yes,No,Yes,37320,0,153560,190880,0,0,0,"$3,735.55"
423,510-0033-0030-00,2982 STRUBLE RD,1020,510,1954,02-14-2011,"$130,000",4,2,1,1,16919,WD - Warranty Deed (Conv),2,1.251,"$8,243.73",59.927631,NORTHWEST LSD (HAMILTON CO.),51002 - COLERAIN 02,YES(94),No,No,Yes,No,Yes,58300,0,112440,170740,0,0,0,$0.00
424,510-0051-0245-00,2676 ADAMS RD,960,510,1957,05-18-2011,"$109,525",5,2,1,0,40363,WD - Warranty Deed (Conv),1,0.179,"$1,467.41",57.624575,MOUNT HEALTHY CSD,51012 - COLERAIN 12,No,No,Yes,Yes,No,Yes,21150,0,87260,108410,0,0,0,"$1,467.41"
425,510-0054-0123-00,3011 ARIES CT,1189,510,1961,04-06-2011,"$116,702",6,3,1,1,309370,SV - Survivorship Deed (Conv),1,0.169,"$3,406.92",59.927631,NORTHWEST LSD (HAMILTON CO.),51002 - COLERAIN 02,No,No,No,Yes,No,Yes,25640,0,154360,180000,0,0,0,"$3,406.92"
426,510-0060-0169-00,2816 REGAL LN,1285,510,1984,05-03-2011,"$116,665",6,3,2,0,305275,WE - Warranty Deed (EX),1,0.205,"$4,727.73",59.927631,NORTHWEST LSD (HAMILTON CO.),51035 - COLERAIN 35,No,No,No,Yes,No,Yes,38200,0,213310,251510,0,0,0,"$4,727.73"
427,510-0083-0210-00,3310 HARRY LEE LN,1202,510,1958,08-04-2011,"$104,900",8,4,2,0,244848,WD - Warranty Deed (Conv),1,0.164,"$3,108.15",59.927631,NORTHWEST LSD (HAMILTON CO.),51079 - COLERAIN 79,No,No,No,Yes,No,Yes,27000,0,138000,165000,0,0,0,"$3,108.15"
428,510-0083-0373-00,3328 ROCKER DR,1260,510,1959,06-16-2011,"$124,000",6,3,1,1,255680,WD - Warranty Deed (Conv),1,0.273,"$3,464.15",59.927631,NORTHWEST LSD (HAMILTON CO.),51079 - COLERAIN 79,No,No,No,Yes,No,Yes,34450,0,149550,184000,0,0,0,"$3,464.15"
429,510-0091-0175-00,3513 OAKMEADOW LN,1254,510,1955,03-21-2011,"$100,000",5,3,2,0,349700,WD - Warranty Deed (Conv),1,0.185,"$3,100.13",59.927631,NORTHWEST LSD (HAMILTON CO.),51008 - COLERAIN 08,No,No,No,Yes,No,Yes,33690,0,130880,164570,0,0,0,"$3,100.13"
430,510-0091-0280-00,3636 SANDRALIN DR,910,510,1957,05-11-2011,"$110,000",4,2,1,1,128016,WD - Warranty Deed (Conv),1,0.217,"$2,295.51",59.927631,NORTHWEST LSD (HAMILTON CO.),51008 - COLERAIN 08,No,No,No,Yes,No,Yes,35580,0,86070,121650,0,0,0,"$2,295.51"
431,510-0091-0438-00,8344 ASHHOLLOW DR,1276,510,1971,04-20-2011,"$169,000",6,3,2,0,19588,WD - Warranty Deed (Conv),1,0.276,"$3,431.49",59.927631,NORTHWEST LSD (HAMILTON CO.),51008 - COLERAIN 08,No,No,No,Yes,No,Yes,31900,0,150340,182240,0,0,0,"$2,917.21"
442,510-0092-0358-00,8780 118 CARROUSEL PARK CR,1208,550,1997,05-20-2011,"$112,500",5,2,2,0,,QE - Quit Claim Deed (EX),2,0.000,"$1,733.20",59.927631,NORTHWEST LSD (HAMILTON CO.),51016 - KISSEL PARK CONDO,No,No,Yes,Yes,No,Yes,17000,0,101620,118620,0,0,0,"$1,733.20"
443,510-0170-0102-00,4949 DAY RD,1080,510,1969,08-12-2011,"$106,000",4,2,1,0,215253,WD - Warranty Deed (Conv),1,0.682,"$3,090.43",59.927631,NORTHWEST LSD (HAMILTON CO.),51005 - COLERAIN 05,No,No,No,Yes,No,Yes,47980,0,115800,163780,0,0,0,"$3,090.43"
444,510-0191-0021-00,3775 SUSANNA DR,1207,510,1959,04-01-2011,"$105,000",6,3,1,1,18786,WD - Warranty Deed (Conv),1,0.564,"$4,630.40",59.927631,NORTHWEST LSD (HAMILTON CO.),51006 - COLERAIN 06,No,No,No,Yes,No,Yes,46330,0,148650,194980,0,0,0,"$4,630.40"
445,510-0204-0003-00,4795 BLUE MEADOW LN,1134,510,1991,06-10-2011,"$142,000",4,2,1,0,84798,LW - Limited Warrant Deed (Conv),2,1.325,"$4,250.35",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,YES(94),No,No,Yes,No,Yes,57850,0,167420,225270,0,0,0,"$4,250.35"
446,510-0310-0016-00,6220 DAY RD,1187,510,1942,05-26-2011,"$109,900",5,3,1,0,266175,WD - Warranty Deed (Conv),1,1.560,"$3,875.19",59.927631,NORTHWEST LSD (HAMILTON CO.),51005 - COLERAIN 05,No,No,No,Yes,No,Yes,59860,0,145140,205000,0,0,0,"$3,875.19"
447,510-0310-0018-00,6240 DAY RD,1240,510,1959,07-11-2011,"$118,000",6,3,2,0,23242,WD - Warranty Deed (Conv),1,1.665,"$2,733.25",59.927631,NORTHWEST LSD (HAMILTON CO.),51005 - COLERAIN 05,No,No,No,Yes,No,Yes,61240,0,83290,144530,0,0,0,"$2,733.25"
448,510-0341-0009-00,6416 THOMPSON RD,1260,510,1968,05-20-2011,"$101,000",6,3,2,0,252223,WD - Warranty Deed (Conv),1,0.583,"$4,353.52",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,No,No,No,Yes,No,Yes,44290,0,182710,227000,0,0,0,"$4,353.52"
449,510-0342-0027-00,6210 THOMPSON RD,888,510,1952,05-19-2011,"$105,000",4,2,1,0,216466,WD - Warranty Deed (Conv),1,0.990,"$2,295.51",59.927631,NORTHWEST LSD (HAMILTON CO.),51003 - COLERAIN 03,No,No,No,Yes,No,Yes,53490,0,68150,121640,0,0,0,"$2,295.51"
450,520-0171-0399-00,4254 BLANEY AVE,1256,510,1941,03-22-2011,"$118,100",5,2,1,0,18326,WD - Warranty Deed (Conv),2,0.164,"$4,483.43",76.355767,CINCINNATI CSD,52004 - COLUMBIA 04,No,No,No,Yes,No,Yes,62180,0,125590,187770,0,0,0,"$4,483.43"
451,520-0241-0093-00,5520 MONARDI CR,1221,510,1957,03-25-2011,"$137,831",6,4,2,0,90769,LW - Limited Warrant Deed (Conv),1,0.299,"$3,425.21",73.298627,CINCINNATI CSD,52003 - COLUMBIA 03,No,No,No,Yes,No,Yes,34200,0,114750,148950,0,0,0,"$3,425.21"
462,520-0281-0210-00,6528 CRESTRIDGE CR,1228,510,1948,04-19-2011,"$193,000",7,3,2,0,19525,WD - Warranty Deed (Conv),1,0.162,"$6,432.09",73.298627,CINCINNATI CSD,52001 - COLUMBIA 01,YES(98),No,No,Yes,No,Yes,50760,0,230030,280790,0,0,0,"$6,432.09"
463,520-0281-0325-00,2707 LOSANTIRIDGE AVE,1272,510,1948,07-19-2011,"$196,000",5,2,2,0,264597,WE - Warranty Deed (EX),1,0.173,"$5,992.05",73.298627,CINCINNATI CSD,52001 - COLUMBIA 01,No,No,No,Yes,No,Yes,55670,0,205890,261560,0,0,0,"$5,992.05"
464,521-0006-0230-00,401 STANTON AVE,852,510,1930,08-09-2011,"$155,000",6,2,2,0,360479,QE - Quit Claim Deed (EX),1,0.196,"$5,286.78",75.213880,MARIEMONT CSD,52103 - TERRACE PARK 03,YES(11),No,No,Yes,No,Yes,105850,0,117300,223150,0,0,0,"$5,286.78"
465,523-0006-0019-00,3838 GERMANIA AVE,1065,510,1929,06-16-2011,"$127,000",6,3,2,0,22246,WD - Warranty Deed (Conv),1,0.113,"$4,418.73",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,YES(03),No,No,Yes,No,Yes,57530,0,127860,185390,0,0,0,"$4,418.73"
466,523-0006-0565-00,3988 WATTERSON RD,1030,510,1929,03-01-2011,"$108,600",6,3,2,0,187277,WE - Warranty Deed (EX),1,0.112,"$4,699.21",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,No,No,Yes,56090,0,134740,190830,0,0,0,"$4,699.21"
470,523-0006-0565-00,3988 WATTERSON RD,1030,510,1929,06-29-2011,"$108,000",6,3,2,0,187277,WE - Warranty Deed (EX),1,0.112,"$4,699.21",76.133170,MARIEMONT CSD,52301 - FAIRFAX 01,No,No,No,No,No,Yes,56090,0,134740,190830,0,0,0,"$4,699.21"
474,525-0001-0210-00,7278 RITA LN,1238,510,1950,05-10-2011,"$155,000",5,3,1,0,306687,WD - Warranty Deed (Conv),1,0.192,"$6,196.68",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,123770,0,181230,305000,0,0,0,"$6,196.68"
475,525-0001-0415-00,7247 JETHVE LN,1050,510,1954,02-24-2011,"$139,000",5,2,1,0,17238,WD - Warranty Deed (Conv),1,0.186,"$5,544.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(11),No,No,Yes,No,Yes,122500,0,150370,272870,0,0,0,"$5,544.94"
476,525-0003-0108-00,7133 WALLACE AVE,948,510,1926,05-16-2011,"$164,000",5,2,2,0,20631,WD - Warranty Deed (Conv),1,0.161,"$5,427.22",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,154560,267080,0,0,0,"$5,427.22"
477,525-0003-0126-00,7004 FOWLER AVE,1050,510,1940,06-13-2011,"$162,000",5,2,1,0,140791,GDE - Guardian Deed (EX),1,0.161,"$4,961.62",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,112520,0,131790,244310,0,0,0,"$4,961.62"
494,525-0007-0020-00,8150 CAMARGO RD,1211,510,1942,06-06-2011,"$114,900",6,3,1,0,21662,WD - Warranty Deed (Conv),1,0.330,"$5,925.79",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,164120,0,127390,291510,0,0,0,"$5,925.79"
495,525-0007-0085-00,7329 OSCEOLA DR,888,510,1942,08-01-2011,"$119,000",4,2,1,0,348391,AF - Affidavit (EX),1,0.173,"$4,439.22",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,116000,0,102390,218390,0,0,0,"$4,439.22"
496,525-0008-0066-00,7401 MAR DEL DR,1100,510,1953,03-24-2011,"$170,000",5,2,1,0,58936,WD - Warranty Deed (Conv),1,0.323,"$6,085.36",65.284164,MADEIRA CSD,52506 - MADEIRA 06,YES(11),No,No,Yes,No,Yes,121850,0,177670,299520,0,0,0,"$6,085.36"
497,525-0012-0043-00,7819 MAPLELEAF DR,1258,510,1953,05-11-2011,"$131,000",6,4,1,0,247131,WD - Warranty Deed (Conv),1,0.138,"$4,946.16",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,Yes,No,No,No,Yes,104400,0,130600,235000,0,0,0,"$4,946.16"
498,525-0012-0050-00,7805 MAPLELEAF DR,1258,510,1953,02-04-2011,"$100,100",6,3,1,1,302830,SV - Survivorship Deed (Conv),1,0.138,"$7,147.02",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,247600,352000,0,0,0,"$7,147.02"
502,525-0012-0050-00,7805 MAPLELEAF DR,1258,510,1953,02-28-2011,"$145,000",6,3,1,1,302830,SV - Survivorship Deed (Conv),1,0.138,"$7,147.02",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,104400,0,247600,352000,0,0,0,"$7,147.02"
506,525-0012-0112-00,7812 BUCKEYE CRESCENT,1230,510,1950,03-25-2011,"$150,000",5,3,1,1,306760,WD - Warranty Deed (Conv),1,0.204,"$6,671.94",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,130050,0,197950,328000,0,0,0,"$6,671.94"
507,525-0012-0133-00,7815 BUCKEYE CRESCENT,1188,510,1955,05-16-2011,"$146,525",5,2,2,0,132819,WE - Warranty Deed (EX),1,0.165,"$5,807.60",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,114840,0,171170,286010,0,0,0,"$5,807.60"
508,525-0014-0185-00,6847 JUNIPERVIEW LN,1215,510,1955,04-12-2011,"$153,000",6,3,2,0,205250,WD - Warranty Deed (Conv),1,0.275,"$6,501.30",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,108530,0,211430,319960,0,0,0,"$6,501.30"
509,525-0021-0020-00,6609 MAY ST,1120,510,1943,06-03-2011,"$136,000",6,2,1,1,26828,SV - Survivorship Deed (Conv),1,0.841,"$5,888.78",65.284164,MADEIRA CSD,52505 - MADEIRA 05,YES(24),Yes,No,Yes,No,Yes,160370,0,129630,290000,0,0,0,"$5,888.78"
526,525-0025-0019-00,6053 JOHNSON ST,1080,510,1953,03-23-2011,"$102,000",5,2,1,0,194184,FE - Fiduciary Deed (EX),1,0.288,"$4,727.96",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,73500,0,159100,232600,0,0,0,"$4,727.96"
527,525-0025-0074-00,6141 CHEROKEE DR,1234,510,1937,06-29-2011,"$192,500",6,3,1,1,22736,WD - Warranty Deed (Conv),1,0.469,"$6,322.34",65.284164,MADEIRA CSD,52503 - MADEIRA 03,No,No,No,Yes,No,Yes,134330,0,176740,311070,0,0,0,"$6,322.34"
528,525-0027-0008-00,6109 KENWOOD RD,1116,510,1948,06-29-2011,"$190,000",7,2,1,0,120216,QE - Quit Claim Deed (EX),1,0.296,"$5,212.18",65.284164,MADEIRA CSD,52514 - MADEIRA 14,No,No,No,No,No,Yes,122750,0,124900,247650,0,0,0,"$5,212.18"
529,527-0020-0364-00,7043 REMBOLD AVE,1238,510,1939,04-22-2011,"$190,000",6,3,2,1,338424,WD - Warranty Deed (Conv),1,0.091,"$8,102.78",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,113260,0,251450,364710,0,0,0,"$8,102.78"
530,527-0030-0225-00,3926 PETOSKEY AVE,1125,510,1958,05-10-2011,"$210,000",5,3,2,0,20401,TR - Trustees Deed (Conv),1,0.270,"$7,255.80",71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,No,Yes,143500,0,183060,326560,0,0,0,"$7,255.80"
531,527-0040-0056-00,3817 HOMEWOOD RD,1248,510,1931,03-29-2011,"$234,800",6,3,2,0,284000,SV - Survivorship Deed (Conv),1,0.114,"$8,966.41",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,No,Yes,137810,0,265190,403000,0,0,0,"$8,966.41"
532,527-0040-0153-00,3852 BELMONT ST,966,510,1938,08-31-2011,"$155,000",5,2,2,0,25291,WD - Warranty Deed (Conv),1,0.106,"$5,367.95",71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,No,Yes,125050,0,116300,241350,0,0,0,"$5,367.95"
533,540-0031-0009-00,301 WINDROSE CT,1036,510,1961,05-23-2011,"$116,000",5,3,2,0,223481,WD - Warranty Deed (Conv),1,0.161,"$4,256.07",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,32200,0,176830,209030,0,0,0,"$4,256.07"
534,540-0042-0311-00,322 HALIDONHILL LN,1107,510,1958,02-24-2011,"$115,000",7,3,2,0,203281,WD - Warranty Deed (Conv),1,0.173,"$4,431.10",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,28480,0,189550,218030,0,0,0,"$4,431.10"
535,540-0043-0098-00,538 COVEDALE AVE,1080,510,1961,03-31-2011,"$103,250",6,3,1,0,259032,WE - Warranty Deed (EX),1,0.158,"$3,065.99",65.017597,OAK HILLS LSD,54002 - DELHI 02,No,No,No,Yes,No,Yes,27220,0,123140,150360,0,0,0,"$3,065.99"
546,540-0051-0412-00,5221 CLEVES WARSAW PK,1229,510,1948,03-29-2011,"$110,500",5,2,2,0,77921,WD - Warranty Deed (Conv),1,0.244,"$3,667.69",65.017597,OAK HILLS LSD,54011 - DELHI 11,No,No,No,Yes,No,Yes,34450,0,145570,180020,0,0,0,"$3,667.69"
547,540-0060-0180-00,927 FASHION AVE,1247,510,1961,03-30-2011,"$132,900",6,3,1,2,327898,EXD - Executors Deed (Conv),1,0.165,"$3,851.06",65.017597,OAK HILLS LSD,54003 - DELHI 03,No,No,Yes,Yes,No,Yes,27070,0,188920,215990,0,0,0,"$3,851.06"
548,540-0063-0227-00,640 WOODYHILL DR,1159,510,1959,08-04-2011,"$103,000",4,2,1,0,183964,WD - Warranty Deed (Conv),1,0.227,"$3,254.35",65.017597,OAK HILLS LSD,54055 - DELHI 55,No,No,No,Yes,No,Yes,27800,0,131860,159660,0,0,0,"$3,254.35"
549,540-0070-0013-00,5611 VICTORY DR,1139,510,1948,06-16-2011,"$126,000",5,3,1,0,22239,WD - Warranty Deed (Conv),1,0.377,"$3,050.78",65.017597,OAK HILLS LSD,54033 - DELHI 33,No,No,No,Yes,No,Yes,32910,0,116180,149090,0,0,0,"$3,050.78"
550,540-0070-0015-00,5619 VICTORY DR,1152,510,1954,03-29-2011,"$120,000",6,3,2,1,87663,WD - Warranty Deed (Conv),1,0.479,"$3,230.05",65.017597,OAK HILLS LSD,54033 - DELHI 33,No,No,No,Yes,No,Yes,37640,0,120820,158460,0,0,0,"$3,230.05"
551,540-0071-0181-00,5411 BONITA DR,1189,510,1957,06-08-2011,"$121,000",6,3,1,1,227877,WD - Warranty Deed (Conv),1,0.188,"$3,483.02",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,27110,0,143520,170630,0,0,0,"$3,483.02"
552,540-0072-0170-00,5389 ROMANCE LN,1102,510,1959,08-12-2011,"$102,000",6,3,1,1,127132,SV - Survivorship Deed (Conv),1,0.143,"$3,357.57",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,134750,164750,0,0,0,"$3,357.57"
553,540-0073-0117-00,488 SUNLAND DR,1221,510,1958,04-26-2011,"$131,000",5,3,1,1,20742,LW - Limited Warrant Deed (Conv),1,0.215,"$3,688.22",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,150730,180730,0,0,0,"$3,688.22"
557,540-0073-0117-00,488 SUNLAND DR,1221,510,1958,05-17-2011,"$131,000",5,3,1,1,20742,LW - Limited Warrant Deed (Conv),1,0.215,"$3,688.22",65.017597,OAK HILLS LSD,54007 - DELHI 07,No,No,No,Yes,No,Yes,30000,0,150730,180730,0,0,0,"$3,688.22"
561,540-0100-0260-00,610 LIBBEJO DR,1160,510,1961,04-29-2011,"$112,500",5,3,1,1,20012,WD - Warranty Deed (Conv),1,0.180,"$3,258.45",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29680,0,130160,159840,0,0,0,"$3,258.45"
578,540-0111-0117-00,5798 FOURSON DR,1053,510,1960,02-03-2011,"$108,500",6,3,1,0,175272,WD - Warranty Deed (Conv),1,0.158,"$3,031.74",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,28570,0,120490,149060,0,0,0,"$3,031.74"
579,540-0111-0129-00,5768 JUVENE WY,1210,510,1960,08-12-2011,"$119,000",6,3,1,2,303999,WD - Warranty Deed (Conv),1,0.171,"$4,377.21",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29440,0,185560,215000,0,0,0,"$4,377.21"
580,540-0111-0177-00,5838 JUVENE WY,1134,510,1962,04-05-2011,"$125,000",6,3,1,1,198728,WD - Warranty Deed (Conv),1,0.153,"$3,360.45",65.017597,OAK HILLS LSD,54025 - DELHI 25,No,No,No,Yes,No,Yes,29100,0,135770,164870,0,0,0,"$3,360.45"
581,540-0150-0158-00,884 MARTINI RD,1248,510,1978,04-19-2011,"$126,000",5,3,1,1,79849,SV - Survivorship Deed (Conv),1,0.477,"$3,658.97",65.017597,OAK HILLS LSD,54029 - DELHI 29,No,No,No,Yes,No,Yes,31700,0,147510,179210,0,0,0,"$3,658.97"
582,550-0010-0476-00,5612 HICKORY RIDGE LN,1288,510,1957,08-09-2011,"$130,000",6,3,2,0,209901,WD - Warranty Deed (Conv),1,0.193,"$3,914.16",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,34630,0,174400,209030,0,0,0,"$3,914.16"
583,550-0031-0116-00,2946 KLEEMAN RD,1180,510,1979,02-09-2011,"$117,500",5,3,2,0,292463,WD - Warranty Deed (Conv),1,0.466,"$4,280.64",59.031069,NORTHWEST LSD (HAMILTON CO.),55007 - GREEN 07,YES(11),No,No,Yes,No,Yes,41260,0,183740,225000,0,0,0,"$4,280.64"
584,550-0062-0137-00,3643 REEMELIN RD,1176,510,1958,06-24-2011,"$118,000",6,3,1,1,22547,WD - Warranty Deed (Conv),1,0.471,"$3,046.73",59.031069,NORTHWEST LSD (HAMILTON CO.),55007 - GREEN 07,No,No,Yes,Yes,No,Yes,43070,0,146490,189560,0,0,0,"$3,046.73"
585,550-0063-0410-00,3358 EMERALD RIDGE,1285,550,2006,02-01-2011,"$238,000",7,3,2,0,305584,AF - Affidavit (EX),1,0.000,"$4,600.76",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,Yes,Yes,No,Yes,52200,0,193850,246050,244830,0,0,"$4,600.76"
589,550-0063-0410-00,3358 EMERALD RIDGE,1285,550,2006,04-06-2011,"$137,000",7,3,2,0,305584,AF - Affidavit (EX),1,0.000,"$4,600.76",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,Yes,Yes,No,Yes,52200,0,193850,246050,244830,0,0,"$4,600.76"
593,550-0063-0411-00,3360 EMERALD RIDGE,1285,550,2006,02-01-2011,"$238,000",7,2,2,0,58383,WD - Warranty Deed (Conv),1,0.000,"$5,155.94",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,No,Yes,No,Yes,52200,0,193850,246050,244830,0,0,"$5,155.94"
616,550-0063-0411-00,3360 EMERALD RIDGE,1285,550,2006,04-06-2011,"$137,000",7,2,2,0,58383,WD - Warranty Deed (Conv),1,0.000,"$5,155.94",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,No,Yes,No,Yes,52200,0,193850,246050,244830,0,0,"$5,155.94"
620,550-0063-0412-00,3362 EMERALD RIDGE,1285,550,2006,02-01-2011,"$238,000",7,3,2,0,298705,WE - Warranty Deed (EX),1,0.000,"$4,924.60",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,No,Yes,No,Yes,52200,0,182800,235000,233780,0,0,"$4,924.60"
624,550-0063-0412-00,3362 EMERALD RIDGE,1285,550,2006,04-06-2011,"$137,000",7,3,2,0,298705,WE - Warranty Deed (EX),1,0.000,"$4,924.60",67.101077,CINCINNATI CSD,550123 - ROLLING RIDGE CONDO,No,No,No,Yes,No,Yes,52200,0,182800,235000,233780,0,0,"$4,924.60"
628,550-0070-0522-00,5295 NORTH BEND CROSSING,1252,550,2001,07-29-2011,"$110,000",5,2,2,0,24034,FD - Fiduciary Deed (Conv),1,0.000,"$3,160.12",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,No,Yes,No,Yes,29500,0,140110,169610,0,0,0,"$3,160.12"
629,550-0070-0539-00,5247 NORTH BEND CROSSING,1260,550,2001,04-26-2011,"$105,000",5,2,2,0,228632,WD - Warranty Deed (Conv),1,0.000,"$2,648.94",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,Yes,Yes,No,Yes,29500,0,139120,168620,0,0,0,"$2,648.94"
630,550-0070-0542-00,5211 NORTH BEND CROSSING,1252,550,2001,06-01-2011,"$117,300",5,2,2,0,,WE - Warranty Deed (EX),1,0.000,"$2,667.52",59.031069,NORTHWEST LSD (HAMILTON CO.),55087 - NORTH BEND CROSSING CONDO,No,No,Yes,Yes,No,Yes,29500,0,140110,169610,0,0,0,"$2,667.52"
631,550-0080-0053-00,5712 LAUDERDALE DR,1050,510,1954,05-31-2011,"$126,000",5,3,2,1,21428,WD - Warranty Deed (Conv),1,0.170,"$3,885.75",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,31420,0,176830,208250,0,0,0,"$3,885.75"
632,550-0080-0251-00,3383 GREENVALLEY TE,1023,510,1959,06-09-2011,"$116,500",5,2,1,1,311675,WD - Warranty Deed (Conv),1,0.149,"$3,919.57",59.031069,NORTHWEST LSD (HAMILTON CO.),55005 - GREEN 05,No,No,No,Yes,No,Yes,28460,0,181540,210000,0,0,0,"$3,919.57"
