,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,ST_NUM,APT_NUM,ST_NAME,new_address,latitude,longitude,num_amount,year,month,missing_house_number,corrected_address,city
350,612-0060-0397-00,"4732 Tillsam Ct, Cincinnati, OH 45242, USA",1055,510,1945,05-18-2018,"$167,000",6,3,1,1,274255.0,WD - Warranty Deed (Conv),1,0.238,"$3,630.56",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,93440,0,150560,244000,0,0,0,"$1,816.79",4732,,Tillsam Ct,4732 Tillsam Ct,39.22806,-84.379178,167000,2018,5,4732.0,,Cincinnati
351,612-0070-0093-00,"9365 Opal Ct, Cincinnati, OH 45242, USA",1221,510,1953,06-20-2018,"$244,900",6,3,3,0,174659.0,WD - Warranty Deed (Conv),1,0.209,"$2,577.56",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,73900,0,207790,281690,0,108550,0,"$1,290.29",9365,,Opal Ct,9365 Opal Ct,39.2280957,-84.3866577,244900,2018,6,9365.0,,Cincinnati
352,612-0100-0329-00,"9650 Waxwing Dr, Cincinnati, OH 45241, USA",1320,510,1955,06-26-2018,"$229,000",5,3,1,0,175320.0,WD - Warranty Deed (Conv),1,0.583,"$3,600.53",47.604103,SYCAMORE CSD,61205 - BLUE ASH 05,No,No,No,No,No,Yes,62420,0,171190,233610,0,0,0,"$1,804.50",9650,,Waxwing Dr,9650 Waxwing Dr,39.2350017,-84.4067815,229000,2018,6,9650.0,,Cincinnati
353,612-0121-0010-00,"9926 Timbers Dr, Cincinnati, OH 45242, USA",1360,555,1977,04-16-2018,"$150,000",6,3,2,1,309645.0,SV - Survivorship Deed (Conv),1,0.015,"$3,720.00",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,222000,250000,0,0,0,"$1,861.21",9926,,Timbers Dr,9926 Timbers Dr,39.2395039,-84.3937571,150000,2018,4,9926.0,,Cincinnati
354,612-0121-0041-00,"9977 Timbers Dr, Cincinnati, OH 45242, USA",1159,555,1979,05-10-2018,"$145,000",5,2,1,2,252964.0,WD - Warranty Deed (Conv),1,0.015,"$2,531.84",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,Yes,No,No,No,Yes,28000,0,136500,164500,0,0,0,"$1,267.13",9977,,Timbers Dr,9977 Timbers Dr,39.2397024,-84.39493259999999,145000,2018,5,9977.0,,Cincinnati
355,612-0121-0062-00,"9972 Timbers Dr, Cincinnati, OH 45242, USA",1360,555,1979,05-08-2018,"$165,000",6,3,2,1,170774.0,WD - Warranty Deed (Conv),1,0.017,"$2,694.26",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,153010,181010,0,0,0,"$1,348.34",9972,,Timbers Dr,9972 Timbers Dr,39.2403008,-84.3945011,165000,2018,5,9972.0,,Cincinnati
356,612-0121-0079-00,"9938 Timbers Dr, Cincinnati, OH 45242, USA",1254,555,1979,06-06-2018,"$160,000",5,2,2,1,335719.0,WD - Warranty Deed (Conv),1,0.016,"$2,724.70",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,No,No,Yes,28000,0,149060,177060,0,0,0,"$1,363.56",9938,,Timbers Dr,9938 Timbers Dr,39.2398363,-84.3943525,160000,2018,6,9938.0,,Cincinnati
357,612-0121-0083-00,"9801 Timbers Dr, Cincinnati, OH 45242, USA",1318,555,1983,06-14-2018,"$170,000",5,2,2,0,309440.0,WD - Warranty Deed (Conv),1,0.027,"$4,359.34",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,265000,293000,0,0,0,"$2,180.88",9801,,Timbers Dr,9801 Timbers Dr,39.2381695,-84.394756,170000,2018,6,9801.0,,Cincinnati
358,612-0131-0103-00,"10168 Kenwood Rd, Cincinnati, OH 45242, USA",1111,510,1953,05-09-2018,"$205,611",5,2,1,0,293274.0,WD - Warranty Deed (Conv),1,0.582,"$3,977.93",47.604103,SYCAMORE CSD,61226 - BLUE ASH 26,YES(14),No,No,Yes,No,Yes,89010,0,177990,267000,0,0,0,"$1,993.20",10168,,Kenwood Rd,10168 Kenwood Rd,39.2449974,-84.37527399999999,205611,2018,5,10168.0,,Cincinnati
359,612-0170-0275-00,"11151 Jardin Pl, Cincinnati, OH 45241, USA",1347,555,1986,05-07-2018,"$264,000",4,2,1,1,170626.0,WD - Warranty Deed (Conv),1,0.068,"$4,581.84",47.604103,SYCAMORE CSD,61232 - JARDIN DEL FLEURS LANDO,No,No,No,Yes,No,Yes,44000,0,264020,308020,0,0,0,"$2,292.13",11151,,Jardin Pl,11151 Jardin Pl,39.26945910000001,-84.3830634,264000,2018,5,11151.0,,Cincinnati
360,612-0170-0327-00,"11191 Jardin Pl, Cincinnati, OH 45241, USA",1347,555,1986,06-21-2018,"$240,000",4,2,2,1,174925.0,WD - Warranty Deed (Conv),1,0.068,"$4,586.52",47.604103,SYCAMORE CSD,61232 - JARDIN DEL FLEURS LANDO,No,No,No,Yes,No,Yes,44000,0,264340,308340,0,0,0,"$2,294.47",11191,,Jardin Pl,11191 Jardin Pl,39.2707925,-84.3827294,240000,2018,6,11191.0,,Cincinnati
361,612-0180-0185-00,"10791 Fallsington Ct, Cincinnati, OH 45242, USA",1223,555,1984,04-24-2018,"$210,000",5,2,2,1,169451.0,WD - Warranty Deed (Conv),1,0.065,"$3,035.48",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,Yes,Yes,No,Yes,30000,0,200550,230550,0,0,0,"$1,518.95",10791,,Fallsington Ct,10791 Fallsington Ct,39.2572848,-84.3604062,210000,2018,4,10791.0,,Cincinnati
362,612-0190-0104-00,"11127 Labelle Ave, Cincinnati, OH 45242, USA",1196,510,1950,06-20-2018,"$128,000",5,2,1,0,174768.0,WD - Warranty Deed (Conv),2,0.142,"$2,490.51",47.604103,SYCAMORE CSD,61210 - BLUE ASH 10,No,No,No,Yes,No,Yes,41180,0,125950,167130,0,0,0,"$1,248.28",11127,,Labelle Ave,11127 Labelle Ave,39.2666884,-84.363177,128000,2018,6,11127.0,,Cincinnati
363,620-0190-0398-00,"9108 Dominion Cir, Cincinnati, OH 45249, USA",1232,550,1984,06-14-2018,"$133,900",6,3,2,1,302713.0,WD - Warranty Deed (Conv),1,0.0,"$3,373.22",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,No,Yes,24700,0,175120,199820,0,0,0,"$3,373.22",9108,,Dominion Cr,9108 Dominion Cr,39.2887434,-84.3081269,133900,2018,6,9108.0,,Cincinnati
364,620-0190-0457-00,"9148 Dominion Cir, Cincinnati, OH 45249, USA",1300,550,1985,04-24-2018,"$132,000",5,2,2,1,169486.0,EXD - Executors Deed (Conv),1,0.0,"$3,576.28",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,No,Yes,24700,0,180350,205050,0,0,0,$0.00,9148,,Dominion Cr,9148 Dominion Cr,39.2877498,-84.30770609999999,132000,2018,4,9148.0,,Cincinnati
365,620-0190-0716-00,"12081 Carrington Ln Apartment 101, Loveland, OH 45140, USA",1112,550,1995,05-08-2018,"$117,500",5,2,2,0,170688.0,TR - Trustees Deed (Conv),1,0.0,"$2,623.62",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,No,Yes,20400,0,134950,155350,0,0,0,"$1,314.83",12081,101,Carrington Ln,12081 Carrington Ln 101,39.288525,-84.297629,117500,2018,5,12081.0,,Loveland
366,620-0190-0720-00,"12081 Carrington Ln Apartment 205, Loveland, OH 45140, USA",1112,550,1995,04-09-2018,"$114,500",5,2,2,0,168047.0,WD - Warranty Deed (Conv),1,0.0,"$2,614.74",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,No,Yes,20400,0,134270,154670,0,0,0,"$1,310.39",12081,205,Carrington Ln,12081 Carrington Ln 205,39.288525,-84.297629,114500,2018,4,12081.0,,Loveland
367,620-0190-0731-00,"12091 Carrington Ln Apt 102, Loveland, OH 45140, USA",1450,550,1996,05-24-2018,"$120,000",6,2,2,0,172318.0,FD - Fiduciary Deed (Conv),1,0.0,"$2,464.44",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,Yes,Yes,No,Yes,20400,0,151850,172250,0,0,0,"$1,235.24",12091,102,Carrington Ln,12091 Carrington Ln 102,39.2884445,-84.29696369999999,120000,2018,5,12091.0,,Loveland
368,620-0190-0775-00,"12021 Carrington Ln Apartment 206, Loveland, OH 45140, USA",1450,550,1996,06-18-2018,"$129,900",6,2,2,0,267411.0,WD - Warranty Deed (Conv),1,0.0,"$2,961.88",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,No,Yes,20400,0,154850,175250,0,0,0,"$1,483.96",12021,206,Carrington Ln,12021 Carrington Ln 206,39.2881127,-84.2990811,129900,2018,6,12021.0,,Loveland
369,620-0190-0848-00,"12032 Maxim Ave, Cincinnati, OH 45249, USA",1383,550,1999,04-17-2018,"$184,000",5,3,2,0,296955.0,WE - Warranty Deed (EX),1,0.0,"$3,429.42",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,Yes,Yes,No,Yes,40600,0,189080,229680,0,0,0,"$1,717.73",12032,,Maxim Ave,12032 Maxim Ave,39.2901243,-84.30939359999999,184000,2018,4,12032.0,,Cincinnati
370,620-0204-0145-00,"11738 Gable Glen Ln, Cincinnati, OH 45249, USA",1478,550,1987,04-13-2018,"$229,000",5,3,3,0,168532.0,WD - Warranty Deed (Conv),1,0.0,"$5,880.86",53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,No,No,No,Yes,No,Yes,36000,0,312300,348300,0,0,0,"$2,943.45",11738,,Gable Glen Ln,11738 Gable Glen Ln,39.2849631,-84.3194682,229000,2018,4,11738.0,,Cincinnati
371,620-0210-0537-00,"11560 Symmes Gate Ln, Cincinnati, OH 45249, USA",1485,550,1986,06-06-2018,"$148,900",6,2,3,1,173456.0,WD - Warranty Deed (Conv),1,0.0,"$3,645.24",53.799505,SYCAMORE CSD,62028 - SYMMES GATE CONDO,No,No,No,Yes,No,Yes,30100,0,185870,215970,0,0,0,"$1,825.64",11560,,Symmes Gate Ln,11560 Symmes Gate Ln,39.278278,-84.326526,148900,2018,6,11560.0,,Cincinnati
372,621-0024-0056-00,"310 Carrington Pl Apartment 206, Loveland, OH 45140, USA",1428,550,1992,04-18-2018,"$104,000",6,2,2,0,168920.0,WD - Warranty Deed (Conv),1,0.0,"$3,082.50",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,170520,182520,0,0,0,"$1,541.25",310,206,Carrington Pl,310 Carrington Pl 206,39.2876427,-84.30021640000001,104000,2018,4,310.0,,Loveland
373,621-0024-0160-00,"610 Carrington Ln #309, Cincinnati, OH 45249, USA",1450,550,1993,04-23-2018,"$109,000",6,3,2,0,169322.0,WD - Warranty Deed (Conv),1,0.0,"$3,115.32",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,Yes,No,No,12000,0,172470,184470,0,0,0,"$1,557.66",610,309,Carrington Ln,610 Carrington Ln 309,39.2869214,-84.29944569999999,109000,2018,4,610.0,,Cincinnati
374,621-0024-0162-00,"610 Carrington Ln #311, Cincinnati, OH 45249, USA",1112,550,1993,05-23-2018,"$102,000",5,2,2,0,172078.0,WD - Warranty Deed (Conv),1,0.0,"$2,791.46",53.942989,SYCAMORE CSD,62104 - CARRINGTON CROSSING CONDO-621,No,No,No,No,No,No,12000,0,147930,159930,0,0,0,"$1,395.73",610,311,Carrington Ln,610 Carrington Ln 311,39.2869214,-84.29944569999999,102000,2018,5,610.0,,Cincinnati
375,525-0001-0136-00,"7866 Euclid Ave, Cincinnati, OH 45243, USA",1477,510,1941,05-23-2019,"$235,000",7,4,1,0,298637.0,WD - Warranty Deed (Conv),1,0.198,"$5,242.84",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,125280,0,132720,258000,0,0,0,"$2,624.90",7866,,Euclid Ave,7866 Euclid Ave,39.1910357,-84.3575321,235000,2019,5,7866.0,,Cincinnati
376,525-0001-0355-00,"7279 Berwood Dr, Cincinnati, OH 45243, USA",1075,510,1953,05-21-2019,"$235,000",5,3,1,0,326227.0,WE - Warranty Deed (EX),1,0.186,"$5,568.72",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,122500,0,151540,274040,0,0,0,"$2,787.84",7279,,Berwood Dr,7279 Berwood Dr,39.1970261,-84.3586981,235000,2019,5,7279.0,,Cincinnati
377,525-0001-0368-00,"7262 Jethve Ln, Cincinnati, OH 45243, USA",1092,510,1954,04-19-2019,"$240,000",5,2,1,0,200246.0,WD - Warranty Deed (Conv),1,0.186,"$6,244.82",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(10),No,No,Yes,No,Yes,122500,0,184870,307370,0,0,0,"$3,125.89",7262,,Jethve Ln,7262 Jethve Ln,39.1955776,-84.35937369999999,240000,2019,4,7262.0,,Cincinnati
378,525-0007-0110-00,"7237 Osceola Dr, Cincinnati, OH 45243, USA",1382,510,1926,05-02-2019,"$170,000",6,3,1,1,201259.0,WD - Warranty Deed (Conv),1,0.171,"$5,203.65",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,116000,0,139800,255800,0,0,0,"$2,606.70",7237,,Osceola Dr,7237 Osceola Dr,39.1932059,-84.3542665,170000,2019,5,7237.0,,Cincinnati
379,525-0007-0197-00,"8013 Sanoma Dr, Cincinnati, OH 45243, USA",1252,510,1950,04-16-2019,"$180,000",6,3,1,0,199878.0,WD - Warranty Deed (Conv),1,0.224,"$5,536.82",65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(12),No,No,Yes,No,Yes,129050,0,143230,272280,0,0,0,"$2,771.89",8013,,Sanoma Dr,8013 Sanoma Dr,39.1919666,-84.35459519999999,180000,2019,4,8013.0,,Cincinnati
380,525-0008-0197-00,"7202 Miami Hills Dr, Cincinnati, OH 45243, USA",1048,510,1951,06-25-2019,"$279,000",9,3,2,0,314622.0,WD - Warranty Deed (Conv),1,0.295,"$7,934.22",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,122390,0,267610,390000,0,0,0,"$3,970.59",7202,,Miami Hills Dr,7202 Miami Hills Dr,39.1958259,-84.3690937,279000,2019,6,7202.0,,Cincinnati
381,525-0010-0031-00,"7810 Tances Dr, Cincinnati, OH 45243, USA",1258,510,1952,05-03-2019,"$271,000",6,3,2,0,201471.0,WD - Warranty Deed (Conv),1,0.162,"$7,203.08",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,240750,354430,0,0,0,"$3,603.28",7810,,Tances Dr,7810 Tances Dr,39.2008642,-84.35961669999999,271000,2019,5,7810.0,,Cincinnati
382,525-0010-0034-00,"7816 Tances Dr, Cincinnati, OH 45243, USA",1450,510,1952,04-11-2019,"$275,000",7,3,2,0,199443.0,WD - Warranty Deed (Conv),1,0.173,"$8,122.34",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,285960,399640,0,0,0,"$4,064.65",7816,,Tances Dr,7816 Tances Dr,39.2007559,-84.3591189,275000,2019,4,7816.0,,Cincinnati
383,525-0010-0045-00,"7815 Dee St, Cincinnati, OH 45243, USA",1258,510,1951,04-16-2019,"$298,000",6,4,2,0,294823.0,WD - Warranty Deed (Conv),1,0.171,"$7,764.98",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,114840,0,267160,382000,0,0,0,"$3,884.23",7815,,Dee St,7815 Dee St,39.1984732,-84.35930479999999,298000,2019,4,7815.0,,Cincinnati
384,525-0010-0068-00,"7821 Locust Ln, Cincinnati, OH 45243, USA",1258,510,1951,06-24-2019,"$165,000",4,2,3,0,228002.0,WD - Warranty Deed (Conv),1,0.163,"$6,688.10",65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,No,Yes,113680,0,215270,328950,0,0,0,"$3,347.53",7821,,Locust Ln,7821 Locust Ln,39.1992906,-84.3587108,165000,2019,6,7821.0,,Cincinnati
385,525-0014-0037-00,"6787 Rosecrest Ave, Cincinnati, OH 45243, USA",1306,510,1940,06-28-2019,"$212,000",7,3,1,1,207023.0,WD - Warranty Deed (Conv),2,0.129,"$4,974.94",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,58460,0,186500,244960,0,0,0,"$2,489.21",6787,,Rose Crest Ave,6787 Rose Crest Ave,39.188233,-84.37537669999999,212000,2019,6,6787.0,,Cincinnati
386,525-0014-0115-00,"6777 Euclid Ave, Cincinnati, OH 45243, USA",1300,510,1947,06-12-2019,"$180,000",6,3,1,1,205306.0,WD - Warranty Deed (Conv),1,0.516,"$4,706.34",65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,No,Yes,86940,0,144310,231250,0,0,0,"$2,356.65",6777,,Euclid Ave,6777 Euclid Ave,39.19107899999999,-84.37598899999999,180000,2019,6,6777.0,,Cincinnati
387,525-0016-0122-00,"6475 Navaho Trail, Cincinnati, OH 45243, USA",1449,510,1958,05-08-2019,"$275,000",5,2,1,0,201813.0,WD - Warranty Deed (Conv),1,0.672,"$8,139.30",65.284164,MADEIRA CSD,52515 - MADEIRA 15,YES(09),No,No,Yes,No,Yes,177520,0,223140,400660,0,0,0,"$4,073.13",6475,,Navaho Tl,6475 Navaho Tl,39.1831704,-84.38124839999999,275000,2019,5,6475.0,,Cincinnati
388,525-0025-0082-00,"6223 Cherokee Dr, Cincinnati, OH 45243, USA",1142,510,1941,04-04-2019,"$218,000",6,3,1,0,198888.0,WD - Warranty Deed (Conv),1,0.235,"$5,240.64",65.284164,MADEIRA CSD,52503 - MADEIRA 03,YES(24),No,No,Yes,No,Yes,70700,0,186780,257480,0,0,0,"$2,622.06",6223,,Cherokee Dr,6223 Cherokee Dr,39.17538589999999,-84.3857031,218000,2019,4,6223.0,,Cincinnati
389,592-0001-0009-00,"101 Bonham Rd, Cincinnati, OH 45215, USA",1262,510,1948,06-27-2019,"$143,000",7,3,2,0,248959.0,WD - Warranty Deed (Conv),1,0.173,"$5,347.62",61.983774,WYOMING CSD,59201 - WYOMING 01,YES(09),No,No,Yes,No,No,69600,0,209150,278750,0,0,0,"$2,673.81",101,,Bonham Rd,101 Bonham Rd,39.24207850000001,-84.4751539,143000,2019,6,101.0,,Cincinnati
390,592-0002-0101-00,"42 Chestnut Ave, Cincinnati, OH 45215, USA",1216,510,1915,05-15-2019,"$182,500",6,3,1,1,253333.0,QE - Quit Claim Deed (EX),1,0.232,"$3,951.86",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,41720,0,164160,205880,0,0,0,"$1,975.93",42,,Chestnut Ave,42 Chestnut Ave,39.2372159,-84.47010399999999,182500,2019,5,42.0,,Cincinnati
391,592-0002-0204-00,"1530 Maple Ave, Cincinnati, OH 45215, USA",1250,510,1956,04-24-2019,"$188,000",5,3,2,1,317281.0,WD - Warranty Deed (Conv),1,0.238,"$5,647.94",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,47590,0,247070,294660,0,0,0,"$2,823.97",1530,,Maple Ave,1530 Maple Ave,39.2410466,-84.4683826,188000,2019,4,1530.0,,Cincinnati
392,592-0005-0171-00,"1110 Springfield Pike, Wyoming, OH 45215, USA",1482,550,1969,05-16-2019,"$150,000",5,2,2,1,202542.0,WD - Warranty Deed (Conv),1,0.0,"$3,774.44",61.983774,WYOMING CSD,59212 - FLEMING HOUSE CONDO,No,No,No,Yes,No,No,22500,0,174410,196910,0,0,0,"$1,887.22",1110,,Springfield Pk,1110 Springfield Pk,39.2352899,-84.47064619999999,150000,2019,5,1110.0,,Wyoming
393,592-0006-0169-00,"1029 Oak Ave, Cincinnati, OH 45215, USA",1243,510,1944,05-03-2019,"$205,000",6,3,2,0,201401.0,WD - Warranty Deed (Conv),1,0.076,"$4,541.16",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,48000,0,188860,236860,0,0,0,"$2,270.58",1029,,Oak Ave,1029 Oak Ave,39.2329392,-84.4658595,205000,2019,5,1029.0,,Cincinnati
394,592-0011-0031-00,"226 Charles St, Cincinnati, OH 45215",1164,510,1928,06-07-2019,"$200,000",7,3,1,0,322326.0,WD - Warranty Deed (Conv),1,0.155,"$5,558.70",61.983774,WYOMING CSD,59207 - WYOMING 07,No,No,No,Yes,No,No,86400,0,203600,290000,0,0,0,"$2,779.35",226,,Charles St,226 Charles St,39.222758,-84.47511229999999,200000,2019,6,,,Cincinnati
395,592-0013-0057-00,"221 Crescent Ave, Cincinnati, OH 45215, USA",1280,510,1926,04-05-2019,"$109,900",5,2,1,0,275376.0,WD - Warranty Deed (Conv),1,0.143,"$3,357.28",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,42800,0,132200,175000,0,0,0,"$1,678.64",221,,Crescent Ave,221 Crescent Ave,39.2233008,-84.4660559,109900,2019,4,221.0,,Cincinnati
396,592-0013-0187-00,"322 Grove Ct, Wyoming, OH 45215, USA",1122,510,1942,06-03-2019,"$155,000",5,2,1,1,204028.0,WD - Warranty Deed (Conv),1,0.131,"$3,476.50",61.983774,WYOMING CSD,59218 - WYOMING 18,YES(15),No,No,Yes,No,No,45240,0,136130,181370,0,0,0,"$1,738.25",322,,Grove Ct,322 Grove Ct,39.2208373,-84.46768390000001,155000,2019,6,322.0,,Wyoming
397,592-0023-0076-00,"1 Evergreen Cir, Cincinnati, OH 45215, USA",1209,555,1983,05-31-2019,"$125,000",5,3,3,0,287672.0,WE - Warranty Deed (EX),1,0.11,"$5,942.58",61.983774,WYOMING CSD,59221 - ROLL HILLS OF WYOMING LANDO,No,No,No,Yes,No,No,32500,0,277500,310000,0,0,0,"$2,971.29",1,,Evergreen Cr,1 Evergreen Cr,39.2428615,-84.4742208,125000,2019,5,1.0,,Cincinnati
398,600-0030-0178-00,"10875 Ponds Ln, Cincinnati, OH 45242, USA",1260,550,1977,05-01-2019,"$139,900",6,3,2,1,201146.0,TR - Trustees Deed (Conv),1,0.0,"$3,159.40",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,Yes,No,Yes,19300,0,184390,203690,0,0,0,"$3,159.40",10875,,Ponds Ln,10875 Ponds Ln,39.2627742,-84.3416654,139900,2019,5,10875.0,,Cincinnati
399,600-0030-0218-00,"10935 Brookgreen Ct, Cincinnati, OH 45242, USA",1254,550,1977,05-29-2019,"$113,050",5,2,2,1,308040.0,WD - Warranty Deed (Conv),1,0.0,"$2,427.68",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,YES(10),Yes,No,No,No,Yes,19300,0,131950,151250,0,0,0,"$2,427.68",10935,,Brookgreen Ct,10935 Brookgreen Ct,39.2640907,-84.34279839999999,113050,2019,5,10935.0,,Cincinnati
400,600-0030-0251-00,"10836 Lakehurst Ct, Cincinnati, OH 45242, USA",1082,550,1978,05-29-2019,"$133,000",4,2,1,1,203593.0,WD - Warranty Deed (Conv),1,0.0,"$3,219.06",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,No,No,Yes,19300,0,181380,200680,0,0,0,"$1,612.55",10836,,Lakehurst Ct,10836 Lakehurst Ct,39.2621672,-84.3442605,133000,2019,5,10836.0,,Cincinnati
401,600-0030-0407-00,"8062 Hetz Dr, Cincinnati, OH 45242, USA",1460,550,1980,06-05-2019,"$165,000",6,3,2,1,204397.0,WD - Warranty Deed (Conv),1,0.0,"$3,187.80",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,186230,205530,0,0,0,"$1,596.92",8062,,Hetz Dr,8062 Hetz Dr,39.263197,-84.344562,165000,2019,6,8062.0,,Cincinnati
402,603-0004-0049-00,"7933 Cooper Rd, Cincinnati, OH 45242, USA",1291,510,1950,05-08-2019,"$102,250",6,3,2,0,328118.0,WD - Warranty Deed (Conv),1,0.237,"$4,509.26",55.899522,SYCAMORE CSD,60301 - MONTGOMERY 01,No,No,No,Yes,No,Yes,81840,0,174210,256050,0,0,0,"$2,255.78",7933,,Cooper Rd,7933 Cooper Rd,39.225199,-84.352897,102250,2019,5,7933.0,,Cincinnati
403,603-0006-0017-00,"9601 Delray Dr, Cincinnati, OH 45242, USA",1032,510,1951,06-07-2019,"$232,000",5,2,1,1,204761.0,WD - Warranty Deed (Conv),1,0.458,"$4,599.29",55.899522,SYCAMORE CSD,60315 - MONTGOMERY 15,No,Yes,No,No,No,Yes,152570,0,100650,253220,0,0,0,"$2,301.94",9601,,Delray Dr,9601 Delray Dr,39.23105,-84.36882,232000,2019,6,9601.0,,Cincinnati
404,603-0009-0160-00,"10404 Birkemeyer Dr, Cincinnati, OH 45242, USA",1454,510,1956,04-24-2019,"$251,000",6,3,1,0,200620.0,WD - Warranty Deed (Conv),1,0.465,"$6,905.19",55.899522,SYCAMORE CSD,60308 - MONTGOMERY 08,No,Yes,No,No,No,Yes,209150,0,171160,380310,0,0,0,"$3,454.89",10404,,Birkemeyer Dr,10404 Birkemeyer Dr,39.2478679,-84.34054499999999,251000,2019,4,10404.0,,Cincinnati
405,603-0018-0196-00,"10555 Montgomery Rd APT 18, Montgomery, OH 45242, USA",990,550,1989,04-16-2019,"$115,000",4,2,2,0,199857.0,FD - Fiduciary Deed (Conv),1,0.0,"$2,716.91",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,Yes,No,Yes,12000,0,142170,154170,0,0,0,"$1,359.37",10555,18,D Montgomery Rd,10555 D Montgomery Rd 18,39.2538627,-84.34607650000001,115000,2019,4,10555.0,,Montgomery
406,603-0022-0025-00,"5305 Cooper Rd #1a, Blue Ash, OH 45242, USA",1339,550,1995,06-26-2019,"$190,000",5,2,2,0,316652.0,QE - Quit Claim Deed (EX),1,0.0,"$3,698.09",55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,No,No,No,Yes,No,Yes,25000,0,184930,209930,0,0,0,"$1,849.96",5305,1A,Cooper Rd,5305 Cooper Rd 1A,39.22809609999999,-84.37193429999999,190000,2019,6,5305.0,,Blue Ash
407,603-0022-0032-00,"5315 Cooper Rd, Blue Ash, OH 45242, USA",1274,550,1995,06-27-2019,"$154,500",5,2,2,0,206955.0,WD - Warranty Deed (Conv),1,0.0,"$3,737.68",55.899522,SYCAMORE CSD,60321 - COOPER CREEK CONDO,No,No,No,No,No,Yes,25000,0,180860,205860,0,0,0,"$1,868.72",5315,,H Cooper Rd,5315 H Cooper Rd,39.2277952,-84.3719144,154500,2019,6,5315.0,,Blue Ash
