,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,foreclosure,special_assessments,market_land_value,cauv_value,market_improvement_value,market_total_value,tif_value,abated_value,exempt_value,taxes_paid,st_num,apt_num,street,new_address,formatted_address,longitude,latitude,num_amount,year,month,missing_house_number,city
629,592-0002-0008-00,36 North Ave,1144,510,1924,04-06-2017,"$120,000",4,2,2,0,136996.0,WD - Warranty Deed (Conv),1,0.19,"$4,088.08",61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,No,45680,0,167110,212790,0,0,0,"$2,044.04",36,,North Ave,36 North Ave,"36 North Ave, Wyoming, OH 45215, USA",-84.46954079999999,39.2418805,120000,2017,4,36,
630,592-0003-0128-00,345 Fleming Rd,1449,510,1956,06-14-2017,"$254,000",6,3,1,0,329635.0,WD - Warranty Deed (Conv),1,0.368,"$6,683.02",61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,No,115750,0,232910,348660,0,0,0,"$3,341.51",345,,Fleming Rd,345 Fleming Rd,"345 Fleming Rd, Cincinnati, OH 45215, USA",-84.4879866,39.2351866,254000,2017,6,345,
631,592-0004-0232-00,160 Fleming Rd,1494,510,1951,05-05-2017,"$248,000",6,3,1,0,195687.0,WD - Warranty Deed (Conv),1,0.484,"$6,060.44",61.983774,WYOMING CSD,59201 - WYOMING 01,No,Yes,No,No,No,No,128180,0,176630,304810,0,0,0,"$3,030.22",160,,Fleming Rd,160 Fleming Rd,"160 Fleming Rd, Cincinnati, OH 45215, USA",-84.4788054,39.2353188,248000,2017,5,160,
632,592-0005-0153-00,811 Burns Ave,1105,510,1951,05-09-2017,"$101,845",4,2,1,0,353612.0,QE - Quit Claim Deed (EX),1,0.163,"$3,088.74",61.983774,WYOMING CSD,59216 - WYOMING 16,YES(17),No,No,Yes,No,No,38070,0,123080,161150,0,0,0,"$1,544.37",811,,Burns Ave,811 Burns Ave,"811 Burns Ave, Cincinnati, OH 45215, USA",-84.4683519,39.2315047,101845,2017,5,811,
633,592-0005-0168-00,1110 Springfield Pk,1482,550,1969,04-26-2017,"$143,500",5,2,2,1,331924.0,WD - Warranty Deed (Conv),1,0.0,"$3,774.44",61.983774,WYOMING CSD,59212 - FLEMING HOUSE CONDO,No,No,No,Yes,No,No,22500,0,174410,196910,0,0,0,"$1,887.22",1110,,Springfield Pk,1110 Springfield Pk,"1110 Springfield Pike, Wyoming, OH 45215, USA",-84.47064619999999,39.2352899,143500,2017,4,1110,
634,592-0006-0051-00,410 Pendery Ave,1003,510,1925,05-02-2017,"$125,000",5,2,1,0,283693.0,WD - Warranty Deed (Conv),1,0.177,"$2,875.18",61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,No,53000,0,97000,150000,0,0,0,"$1,437.59",410,,Pendery Ave,410 Pendery Ave,"410 Pendery Ave, Cincinnati, OH 45215, USA",-84.4663755,39.2323517,125000,2017,5,410,
635,592-0011-0025-00,215 Charles St,1158,510,1939,06-30-2017,"$150,000",4,2,1,0,291750.0,QE - Quit Claim Deed (EX),1,0.114,"$3,209.24",61.983774,WYOMING CSD,59207 - WYOMING 07,No,No,No,Yes,No,No,73800,0,93630,167430,0,0,0,"$1,604.62",215,,Charles St,215 Charles St,"215 Charles St, Wyoming, OH 45215, USA",-84.4755983,39.2223863,150000,2017,6,215,
636,592-0011-0172-00,50 7 Sherry Rd,1472,550,1971,04-21-2017,"$112,000",5,2,2,1,138323.0,WD - Warranty Deed (Conv),1,0.0,"$2,701.30",61.983774,WYOMING CSD,59208 - FOUNTAIN CT CONDO,No,No,No,No,No,No,23500,0,112340,135840,0,0,0,"$1,350.65",50,7,Sherry Rd,50 Sherry Rd 7,"50 Sherry Rd, Cincinnati, OH 45215, USA",-84.475196,39.221227,112000,2017,4,50,
637,592-0012-0019-00,365 Beech Ave,1487,510,1926,06-21-2017,"$235,000",6,2,2,1,143986.0,WD - Warranty Deed (Conv),1,0.109,"$6,101.96",61.983774,WYOMING CSD,59210 - WYOMING 10,YES(14),No,No,Yes,No,No,57260,0,261080,318340,0,0,0,"$3,050.98",365,,Beech Ave,365 Beech Ave,"365 Beech Ave, Cincinnati, OH 45215, USA",-84.47077139999999,39.2250198,235000,2017,6,365,
638,600-0023-0179-00,10959 Barrington Ct,1480,550,1979,04-12-2017,"$108,000",7,3,2,2,219125.0,WE - Warranty Deed (EX),5,0.0,"$3,864.04",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,No,No,Yes,19300,0,221670,240970,0,0,0,"$1,935.04",10959,,Barrington Ct,10959 Barrington Ct,"10959 Barrington Ct, Cincinnati, OH 45242, USA",-84.34330469999999,39.2640617,108000,2017,4,10959,
639,600-0023-0179-00,10959 Barrington Ct,1480,550,1979,06-08-2017,"$110,101",7,3,2,2,219125.0,WE - Warranty Deed (EX),5,0.0,"$3,864.04",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,No,No,Yes,19300,0,221670,240970,0,0,0,"$1,935.04",10959,,Barrington Ct,10959 Barrington Ct,"10959 Barrington Ct, Cincinnati, OH 45242, USA",-84.34330469999999,39.2640617,110101,2017,6,10959,
640,600-0030-0168-00,10869 Ponds Ln,1458,550,1976,04-13-2017,"$147,000",6,3,2,1,334991.0,WD - Warranty Deed (Conv),1,0.0,"$3,601.52",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,Yes,No,Yes,19300,0,212960,232260,0,0,0,"$1,803.78",10869,,Ponds Ln,10869 Ponds Ln,"10869 Ponds Ln, Cincinnati, OH 45242, USA",-84.3419023,39.2624299,147000,2017,4,10869,
641,600-0030-0267-00,10825 Lakehurst Ct,1460,550,1978,06-21-2017,"$139,000",7,3,2,2,143961.0,WD - Warranty Deed (Conv),1,0.0,"$3,673.14",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,217600,236900,0,0,0,"$1,839.59",10825,,Lakehurst Ct,10825 Lakehurst Ct,"10825 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.34430499999999,39.2616,139000,2017,6,10825,
642,600-0030-0340-00,10889 Lake Thames Dr,1460,550,1979,04-26-2017,"$150,600",6,3,2,2,138727.0,WD - Warranty Deed (Conv),1,0.0,"$3,674.12",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,YES(94),No,No,Yes,No,Yes,19300,0,217670,236970,0,0,0,"$1,840.08",10889,,Lake Thames Dr,10889 Lake Thames Dr,"10889 Lake Thames Dr, Cincinnati, OH 45242, USA",-84.3464341,39.262848,150600,2017,4,10889,
643,600-0030-0392-00,10913 Barrington Ct,1480,550,1980,05-22-2017,"$142,000",7,4,2,1,141157.0,FD - Fiduciary Deed (Conv),1,0.0,"$3,725.88",49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,No,Yes,19300,0,221000,240300,0,0,0,"$1,865.96",10913,,Barrington Ct,10913 Barrington Ct,"10913 Barrington Ct, Cincinnati, OH 45242, USA",-84.3447796,39.2631456,142000,2017,5,10913,
644,603-0001-0161-00,9741 Bunker Hill Ln,1080,550,1970,05-09-2017,"$117,900",5,2,2,1,139920.0,WD - Warranty Deed (Conv),1,0.0,"$2,982.95",55.899522,SYCAMORE CSD,60322 - TOLLGATE CONDO,No,No,No,Yes,No,Yes,15000,0,154540,169540,0,0,0,"$1,492.39",9741,,Bunker Hill Ln,9741 Bunker Hill Ln,"9741 Bunker Hill Ln, Montgomery, OH 45242, USA",-84.3542665,39.232794,117900,2017,5,9741,
645,603-0018-0182-00,10555 4 Montgomery Rd,990,550,1989,06-02-2017,"$101,000",4,2,2,0,142232.0,WD - Warranty Deed (Conv),1,0.0,"$2,716.91",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,Yes,No,Yes,12000,0,142170,154170,0,0,0,"$1,359.37",10555,4,Montgomery Rd,10555 Montgomery Rd 4,"10555 Montgomery Rd APT 4, Montgomery, OH 45242, USA",-84.34607650000001,39.2538627,101000,2017,6,10555,
646,603-0018-0215-00,10555 37 Montgomery Rd,1460,550,1989,04-04-2017,"$139,000",6,2,2,1,136798.0,WD - Warranty Deed (Conv),1,0.0,"$4,111.81",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,No,Yes,19000,0,207500,226500,0,0,0,"$2,056.82",10555,37,Montgomery Rd,10555 Montgomery Rd 37,"10555 Montgomery Rd Apt 37, Montgomery, OH 45242, USA",-84.3437469,39.254444,139000,2017,4,10555,
647,603-0018-0215-00,10555 37 Montgomery Rd,1460,550,1989,04-04-2017,"$132,000",6,2,2,1,136798.0,WD - Warranty Deed (Conv),1,0.0,"$4,111.81",55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,No,Yes,19000,0,207500,226500,0,0,0,"$2,056.82",10555,37,Montgomery Rd,10555 Montgomery Rd 37,"10555 Montgomery Rd Apt 37, Montgomery, OH 45242, USA",-84.3437469,39.254444,132000,2017,4,10555,
648,603-0020-0008-00,8230 Weller Rd,1430,510,1967,06-21-2017,"$180,900",4,2,2,0,144112.0,WD - Warranty Deed (Conv),1,0.927,"$5,529.34",55.899522,SYCAMORE CSD,60316 - MONTGOMERY 16,No,No,No,Yes,No,Yes,125840,0,188040,313880,0,0,0,"$2,767.89",8230,,Weller Rd,8230 Weller Rd,"8230 Weller Rd, Cincinnati, OH 45242, USA",-84.339148,39.2578727,180900,2017,6,8230,
649,612-0030-0293-00,6491 Donjoy Dr,1269,510,1957,04-10-2017,"$255,000",6,3,1,1,137321.0,SV - Survivorship Deed (Conv),2,0.397,"$4,622.87",47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,Yes,No,Yes,61200,0,249340,310540,0,0,0,"$2,314.46",6491,,Donjoy Dr,6491 Donjoy Dr,"6491 Donjoy Dr, Cincinnati, OH 45242, USA",-84.3687652,39.22487539999999,255000,2017,4,6491,
650,612-0040-0038-00,4831 Prospect Ave,1319,510,1948,04-12-2017,"$221,500",5,3,2,0,283493.0,WD - Warranty Deed (Conv),1,0.173,"$4,189.29",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,84000,0,196000,280000,0,0,0,"$2,097.67",4831,,Prospect Ave,4831 Prospect Ave,"4831 Prospect Ave, Blue Ash, OH 45242, USA",-84.3751303,39.235057,221500,2017,4,4831,
651,612-0050-0136-00,4561 Cooper Rd,995,510,1948,05-30-2017,"$109,000",5,2,1,0,141892.0,WD - Warranty Deed (Conv),1,0.128,"$2,669.03",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,No,Yes,67200,0,106010,173210,0,0,0,"$1,337.54",4561,,Cooper Rd,4561 Cooper Rd,"4561 Cooper Rd, Cincinnati, OH 45242, USA",-84.38273679999999,39.2353125,109000,2017,5,4561,
652,612-0050-0411-00,9490 Blue Ash Rd,1120,510,1941,04-19-2017,"$134,900",9,3,1,1,138022.0,WD - Warranty Deed (Conv),1,0.298,"$3,148.91",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,116420,0,94960,211380,0,0,0,"$1,577.48",9490,,Blue Ash Rd,9490 Blue Ash Rd,"9490 Blue Ash Rd, Cincinnati, OH 45242, USA",-84.3789901,39.2302253,134900,2017,4,9490,
653,612-0050-0467-00,9465 Conklin Ave,884,510,1955,05-15-2017,"$127,000",5,3,1,0,350888.0,WD - Warranty Deed (Conv),1,0.149,"$2,726.25",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,77280,0,105690,182970,0,0,0,"$1,366.15",9465,,Conklin Ave,9465 Conklin Ave,"9465 Conklin Ave, Blue Ash, OH 45242, USA",-84.3822543,39.2293911,127000,2017,5,9465,
654,612-0070-0050-00,4514 Victor Ave,1184,510,1953,05-04-2017,"$215,000",6,4,1,1,139563.0,WD - Warranty Deed (Conv),1,0.138,"$3,883.85",47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,No,Yes,75600,0,184880,260480,0,0,0,"$1,944.95",4514,,Victor Ave,4514 Victor Ave,"4514 Victor Ave, Blue Ash, OH 45242, USA",-84.3851078,39.2288203,215000,2017,5,4514,
655,612-0070-0363-00,9304 Hunters Creek Dr,1156,550,1986,05-15-2017,"$115,000",5,2,2,1,242822.0,WE - Warranty Deed (EX),1,0.0,"$2,758.42",47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,No,Yes,23400,0,161790,185190,0,0,0,"$1,380.42",9304,,Hunters Creek Dr,9304 Hunters Creek Dr,"9304 Hunters Creek Dr, Blue Ash, OH 45242, USA",-84.3890504,39.22693659999999,115000,2017,5,9304,
656,612-0080-0259-00,4434 Hunt Rd,1406,510,1974,06-13-2017,"$299,000",6,3,2,0,319334.0,WD - Warranty Deed (Conv),1,0.215,"$5,804.15",47.604103,SYCAMORE CSD,61221 - BLUE ASH 21,No,No,No,Yes,No,Yes,80680,0,309320,390000,0,0,0,"$2,905.10",4434,,Hunt Rd,4434 Hunt Rd,"4434 Hunt Rd, Cincinnati, OH 45242, USA",-84.3878585,39.2299645,299000,2017,6,4434,
657,612-0112-0039-00,3 Muirfield Ln,1394,555,1981,05-11-2017,"$189,150",5,2,2,1,140215.0,WD - Warranty Deed (Conv),2,0.027,"$5,889.30",47.604103,SYCAMORE CSD,61245 - GLENS OF CARPENTER RUN LANDO,YES(24),No,No,Yes,No,Yes,60000,0,335980,395980,0,0,0,"$2,945.86",3,,Muirfield Ln,3 Muirfield Ln,"3 Muirfield Ln, Cincinnati, OH 45241, USA",-84.403359,39.241218,189150,2017,5,3,
658,612-0121-0024-00,9892 Timbers Dr,1254,555,1979,05-05-2017,"$126,000",5,2,1,1,309838.0,WD - Warranty Deed (Conv),1,0.016,"$3,511.96",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,208000,236000,0,0,0,"$1,757.19",9892,,Timbers Dr,9892 Timbers Dr,"9892 Timbers Dr, Cincinnati, OH 45242, USA",-84.3931077,39.2387732,126000,2017,5,9892,
659,612-0121-0118-00,9802 Timbers Dr,1158,555,1984,04-04-2017,"$140,000",5,2,3,0,136789.0,TR - Trustees Deed (Conv),1,0.026,"$2,687.66",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,Yes,Yes,No,Yes,28000,0,179080,207080,0,0,0,"$1,345.04",9802,,Timbers Dr,9802 Timbers Dr,"9802 Timbers Dr, Cincinnati, OH 45242, USA",-84.39410769999999,39.2380799,140000,2017,4,9802,
660,612-0121-0124-00,9862 Timbers Dr,1360,555,1984,06-13-2017,"$133,500",5,2,2,2,353210.0,WD - Warranty Deed (Conv),1,0.015,"$2,868.84",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,164750,192750,0,0,0,"$1,435.63",9862,,Timbers Dr,9862 Timbers Dr,"9862 Timbers Dr, Cincinnati, OH 45242, USA",-84.3940156,39.2384619,133500,2017,6,9862,
661,612-0121-0125-00,9864 Timbers Dr,1159,555,1984,05-30-2017,"$145,000",5,2,1,1,242923.0,WD - Warranty Deed (Conv),1,0.016,"$2,530.72",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,142000,170000,0,0,0,"$1,266.57",9864,,Timbers Dr,9864 Timbers Dr,"9864 Timbers Dr, Cincinnati, OH 45242, USA",-84.3940054,39.2385525,145000,2017,5,9864,
662,612-0121-0154-00,9828 Timbers Dr,1360,555,1986,06-26-2017,"$120,000",7,3,2,1,151874.0,WD - Warranty Deed (Conv),1,0.015,"$2,781.78",47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,No,Yes,28000,0,158880,186880,0,0,0,"$1,392.10",9828,,Timbers Dr,9828 Timbers Dr,"9828 Timbers Dr, Cincinnati, OH 45242, USA",-84.39289769999999,39.2380879,120000,2017,6,9828,
663,612-0140-0058-00,5210 Meyers Ln,1157,510,1955,05-16-2017,"$217,500",6,3,2,0,140638.0,WD - Warranty Deed (Conv),1,0.281,"$3,690.07",47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,No,Yes,54720,0,193080,247800,0,0,0,"$1,848.06",5210,,Meyers Ln,5210 Meyers Ln,"5210 Meyers Ave, Cincinnati, OH 45242, USA",-84.37182849999999,39.2550519,217500,2017,5,5210,
664,612-0140-0206-00,5258 Kenridge Dr,1291,510,1942,04-27-2017,"$186,000",6,3,2,0,138807.0,WD - Warranty Deed (Conv),1,0.451,"$3,850.23",47.604103,SYCAMORE CSD,61251 - BLUE ASH 51,YES(09),No,No,Yes,No,Yes,81890,0,176690,258580,0,0,0,"$1,928.14",5258,,Kenridge Dr,5258 Kenridge Dr,"5258 Kenridge Dr, Cincinnati, OH 45242, USA",-84.37172199999999,39.25338250000001,186000,2017,4,5258,
665,612-0140-0414-00,5366 Hickory Trail Ln,1440,555,1982,04-18-2017,"$195,000",6,2,2,1,137991.0,WD - Warranty Deed (Conv),1,0.039,"$3,930.26",47.604103,SYCAMORE CSD,61227 - HICKORY RIDGE LANDO,YES(12),No,No,Yes,No,Yes,40500,0,223690,264190,0,0,0,"$1,966.34",5366,,Hickory Trail Ln,5366 Hickory Trail Ln,"5366 Hickory Trail Ln, Cincinnati, OH 45242, USA",-84.3705885,39.2515825,195000,2017,4,5366,
666,612-0140-0467-00,10640 Kenwood Rd,1260,510,1956,06-28-2017,"$136,500",5,3,1,0,144769.0,LW - Limited Warrant Deed (Conv),1,0.2,"$4,116.93",47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,No,No,Yes,49410,0,217980,267390,0,0,0,"$4,116.93",10640,,Kenwood Rd,10640 Kenwood Rd,"10640 Kenwood Rd, Cincinnati, OH 45242, USA",-84.37428849999999,39.2559538,136500,2017,6,10640,
667,612-0180-0132-00,10769 Fallsington Ct,1249,555,1984,04-13-2017,"$179,500",6,3,2,2,327007.0,WD - Warranty Deed (Conv),2,0.027,"$3,702.58",47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,No,Yes,30000,0,218890,248890,0,0,0,"$1,852.50",10769,,Fallsington Ct,10769 Fallsington Ct,"10769 Fallsington Ct, Cincinnati, OH 45242, USA",-84.3597504,39.2571613,179500,2017,4,10769,
668,620-0070-0068-00,9830 Union Cemetery Rd,1225,510,1954,06-02-2017,"$191,000",6,2,1,0,142205.0,WD - Warranty Deed (Conv),1,0.681,"$4,961.23",60.666397,LOVELAND CSD,62008 - SYMMES 08,No,No,No,Yes,No,Yes,84320,0,127680,212000,0,0,0,"$2,488.18",9830,,Union Cemetery Rd,9830 Union Cemetery Rd,"9830 Union Cemetery Rd, Loveland, OH 45140, USA",-84.2873801,39.2816078,191000,2017,6,9830,
669,620-0070-0184-00,11619 Woodwind Dr,1154,510,1957,06-16-2017,"$156,500",5,3,1,0,143660.0,WD - Warranty Deed (Conv),1,0.498,"$4,318.85",60.666397,LOVELAND CSD,62007 - SYMMES 07,No,No,No,Yes,No,Yes,40190,0,187310,227500,0,0,0,"$2,166.99",11619,,Woodwind Dr,11619 Woodwind Dr,"11619 Woodwind Dr, Loveland, OH 45140, USA",-84.2926796,39.2767373,156500,2017,6,11619,
670,620-0190-0414-00,9128 Dominion Cr,1216,550,1984,05-04-2017,"$132,715",6,2,3,1,169165.0,QE - Quit Claim Deed (EX),1,0.0,"$3,335.50",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,No,Yes,24700,0,166520,191220,0,0,0,"$1,670.77",9128,,Dominion Cr,9128 Dominion Cr,"9128 Dominion Cir, Cincinnati, OH 45249, USA",-84.3074965,39.2885036,132715,2017,5,9128,
671,620-0190-0415-00,9130 Dominion Cr,1216,550,1984,04-24-2017,"$121,500",6,2,2,1,178726.0,WD - Warranty Deed (Conv),1,0.0,"$3,240.04",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,No,Yes,24700,0,167150,191850,0,0,0,"$1,623.04",9130,,Dominion Cr,9130 Dominion Cr,"9130 Dominion Cir, Cincinnati, OH 45249, USA",-84.3084203,39.2886838,121500,2017,4,9130,
672,620-0190-0426-00,9138 Dominion Cr,1232,550,1984,05-11-2017,"$136,000",7,2,2,1,140278.0,WD - Warranty Deed (Conv),1,0.0,"$3,379.78",53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,YES(10),No,No,No,No,Yes,24700,0,169070,193770,0,0,0,"$1,692.91",9138,,Dominion Cr,9138 Dominion Cr,"9138 Dominion Cir, Cincinnati, OH 45249, USA",-84.30771399999999,39.288053,136000,2017,5,9138,
673,620-0190-0569-00,9162 2 Symmes Landing Dr,1316,550,1988,06-05-2017,"$278,500",7,3,2,1,142396.0,WD - Warranty Deed (Conv),1,0.0,"$4,936.46",53.799505,SYCAMORE CSD,62010 - SYMMES LANDING CONDO,No,No,No,Yes,No,Yes,44100,0,248490,292590,0,0,0,"$2,471.25",9162,2,Symmes Landing Dr,9162 Symmes Landing Dr 2,"9162 Symmes Landing Dr #2, Loveland, OH 45140, USA",-84.3081048,39.2852154,278500,2017,6,9162,
674,620-0190-0614-00,9166 4 Symmes Landing Dr,1343,550,1993,05-25-2017,"$263,000",5,2,2,1,141523.0,WD - Warranty Deed (Conv),1,0.0,"$4,678.88",53.799505,SYCAMORE CSD,62010 - SYMMES LANDING CONDO,No,No,No,Yes,No,Yes,44100,0,233190,277290,0,0,0,"$2,342.46",9166,4,Symmes Landing Dr,9166 Symmes Landing Dr 4,"9166 Symmes Landing Dr #4, Loveland, OH 45140, USA",-84.307791,39.2853769,263000,2017,5,9166,
675,620-0190-0712-00,12071 205 Carrington Ln,1112,550,1995,05-25-2017,"$103,000",5,2,2,0,217094.0,WD - Warranty Deed (Conv),1,0.0,"$2,616.88",53.799505,SYCAMORE CSD,62011 - CARRINGTON CROSSING CONDO-620,No,No,No,Yes,No,Yes,20400,0,134530,154930,0,0,0,"$1,311.46",12071,205,Carrington Ln,12071 Carrington Ln 205,"12071 Carrington Ln Apartment 205, Loveland, OH 45140, USA",-84.297629,39.288525,103000,2017,5,12071,
676,620-0190-0848-00,12032 Maxim Ave,1383,550,1999,06-08-2017,"$131,000",5,3,2,0,296955.0,WE - Warranty Deed (EX),1,0.0,"$3,429.42",53.799505,SYCAMORE CSD,62036 - VILLAS OF ROYAL POINT CONDO,No,No,Yes,Yes,No,Yes,40600,0,189080,229680,0,0,0,"$1,717.73",12032,,Maxim Ave,12032 Maxim Ave,"12032 Maxim Ave, Cincinnati, OH 45249, USA",-84.30939359999999,39.2901243,131000,2017,6,12032,
677,620-0204-0088-00,11801 Vaukvalley Ln,1404,550,1986,04-07-2017,"$192,500",6,3,2,0,330898.0,WE - Warranty Deed (EX),1,0.0,"$4,055.26",53.799505,SYCAMORE CSD,62012 - SYCAMORE GLEN CONDO,YES(12),No,No,Yes,No,Yes,36000,0,204100,240100,0,0,0,"$2,030.65",11801,,Vaukvalley Ln,11801 Vaukvalley Ln,"11801 Vauk Valley Ln, Cincinnati, OH 45249, USA",-84.3191758,39.28282340000001,192500,2017,4,11801,
678,621-0003-0054-00,427 Park Ave,1030,510,1923,06-21-2017,"$125,000",5,2,2,0,144083.0,WD - Warranty Deed (Conv),1,0.146,"$4,092.66",60.879881,LOVELAND CSD,62102 - LOVELAND 02,No,No,No,Yes,No,No,40850,0,174740,215590,0,0,0,"$2,046.33",427,,Park Ave,427 Park Ave,"427 Park Ave, Loveland, OH 45140, USA",-84.2625101,39.2701405,125000,2017,6,427,
679,621-0006-0088-00,233 Oneida Dr,1202,510,1955,04-19-2017,"$106,000",5,3,1,0,138151.0,WD - Warranty Deed (Conv),1,0.226,"$3,094.74",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,55880,0,107210,163090,0,0,0,"$1,547.37",233,,Oneida Dr,233 Oneida Dr,"233 Oneida Dr, Loveland, OH 45140, USA",-84.2758795,39.2686143,106000,2017,4,233,
680,621-0006-0157-00,232 Tuscarora Dr,1025,510,1956,05-24-2017,"$132,000",5,3,1,0,141501.0,WD - Warranty Deed (Conv),1,0.182,"$2,767.82",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,54100,0,91730,145830,0,0,0,"$1,383.91",232,,Tuscarora Dr,232 Tuscarora Dr,"232 Tuscarora Dr, Loveland, OH 45140, USA",-84.27908769999999,39.2684484,132000,2017,5,232,
681,621-0007-0062-00,11 Iroquois Dr,1008,510,1957,06-21-2017,"$113,500",5,3,1,0,144011.0,WD - Warranty Deed (Conv),1,0.244,"$2,875.54",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,55830,0,95450,151280,0,0,0,"$1,437.77",11,,Iroquois Dr,11 Iroquois Dr,"11 Iroquois Dr, Loveland, OH 45140, USA",-84.2767844,39.2638463,113500,2017,6,11,
682,621-0007-0243-00,22 Iroquois Dr,1456,510,1998,05-03-2017,"$174,000",6,3,2,1,139452.0,FD - Fiduciary Deed (Conv),1,0.477,"$5,153.38",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,54500,0,217060,271560,0,0,0,"$2,576.69",22,,Iroquois Dr,22 Iroquois Dr,"22 Iroquois Dr, Loveland, OH 45140, USA",-84.27567379999999,39.2639131,174000,2017,5,22,
683,621-0008-0043-00,18 Highridge Dr,1025,510,1959,05-09-2017,"$104,000",5,3,1,0,139866.0,WD - Warranty Deed (Conv),1,0.189,"$3,044.86",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,54760,0,105680,160440,0,0,0,"$1,522.43",18,,Highridge Dr,18 Highridge Dr,"18 Highridge Dr, Loveland, OH 45140, USA",-84.277278,39.2601093,104000,2017,5,18,
684,621-0008-0158-00,836 Marbea Dr,1479,510,1962,06-16-2017,"$152,000",5,4,2,0,143658.0,WD - Warranty Deed (Conv),1,0.165,"$3,573.48",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,47810,0,140500,188310,0,0,0,"$1,786.74",836,,Marbea Dr,836 Marbea Dr,"836 Marbea Dr, Loveland, OH 45140, USA",-84.2798553,39.2607404,152000,2017,6,836,
685,621-0008-0255-00,207 Knoll Wind Dr,1359,550,2000,06-19-2017,"$246,000",7,4,2,1,143787.0,WD - Warranty Deed (Conv),1,0.0,"$5,737.86",60.879881,LOVELAND CSD,62113 - KNOLLS OF LOVELAND CONDO,No,No,No,Yes,No,No,43400,0,258960,302360,0,0,0,"$2,868.93",207,,Knoll Wind Dr,207 Knoll Wind Dr,"207 Knoll Wind Dr, Loveland, OH 45140, USA",-84.276061,39.259286,246000,2017,6,207,
686,621-0009-0053-00,1000 Marbea Dr,1069,510,1962,05-16-2017,"$107,500",6,3,1,0,294848.0,WD - Warranty Deed (Conv),1,0.165,"$3,590.26",60.879881,LOVELAND CSD,62109 - LOVELAND 09,No,No,No,Yes,No,No,47810,0,141390,189200,0,0,0,"$1,795.13",1000,,Marbea Dr,1000 Marbea Dr,"1000 Marbea Dr, Loveland, OH 45140, USA",-84.2799514,39.2589867,107500,2017,5,1000,
