,parcel_number,address,finsqft,use,year_built,transfer_date,amount,total_rooms,bedrooms,full_baths,half_baths,conveyance_number,deed_type,num_parcels_sold,acreage,annual_tax,effective_tax_rate,school_district,appraisal_area,board_of_revision,rental_registration,homestead,owner_occupancy_credit,special_assessments,market_land_value,market_improvement_value,market_total_value,abated_value,taxes_paid,st_num,apt_num,street,formatted_address,longitude,latitude,year,month,city,geometry,market_land_value_num,age_of_house
610,525-0007-0113-00,7231 Osceola Dr,924,510,1948,2017-05-23,175000,5,2,1,0,336046.0,WD - Warranty Deed (Conv),1,0.164,5159.81,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,116000,137780,253780,0,2584.78,7231,,Osceola Dr,"7231 Osceola Dr, Madeira, OH 45243, USA",-84.3542665,39.1927605,2017,5,Madeira,,116000.0,76
611,525-0007-0229-00,7344 Osceola Dr,1147,510,1946,2017-05-25,155200,6,4,2,0,155556.0,WD - Warranty Deed (Conv),1,0.162,5782.2,65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(09),No,No,No,Yes,117970,156960,274930,0,2892.84,7344,,Osceola Dr,"7344 Osceola Dr, Cincinnati, OH 45243, USA",-84.3539788,39.1975768,2017,5,Cincinnati,,117970.0,78
612,525-0010-0040-00,7825 Dee St,1258,510,1952,2017-04-07,220000,7,4,1,1,324912.0,WD - Warranty Deed (Conv),1,0.166,6084.2,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,114840,184170,299010,0,3045.58,7825,,Dee St,"7825 Dee St, Cincinnati, OH 45243, USA",-84.3584563,39.1983889,2017,4,Cincinnati,,114840.0,72
613,525-0010-0100-00,7809 Tances Dr,1258,510,1952,2017-04-04,190000,6,3,2,0,269447.0,QE - Quit Claim Deed (EX),1,0.161,6018.34,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,113680,182460,296140,0,3010.91,7809,,Tances Dr,"7809 Tances Dr, Cincinnati, OH 45243, USA",-84.3596864,39.2003476,2017,4,Cincinnati,,113680.0,72
614,525-0010-0132-00,7420 Thomas Dr,1040,510,1953,2017-06-14,180000,5,3,1,0,172803.0,SV - Survivorship Deed (Conv),1,0.156,5993.44,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,Yes,113560,171270,284830,0,3000.2,7420,,Thomas Dr,"7420 Thomas Dr, Cincinnati, OH 45243, USA",-84.35636339999999,39.1989027,2017,6,Cincinnati,,113560.0,71
615,525-0010-0159-00,7907 Locust Ln,1258,510,1953,2017-04-28,232000,6,3,1,0,138918.0,WD - Warranty Deed (Conv),1,0.166,5804.12,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,113680,172130,285810,0,2903.8,7907,,Locust Ln,"7907 Locust Ln, Madeira, OH 45243, USA",-84.35764499999999,39.199236,2017,4,Madeira,,113680.0,71
616,525-0010-0168-00,7910 Locust Ln,1258,510,1953,2017-04-27,180000,5,2,1,0,138764.0,WD - Warranty Deed (Conv),1,0.161,5348.94,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,113680,149700,263380,0,2676.21,7910,,Locust Ln,"7910 Locust Ln, Madeira, OH 45243, USA",-84.3572554,39.1996756,2017,4,Madeira,,113680.0,71
617,525-0012-0033-00,7911 Mapleleaf Dr,1258,510,1953,2017-06-28,215000,6,3,2,0,144631.0,SV - Survivorship Deed (Conv),1,0.138,5962.86,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,104400,188980,293380,0,2983.17,7911,,Mapleleaf Dr,"7911 Maple Leaf Dr, Cincinnati, OH 45243, USA",-84.3571284,39.2010387,2017,6,Cincinnati,,104400.0,71
618,525-0012-0037-00,7903 Mapleleaf Dr,1258,510,1953,2017-05-05,167500,8,4,2,0,158082.0,LW - Limited Warrant Deed (Conv),1,0.138,7609.9,65.284164,MADEIRA CSD,52501 - MADEIRA 01,YES(19),No,No,Yes,Yes,104400,269850,374250,0,3808.43,7903,,Mapleleaf Dr,"7903 Maple Leaf Dr, Cincinnati, OH 45243, USA",-84.35787169999999,39.2010823,2017,5,Cincinnati,,104400.0,71
619,525-0012-0092-00,7817 Greenbriar Ln,1258,510,1954,2017-06-30,250000,6,3,2,0,144889.0,WD - Warranty Deed (Conv),1,0.138,6229.12,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,Yes,Yes,104400,202210,306610,0,3118.04,7817,,Greenbriar Ln,"7817 Greenbriar Ln, Madeira, OH 45243, USA",-84.35885619999999,39.2019359,2017,6,Madeira,,104400.0,70
620,525-0012-0131-00,7819 Buckeye Crescent,1188,510,1955,2017-04-26,184500,5,3,1,1,251773.0,WE - Warranty Deed (EX),1,0.165,6311.7,65.284164,MADEIRA CSD,52501 - MADEIRA 01,No,No,No,No,Yes,114840,185140,299980,0,3159.33,7819,,Buckeye Crescent,"7819 Buckeye Crescent, Madeira, OH 45243, USA",-84.3586167,39.2026949,2017,4,Madeira,,114840.0,69
621,525-0014-0042-00,6767 Rose Crest Ave,866,510,1939,2017-05-10,137000,6,2,1,0,322192.0,WD - Warranty Deed (Conv),1,0.129,4776.1,65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,Yes,58460,176540,235000,0,2391.53,6767,,Rose Crest Ave,"6767 Rosecrest Ave, Madeira, OH 45243, USA",-84.3754178,39.187749,2017,5,Madeira,,58460.0,85
622,525-0014-0140-00,6712 Eleck Pl,1070,510,1956,2017-06-08,240000,6,3,2,0,142800.0,WD - Warranty Deed (Conv),1,0.28,6126.88,65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,Yes,103720,197240,300960,0,3066.92,6712,,Eleck Pl,"6712 Eleck Pl, Cincinnati, OH 45243, USA",-84.376215,39.1866569,2017,6,Cincinnati,,103720.0,68
623,525-0015-0060-00,6524 Kenview Dr,1397,510,1954,2017-05-04,300000,6,3,2,1,139567.0,WD - Warranty Deed (Conv),1,0.479,6615.34,65.284164,MADEIRA CSD,52506 - MADEIRA 06,No,No,No,Yes,Yes,117940,207690,325630,0,3311.15,6524,,Kenview Dr,"6524 Kenview Dr, Cincinnati, OH 45243, USA",-84.3786499,39.190097,2017,5,Cincinnati,,117940.0,70
624,527-0020-0538-00,3817 13 Petoskey Ave,1092,550,1966,2017-06-19,116000,4,2,2,0,277038.0,WD - Warranty Deed (Conv),1,0.0,3223.06,71.219499,MARIEMONT CSD,52702 - MARIEMONT WINDSOR SQ CONDO,YES(11),No,No,Yes,Yes,20000,125000,145000,0,1613.15,3817,13,Petoskey Ave,"3817 Petoskey Ave APT 13, Cincinnati, OH 45227, USA",-84.3698395,39.1452633,2017,6,Cincinnati,,20000.0,58
625,527-0020-0671-00,3750 #3 West St,927,550,1950,2017-06-22,206000,5,2,1,0,352295.0,WD - Warranty Deed (Conv),1,0.0,4896.74,71.219499,MARIEMONT CSD,52701 - MARIEMONT 01,No,No,No,Yes,Yes,35000,185360,220360,0,2449.99,3750,,# 3 West St,"3759 West St, Cincinnati, OH 45227, USA",-84.51237809999999,39.1475707,2017,6,Cincinnati,,35000.0,74
626,527-0030-0126-00,6988 Grace Ave,1154,510,1945,2017-05-01,280000,6,2,2,1,139122.0,WD - Warranty Deed (Conv),1,0.141,7671.59,71.219499,MARIEMONT CSD,52703 - MARIEMONT 03,No,No,No,Yes,Yes,138710,206140,344850,0,3839.86,6988,,Grace Ave,"6988 Grace Ave, Cincinnati, OH 45227, USA",-84.371746,39.1494585,2017,5,Cincinnati,,138710.0,79
627,527-0040-0003-00,3866 Homewood Rd,1434,510,1940,2017-04-21,189600,6,3,2,1,314110.0,WE - Warranty Deed (EX),1,0.108,7066.14,71.219499,MARIEMONT CSD,52705 - MARIEMONT 05,No,No,No,Yes,Yes,133500,250600,384100,66090,3535.1,3866,,Homewood Rd,"3866 Homewood Rd, Cincinnati, OH 45227, USA",-84.38484129999999,39.1480611,2017,4,Cincinnati,,133500.0,84
628,592-0001-0197-00,143 Vermont Ave,1428,510,1953,2017-06-28,218000,6,2,1,0,144610.0,WD - Warranty Deed (Conv),1,0.22,5248.78,61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,89540,184270,273810,0,2624.39,143,,Vermont Ave,"143 Vermont Ave, Wyoming, OH 45215, USA",-84.4778898,39.2399822,2017,6,Wyoming,,89540.0,71
629,592-0002-0008-00,36 North Ave,1144,510,1924,2017-04-06,120000,4,2,2,0,136996.0,WD - Warranty Deed (Conv),1,0.19,4088.08,61.983774,WYOMING CSD,59216 - WYOMING 16,No,No,No,Yes,No,45680,167110,212790,0,2044.04,36,,North Ave,"36 North Ave, Wyoming, OH 45215, USA",-84.46954079999999,39.2418805,2017,4,Wyoming,,45680.0,100
630,592-0003-0128-00,345 Fleming Rd,1449,510,1956,2017-06-14,254000,6,3,1,0,329635.0,WD - Warranty Deed (Conv),1,0.368,6683.02,61.983774,WYOMING CSD,59201 - WYOMING 01,No,No,No,Yes,No,115750,232910,348660,0,3341.51,345,,Fleming Rd,"345 Fleming Rd, Cincinnati, OH 45215, USA",-84.4879866,39.2351866,2017,6,Cincinnati,,115750.0,68
631,592-0004-0232-00,160 Fleming Rd,1494,510,1951,2017-05-05,248000,6,3,1,0,195687.0,WD - Warranty Deed (Conv),1,0.484,6060.44,61.983774,WYOMING CSD,59201 - WYOMING 01,No,Yes,No,No,No,128180,176630,304810,0,3030.22,160,,Fleming Rd,"160 Fleming Rd, Cincinnati, OH 45215, USA",-84.4788054,39.2353188,2017,5,Cincinnati,,128180.0,73
632,592-0005-0153-00,811 Burns Ave,1105,510,1951,2017-05-09,101845,4,2,1,0,353612.0,QE - Quit Claim Deed (EX),1,0.163,3088.74,61.983774,WYOMING CSD,59216 - WYOMING 16,YES(17),No,No,Yes,No,38070,123080,161150,0,1544.37,811,,Burns Ave,"811 Burns Ave, Cincinnati, OH 45215, USA",-84.4683519,39.2315047,2017,5,Cincinnati,,38070.0,73
633,592-0005-0168-00,1110 Springfield Pk,1482,550,1969,2017-04-26,143500,5,2,2,1,331924.0,WD - Warranty Deed (Conv),1,0.0,3774.44,61.983774,WYOMING CSD,59212 - FLEMING HOUSE CONDO,No,No,No,Yes,No,22500,174410,196910,0,1887.22,1110,,Springfield Pk,"1110 Springfield Pike, Wyoming, OH 45215, USA",-84.47064619999999,39.2352899,2017,4,Wyoming,,22500.0,55
634,592-0006-0051-00,410 Pendery Ave,1003,510,1925,2017-05-02,125000,5,2,1,0,283693.0,WD - Warranty Deed (Conv),1,0.177,2875.18,61.983774,WYOMING CSD,59218 - WYOMING 18,No,No,No,Yes,No,53000,97000,150000,0,1437.59,410,,Pendery Ave,"410 Pendery Ave, Cincinnati, OH 45215, USA",-84.4663755,39.2323517,2017,5,Cincinnati,,53000.0,99
635,592-0011-0025-00,215 Charles St,1158,510,1939,2017-06-30,150000,4,2,1,0,291750.0,QE - Quit Claim Deed (EX),1,0.114,3209.24,61.983774,WYOMING CSD,59207 - WYOMING 07,No,No,No,Yes,No,73800,93630,167430,0,1604.62,215,,Charles St,"215 Charles St, Wyoming, OH 45215, USA",-84.4755983,39.2223863,2017,6,Wyoming,,73800.0,85
636,592-0011-0172-00,50 7 Sherry Rd,1472,550,1971,2017-04-21,112000,5,2,2,1,138323.0,WD - Warranty Deed (Conv),1,0.0,2701.3,61.983774,WYOMING CSD,59208 - FOUNTAIN CT CONDO,No,No,No,No,No,23500,112340,135840,0,1350.65,50,7,Sherry Rd,"50 Sherry Rd, Cincinnati, OH 45215, USA",-84.475196,39.221227,2017,4,Cincinnati,,23500.0,53
637,592-0012-0019-00,365 Beech Ave,1487,510,1926,2017-06-21,235000,6,2,2,1,143986.0,WD - Warranty Deed (Conv),1,0.109,6101.96,61.983774,WYOMING CSD,59210 - WYOMING 10,YES(14),No,No,Yes,No,57260,261080,318340,0,3050.98,365,,Beech Ave,"365 Beech Ave, Cincinnati, OH 45215, USA",-84.47077139999999,39.2250198,2017,6,Cincinnati,,57260.0,98
638,600-0023-0179-00,10959 Barrington Ct,1480,550,1979,2017-04-12,108000,7,3,2,2,219125.0,WE - Warranty Deed (EX),5,0.0,3864.04,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,No,Yes,19300,221670,240970,0,1935.04,10959,,Barrington Ct,"10959 Barrington Ct, Cincinnati, OH 45242, USA",-84.34330469999999,39.2640617,2017,4,Cincinnati,,19300.0,45
639,600-0023-0179-00,10959 Barrington Ct,1480,550,1979,2017-06-08,110101,7,3,2,2,219125.0,WE - Warranty Deed (EX),5,0.0,3864.04,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,No,Yes,19300,221670,240970,0,1935.04,10959,,Barrington Ct,"10959 Barrington Ct, Cincinnati, OH 45242, USA",-84.34330469999999,39.2640617,2017,6,Cincinnati,,19300.0,45
640,600-0030-0168-00,10869 Ponds Ln,1458,550,1976,2017-04-13,147000,6,3,2,1,334991.0,WD - Warranty Deed (Conv),1,0.0,3601.52,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,Yes,No,Yes,Yes,19300,212960,232260,0,1803.78,10869,,Ponds Ln,"10869 Ponds Ln, Cincinnati, OH 45242, USA",-84.3419023,39.2624299,2017,4,Cincinnati,,19300.0,48
641,600-0030-0267-00,10825 Lakehurst Ct,1460,550,1978,2017-06-21,139000,7,3,2,2,143961.0,WD - Warranty Deed (Conv),1,0.0,3673.14,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,217600,236900,0,1839.59,10825,,Lakehurst Ct,"10825 Lakehurst Ct, Cincinnati, OH 45242, USA",-84.34430499999999,39.2616,2017,6,Cincinnati,,19300.0,46
642,600-0030-0340-00,10889 Lake Thames Dr,1460,550,1979,2017-04-26,150600,6,3,2,2,138727.0,WD - Warranty Deed (Conv),1,0.0,3674.12,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,YES(94),No,No,Yes,Yes,19300,217670,236970,0,1840.08,10889,,Lake Thames Dr,"10889 Lake Thames Dr, Cincinnati, OH 45242, USA",-84.3464341,39.262848,2017,4,Cincinnati,,19300.0,45
643,600-0030-0392-00,10913 Barrington Ct,1480,550,1980,2017-05-22,142000,7,4,2,1,141157.0,FD - Fiduciary Deed (Conv),1,0.0,3725.88,49.620025,SYCAMORE CSD,60009 - MONTGOMERY TOWNE CONDO,No,No,No,Yes,Yes,19300,221000,240300,0,1865.96,10913,,Barrington Ct,"10913 Barrington Ct, Cincinnati, OH 45242, USA",-84.3447796,39.2631456,2017,5,Cincinnati,,19300.0,44
644,603-0001-0161-00,9741 Bunker Hill Ln,1080,550,1970,2017-05-09,117900,5,2,2,1,139920.0,WD - Warranty Deed (Conv),1,0.0,2982.95,55.899522,SYCAMORE CSD,60322 - TOLLGATE CONDO,No,No,No,Yes,Yes,15000,154540,169540,0,1492.39,9741,,Bunker Hill Ln,"9741 Bunker Hill Ln, Montgomery, OH 45242, USA",-84.3542665,39.232794,2017,5,Montgomery,,15000.0,54
645,603-0018-0182-00,10555 4 Montgomery Rd,990,550,1989,2017-06-02,101000,4,2,2,0,142232.0,WD - Warranty Deed (Conv),1,0.0,2716.91,55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,Yes,Yes,12000,142170,154170,0,1359.37,10555,4,Montgomery Rd,"10555 Montgomery Rd APT 4, Montgomery, OH 45242, USA",-84.34607650000001,39.2538627,2017,6,Montgomery,,12000.0,35
646,603-0018-0215-00,10555 37 Montgomery Rd,1460,550,1989,2017-04-04,139000,6,2,2,1,136798.0,WD - Warranty Deed (Conv),1,0.0,4111.81,55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,Yes,19000,207500,226500,0,2056.82,10555,37,Montgomery Rd,"10555 Montgomery Rd Apt 37, Montgomery, OH 45242, USA",-84.3437469,39.254444,2017,4,Montgomery,,19000.0,35
647,603-0018-0215-00,10555 37 Montgomery Rd,1460,550,1989,2017-04-04,132000,6,2,2,1,136798.0,WD - Warranty Deed (Conv),1,0.0,4111.81,55.899522,SYCAMORE CSD,60336 - MAYFAIR OF MONTGOMERY CONDO,No,No,No,No,Yes,19000,207500,226500,0,2056.82,10555,37,Montgomery Rd,"10555 Montgomery Rd Apt 37, Montgomery, OH 45242, USA",-84.3437469,39.254444,2017,4,Montgomery,,19000.0,35
648,603-0020-0008-00,8230 Weller Rd,1430,510,1967,2017-06-21,180900,4,2,2,0,144112.0,WD - Warranty Deed (Conv),1,0.927,5529.34,55.899522,SYCAMORE CSD,60316 - MONTGOMERY 16,No,No,No,Yes,Yes,125840,188040,313880,0,2767.89,8230,,Weller Rd,"8230 Weller Rd, Cincinnati, OH 45242, USA",-84.339148,39.2578727,2017,6,Cincinnati,,125840.0,57
649,612-0030-0293-00,6491 Donjoy Dr,1269,510,1957,2017-04-10,255000,6,3,1,1,137321.0,SV - Survivorship Deed (Conv),2,0.397,4622.87,47.604103,SYCAMORE CSD,61201 - BLUE ASH 01,No,No,No,Yes,Yes,61200,249340,310540,0,2314.46,6491,,Donjoy Dr,"6491 Donjoy Dr, Cincinnati, OH 45242, USA",-84.3687652,39.22487539999999,2017,4,Cincinnati,,61200.0,67
650,612-0040-0038-00,4831 Prospect Ave,1319,510,1948,2017-04-12,221500,5,3,2,0,283493.0,WD - Warranty Deed (Conv),1,0.173,4189.29,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,84000,196000,280000,0,2097.67,4831,,Prospect Ave,"4831 Prospect Ave, Blue Ash, OH 45242, USA",-84.3751303,39.235057,2017,4,Blue Ash,,84000.0,76
651,612-0050-0136-00,4561 Cooper Rd,995,510,1948,2017-05-30,109000,5,2,1,0,141892.0,WD - Warranty Deed (Conv),1,0.128,2669.03,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,Yes,No,No,Yes,67200,106010,173210,0,1337.54,4561,,Cooper Rd,"4561 Cooper Rd, Cincinnati, OH 45242, USA",-84.38273679999999,39.2353125,2017,5,Cincinnati,,67200.0,76
652,612-0050-0411-00,9490 Blue Ash Rd,1120,510,1941,2017-04-19,134900,9,3,1,1,138022.0,WD - Warranty Deed (Conv),1,0.298,3148.91,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,116420,94960,211380,0,1577.48,9490,,Blue Ash Rd,"9490 Blue Ash Rd, Cincinnati, OH 45242, USA",-84.3789901,39.2302253,2017,4,Cincinnati,,116420.0,83
653,612-0050-0467-00,9465 Conklin Ave,884,510,1955,2017-05-15,127000,5,3,1,0,350888.0,WD - Warranty Deed (Conv),1,0.149,2726.25,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,77280,105690,182970,0,1366.15,9465,,Conklin Ave,"9465 Conklin Ave, Blue Ash, OH 45242, USA",-84.3822543,39.2293911,2017,5,Blue Ash,,77280.0,69
654,612-0070-0050-00,4514 Victor Ave,1184,510,1953,2017-05-04,215000,6,4,1,1,139563.0,WD - Warranty Deed (Conv),1,0.138,3883.85,47.604103,SYCAMORE CSD,61203 - BLUE ASH 03,No,No,No,Yes,Yes,75600,184880,260480,0,1944.95,4514,,Victor Ave,"4514 Victor Ave, Blue Ash, OH 45242, USA",-84.3851078,39.2288203,2017,5,Blue Ash,,75600.0,71
655,612-0070-0363-00,9304 Hunters Creek Dr,1156,550,1986,2017-05-15,115000,5,2,2,1,242822.0,WE - Warranty Deed (EX),1,0.0,2758.42,47.604103,SYCAMORE CSD,61220 - TWIN LAKES CONDO,No,No,No,Yes,Yes,23400,161790,185190,0,1380.42,9304,,Hunters Creek Dr,"9304 Hunters Creek Dr, Blue Ash, OH 45242, USA",-84.3890504,39.22693659999999,2017,5,Blue Ash,,23400.0,38
656,612-0080-0259-00,4434 Hunt Rd,1406,510,1974,2017-06-13,299000,6,3,2,0,319334.0,WD - Warranty Deed (Conv),1,0.215,5804.15,47.604103,SYCAMORE CSD,61221 - BLUE ASH 21,No,No,No,Yes,Yes,80680,309320,390000,0,2905.1,4434,,Hunt Rd,"4434 Hunt Rd, Cincinnati, OH 45242, USA",-84.3878585,39.2299645,2017,6,Cincinnati,,80680.0,50
657,612-0112-0039-00,3 Muirfield Ln,1394,555,1981,2017-05-11,189150,5,2,2,1,140215.0,WD - Warranty Deed (Conv),2,0.027,5889.3,47.604103,SYCAMORE CSD,61245 - GLENS OF CARPENTER RUN LANDO,YES(24),No,No,Yes,Yes,60000,335980,395980,0,2945.86,3,,Muirfield Ln,"3 Muirfield Ln, Cincinnati, OH 45241, USA",-84.403359,39.241218,2017,5,Cincinnati,,60000.0,43
658,612-0121-0024-00,9892 Timbers Dr,1254,555,1979,2017-05-05,126000,5,2,1,1,309838.0,WD - Warranty Deed (Conv),1,0.016,3511.96,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,Yes,28000,208000,236000,0,1757.19,9892,,Timbers Dr,"9892 Timbers Dr, Cincinnati, OH 45242, USA",-84.3931077,39.2387732,2017,5,Cincinnati,,28000.0,45
659,612-0121-0118-00,9802 Timbers Dr,1158,555,1984,2017-04-04,140000,5,2,3,0,136789.0,TR - Trustees Deed (Conv),1,0.026,2687.66,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,Yes,Yes,Yes,28000,179080,207080,0,1345.04,9802,,Timbers Dr,"9802 Timbers Dr, Cincinnati, OH 45242, USA",-84.39410769999999,39.2380799,2017,4,Cincinnati,,28000.0,40
660,612-0121-0124-00,9862 Timbers Dr,1360,555,1984,2017-06-13,133500,5,2,2,2,353210.0,WD - Warranty Deed (Conv),1,0.015,2868.84,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,Yes,28000,164750,192750,0,1435.63,9862,,Timbers Dr,"9862 Timbers Dr, Cincinnati, OH 45242, USA",-84.3940156,39.2384619,2017,6,Cincinnati,,28000.0,40
661,612-0121-0125-00,9864 Timbers Dr,1159,555,1984,2017-05-30,145000,5,2,1,1,242923.0,WD - Warranty Deed (Conv),1,0.016,2530.72,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,Yes,28000,142000,170000,0,1266.57,9864,,Timbers Dr,"9864 Timbers Dr, Cincinnati, OH 45242, USA",-84.3940054,39.2385525,2017,5,Cincinnati,,28000.0,40
662,612-0121-0154-00,9828 Timbers Dr,1360,555,1986,2017-06-26,120000,7,3,2,1,151874.0,WD - Warranty Deed (Conv),1,0.015,2781.78,47.604103,SYCAMORE CSD,61212 - TIMBERS LANDO,No,No,No,Yes,Yes,28000,158880,186880,0,1392.1,9828,,Timbers Dr,"9828 Timbers Dr, Cincinnati, OH 45242, USA",-84.39289769999999,39.2380879,2017,6,Cincinnati,,28000.0,38
663,612-0140-0058-00,5210 Meyers Ln,1157,510,1955,2017-05-16,217500,6,3,2,0,140638.0,WD - Warranty Deed (Conv),1,0.281,3690.07,47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,Yes,Yes,54720,193080,247800,0,1848.06,5210,,Meyers Ln,"5210 Meyers Ave, Cincinnati, OH 45242, USA",-84.37182849999999,39.2550519,2017,5,Cincinnati,,54720.0,69
664,612-0140-0206-00,5258 Kenridge Dr,1291,510,1942,2017-04-27,186000,6,3,2,0,138807.0,WD - Warranty Deed (Conv),1,0.451,3850.23,47.604103,SYCAMORE CSD,61251 - BLUE ASH 51,YES(09),No,No,Yes,Yes,81890,176690,258580,0,1928.14,5258,,Kenridge Dr,"5258 Kenridge Dr, Cincinnati, OH 45242, USA",-84.37172199999999,39.25338250000001,2017,4,Cincinnati,,81890.0,82
665,612-0140-0414-00,5366 Hickory Trail Ln,1440,555,1982,2017-04-18,195000,6,2,2,1,137991.0,WD - Warranty Deed (Conv),1,0.039,3930.26,47.604103,SYCAMORE CSD,61227 - HICKORY RIDGE LANDO,YES(12),No,No,Yes,Yes,40500,223690,264190,0,1966.34,5366,,Hickory Trail Ln,"5366 Hickory Trail Ln, Cincinnati, OH 45242, USA",-84.3705885,39.2515825,2017,4,Cincinnati,,40500.0,42
666,612-0140-0467-00,10640 Kenwood Rd,1260,510,1956,2017-06-28,136500,5,3,1,0,144769.0,LW - Limited Warrant Deed (Conv),1,0.2,4116.93,47.604103,SYCAMORE CSD,61209 - BLUE ASH 09,No,No,No,No,Yes,49410,217980,267390,0,4116.93,10640,,Kenwood Rd,"10640 Kenwood Rd, Cincinnati, OH 45242, USA",-84.37428849999999,39.2559538,2017,6,Cincinnati,,49410.0,68
667,612-0180-0132-00,10769 Fallsington Ct,1249,555,1984,2017-04-13,179500,6,3,2,2,327007.0,WD - Warranty Deed (Conv),2,0.027,3702.58,47.604103,SYCAMORE CSD,61236 - SYCAMORE VILLAGE LANDO,No,No,No,Yes,Yes,30000,218890,248890,0,1852.5,10769,,Fallsington Ct,"10769 Fallsington Ct, Cincinnati, OH 45242, USA",-84.3597504,39.2571613,2017,4,Cincinnati,,30000.0,40
668,620-0070-0068-00,9830 Union Cemetery Rd,1225,510,1954,2017-06-02,191000,6,2,1,0,142205.0,WD - Warranty Deed (Conv),1,0.681,4961.23,60.666397,LOVELAND CSD,62008 - SYMMES 08,No,No,No,Yes,Yes,84320,127680,212000,0,2488.18,9830,,Union Cemetery Rd,"9830 Union Cemetery Rd, Loveland, OH 45140, USA",-84.2873801,39.2816078,2017,6,Loveland,,84320.0,70
669,620-0070-0184-00,11619 Woodwind Dr,1154,510,1957,2017-06-16,156500,5,3,1,0,143660.0,WD - Warranty Deed (Conv),1,0.498,4318.85,60.666397,LOVELAND CSD,62007 - SYMMES 07,No,No,No,Yes,Yes,40190,187310,227500,0,2166.99,11619,,Woodwind Dr,"11619 Woodwind Dr, Loveland, OH 45140, USA",-84.2926796,39.2767373,2017,6,Loveland,,40190.0,67
670,620-0190-0414-00,9128 Dominion Cr,1216,550,1984,2017-05-04,132715,6,2,3,1,169165.0,QE - Quit Claim Deed (EX),1,0.0,3335.5,53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,No,Yes,24700,166520,191220,0,1670.77,9128,,Dominion Cr,"9128 Dominion Cir, Cincinnati, OH 45249, USA",-84.3074965,39.2885036,2017,5,Cincinnati,,24700.0,40
671,620-0190-0415-00,9130 Dominion Cr,1216,550,1984,2017-04-24,121500,6,2,2,1,178726.0,WD - Warranty Deed (Conv),1,0.0,3240.04,53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,No,No,No,Yes,Yes,24700,167150,191850,0,1623.04,9130,,Dominion Cr,"9130 Dominion Cir, Cincinnati, OH 45249, USA",-84.3084203,39.2886838,2017,4,Cincinnati,,24700.0,40
672,620-0190-0426-00,9138 Dominion Cr,1232,550,1984,2017-05-11,136000,7,2,2,1,140278.0,WD - Warranty Deed (Conv),1,0.0,3379.78,53.799505,SYCAMORE CSD,62013 - SYCAMORE STATION CONDO,YES(10),No,No,No,Yes,24700,169070,193770,0,1692.91,9138,,Dominion Cr,"9138 Dominion Cir, Cincinnati, OH 45249, USA",-84.30771399999999,39.288053,2017,5,Cincinnati,,24700.0,40
673,620-0190-0569-00,9162 2 Symmes Landing Dr,1316,550,1988,2017-06-05,278500,7,3,2,1,142396.0,WD - Warranty Deed (Conv),1,0.0,4936.46,53.799505,SYCAMORE CSD,62010 - SYMMES LANDING CONDO,No,No,No,Yes,Yes,44100,248490,292590,0,2471.25,9162,2,Symmes Landing Dr,"9162 Symmes Landing Dr #2, Loveland, OH 45140, USA",-84.3081048,39.2852154,2017,6,Loveland,,44100.0,36
